module	address	old_name	new_name	kind	basis	rom_rtti	danger_old_still_live_on_main	port_at_address	main_at_address	n_files	port_files
arm9	0x02037ee4	func_02037ee4	_ZN5dBgPcD2Ev	func	the one main-only spelling at the address	-	-	func_02037ee4	_ZN5dBgPcD2Ev	1	port/slice_gate10.txt
arm9	0x02037ee8	func_02037ee8	_ZN5dBgPcD1Ev	func	the one main-only spelling at the address	-	-	func_02037ee8	_ZN5dBgPcD1Ev	3	port/slice_gate8.txt;port/unmatched/MeshCollider_DetectClsn_RaycastLine.cpp;port/unmatched/MeshCollider_DetectClsn_Sphere.cpp
arm9	0x02037eec	func_02037eec	_ZN5dBgPcC1Ev	func	the one main-only spelling at the address	-	-	func_02037eec	_ZN5dBgPcC1Ev	3	port/slice_gate8.txt;port/unmatched/MeshCollider_DetectClsn_RaycastLine.cpp;port/unmatched/MeshCollider_DetectClsn_Sphere.cpp
arm9	0x02037f18	func_02037f18	_ZN5dBgPcC2Ev	func	the one main-only spelling at the address	-	-	func_02037f18	_ZN5dBgPcC2Ev	1	port/slice_gate10.txt
arm9	0x02037f4c	_ZNK10ClsnResult9GetClsnIDEv	_ZNK5dBgPi9GetClsnIDEv	mangled	one main-only spelling of the same kind	-	-	_ZNK10ClsnResult9GetClsnIDEv	_ZNK5dBgPi9GetClsnIDEv	10	port/faces_adjudicated.txt;port/hal/actor_registry.cpp;port/hal/cxx_aliases.cpp;port/hal/reverse_bridges.cpp;port/slice_gate10.txt;port/slice_w1l1.txt;port/tools/faces_adjudicate.py;port/unmatched/Actor_OnAttacked2Dispatch.cpp;port/unmatched/Actor_OnKickedDispatch.cpp;port/unmatched/Player_HeadBonk.cpp
arm9	0x02038018	_ZN10ClsnResultaSERKS_	_ZN5dBgPiaSERKS_	mangled	one main-only spelling of the same kind	-	-	_ZN10ClsnResultaSERKS_	_ZN5dBgPiaSERKS_	1	port/slice_gate10.txt
arm9	0x0203806c	_ZNK10ClsnResult6CopyToERS_	_ZNK5dBgPi6CopyToERS_	mangled	one main-only spelling of the same kind	-	-	_ZNK10ClsnResult6CopyToERS_	_ZNK5dBgPi6CopyToERS_	1	port/slice_gate10.txt
arm9	0x020380ec	func_020380ec	_ZN5dBgPiD2Ev	func	the one main-only spelling at the address	-	-	func_020380ec	_ZN5dBgPiD2Ev	1	port/slice_gate10.txt
arm9	0x02038114	func_02038114	_ZN5dBgPiD0Ev	func	the one main-only spelling at the address	-	-	func_02038114	_ZN5dBgPiD0Ev	2	port/hal/meshcollider_dtor_seat.cpp;port/slice_w1l4.txt
arm9	0x02038144	_ZN10ClsnResultD1Ev	_ZN5dBgPiD1Ev	mangled	one main-only spelling of the same kind	-	-	_ZN10ClsnResultD1Ev	_ZN5dBgPiD1Ev	5	port/hal/meshcollider_dtor_seat.cpp;port/slice_gate10.txt;port/unmatched/Actor_OnAttacked2Dispatch.cpp;port/unmatched/Actor_OnKickedDispatch.cpp;port/unmatched/Player_HeadBonk.cpp
arm9	0x0203816c	_ZN10ClsnResultC1Ev	_ZN5dBgPiC1Ev	mangled	one main-only spelling of the same kind	-	-	_ZN10ClsnResultC1Ev	_ZN5dBgPiC1Ev	1	port/slice_gate10.txt
arm9	0x0203819c	func_0203819c	_ZN5dBgPiC2Ev	func	the one main-only spelling at the address	-	-	func_0203819c	_ZN5dBgPiC2Ev	1	port/slice_gate10.txt
arm9	0x0203821c	func_0203821c	_ZN13CLPS_BlockRefaSER10CLPS_Block	func	the one main-only spelling at the address	-	-	func_0203821c	_ZN13CLPS_BlockRefaSER10CLPS_Block	1	port/slice_gate8.txt
arm9	0x02038224	func_02038224	_ZN13CLPS_BlockRefD1Ev	func	the one main-only spelling at the address	-	-	func_02038224	_ZN13CLPS_BlockRefD1Ev	2	port/hal/meshcollider_dtor_seat.cpp;port/slice_gate16.txt
arm9	0x02038228	func_02038228	_ZN13CLPS_BlockRefC1Ev	func	the one main-only spelling at the address	-	-	func_02038228	_ZN13CLPS_BlockRefC1Ev	1	port/slice_gate8.txt
arm9	0x020383fc	WithMeshClsn_UpdateContinuous_Veneer	dBgCh_Actr_UpdateContinuous_Veneer	plain	one main-only spelling of the same kind	-	-	WithMeshClsn_UpdateContinuous_Veneer	dBgCh_Actr_UpdateContinuous_Veneer	6	port/slice_gate16.txt;port/tools/aritycheck_receiver_baseline.txt;port/unmatched/Dorrie_Behavior.cpp;port/unmatched/Enemy_UpdateYoshiEat.cpp;port/unmatched/Ov085_PrincessPeach_Declshapes.cpp;port/unmatched/Tornado_HostSites.cpp
arm9	0x02038420	WithMeshClsn_UpdateDiscreteNoLava_veneer	dBgCh_Actr_UpdateDiscreteNoLava_veneer	plain	one main-only spelling of the same kind	-	-	WithMeshClsn_UpdateDiscreteNoLava_veneer	dBgCh_Actr_UpdateDiscreteNoLava_veneer	3	port/slice_gate16.txt;port/tools/aritycheck_receiver_baseline.txt;port/unmatched/Ov060_StateDispatch.cpp
arm9	0x02038638	_ZN11RaycastLine10DetectClsnEv	_ZN9dBgCh_Lin10DetectClsnEv	mangled	one main-only spelling of the same kind	-	-	_ZN11RaycastLine10DetectClsnEv	_ZN9dBgCh_Lin10DetectClsnEv	9	port/abi_checks.txt;port/faces_adjudicated.txt;port/hal/reverse_bridges.cpp;port/slice_gate10.txt;port/tools/aliascheck_baseline.txt;port/unmatched/Actor_OnAttacked2Dispatch.cpp;port/unmatched/Actor_OnKickedDispatch.cpp;port/unmatched/Ov073_State.cpp;port/unmatched/Player_HeadBonk.cpp
arm9	0x02038b78	_ZN10SphereClsn10DetectClsnEv	_ZN12dBgCh_SphCrr10DetectClsnEv	mangled	one main-only spelling of the same kind	-	-	_ZN10SphereClsn10DetectClsnEv	_ZN12dBgCh_SphCrr10DetectClsnEv	6	port/abi_checks.txt;port/faces_adjudicated.txt;port/hal/cxx_aliases.cpp;port/hal/reverse_bridges.cpp;port/slice_gate10.txt;port/tools/aliascheck_baseline.txt
arm9	0x02038f44	_ZN13RaycastGround10DetectClsnEv	_ZN9dBgCh_Gnd10DetectClsnEv	mangled	one main-only spelling of the same kind	-	-	_ZN13RaycastGround10DetectClsnEv	_ZN9dBgCh_Gnd10DetectClsnEv	10	port/faces_adjudicated.txt;port/hal/cxx_aliases.cpp;port/slice_gate10.txt;port/tests/walk_window.cpp;port/unmatched/Boo_Behavior.c;port/unmatched/CrazedCrate_InitResources.cpp;port/unmatched/FallBlockWf_InitVeneer.cpp;port/unmatched/Goomboss_InitResources.cpp;port/unmatched/Ov060_StateDispatch.cpp;port/unmatched/Snowman_InitResources.cpp
arm9	0x02039140	_ZN16MeshColliderBase7DisableEv	_ZN4dBgW7DisableEv	mangled	one main-only spelling of the same kind	-	-	_ZN16MeshColliderBase7DisableEv	_ZN4dBgW7DisableEv	11	port/faces_adjudicated.txt;port/hal/actor_classes_ov022.cpp;port/hal/actor_classes_ov025.cpp;port/hal/actor_classes_ov045.cpp;port/hal/actor_classes_ov060.cpp;port/hal/actor_classes_ov063.cpp;port/hal/bob_enemy_shadow_faces.cpp;port/hal/cxxname_bridge.cpp;port/hal/method_faces.cpp;port/slice_gate9.txt;port/tools/aritycheck_receiver_baseline.txt
arm9	0x02039184	_ZN16MeshColliderBase6EnableEP5Actor	_ZN4dBgW6EnableEP8dActor_c	mangled	one main-only spelling of the same kind	-	-	_ZN16MeshColliderBase6EnableEP5Actor	_ZN4dBgW6EnableEP8dActor_c	10	port/faces_adjudicated.txt;port/hal/actor_classes_ov060.cpp;port/hal/cxx_aliases.cpp;port/hal/cxxname_bridge.cpp;port/hal/shutter_bob_face.cpp;port/slice_gate10.txt;port/slice_gate9.txt;port/tests/smoke_player.cpp;port/tests/walk_window.cpp;port/unmatched/MansionSteps_InitResources.c
arm9	0x0203923c	_ZN16MeshColliderBase21UpdatePosWithVelocityERS_P5ActorR10ClsnResultR7Vector3P10Vector3_16S8_	_ZN4dBgW21UpdatePosWithVelocityERS_P8dActor_cR5dBgPiR7Vector3P10Vector3_16S8_	mangled	one main-only spelling of the same kind	-	-	_ZN16MeshColliderBase21UpdatePosWithVelocityERS_P5ActorR10ClsnResultR7Vector3P10Vector3_16S8_	_ZN4dBgW21UpdatePosWithVelocityERS_P8dActor_cR5dBgPiR7Vector3P10Vector3_16S8_	3	port/hal/actor_classes_ov091.cpp;port/slice_gate59.txt;port/unmatched/Ov091_HostSites.cpp
arm9	0x0203929c	_ZN16MeshColliderBase16UpdatePosAndAngsERS_P5ActorR10ClsnResultR7Vector3P10Vector3_16S8_	_ZN4dBgW16UpdatePosAndAngsERS_P8dActor_cR5dBgPiR7Vector3P10Vector3_16S8_	mangled	one main-only spelling of the same kind	-	-	_ZN16MeshColliderBase16UpdatePosAndAngsERS_P5ActorR10ClsnResultR7Vector3P10Vector3_16S8_	_ZN4dBgW16UpdatePosAndAngsERS_P8dActor_cR5dBgPiR7Vector3P10Vector3_16S8_	6	port/hal/actor_classes_ov060.cpp;port/hal/cxx_aliases.cpp;port/hal/wf_enemy_bridges.cpp;port/slice_gate59.txt;port/unmatched/Jrb_Aliases.cpp;port/unmatched/MansionSteps_InitResources.c
arm9	0x020392f8	_ZN16MeshColliderBase25UpdateAngsWithAngularVelYERS_P5ActorR10ClsnResultR7Vector3P10Vector3_16S8_	_ZN4dBgW25UpdateAngsWithAngularVelYERS_P8dActor_cR5dBgPiR7Vector3P10Vector3_16S8_	mangled	one main-only spelling of the same kind	-	-	_ZN16MeshColliderBase25UpdateAngsWithAngularVelYERS_P5ActorR10ClsnResultR7Vector3P10Vector3_16S8_	_ZN4dBgW25UpdateAngsWithAngularVelYERS_P8dActor_cR5dBgPiR7Vector3P10Vector3_16S8_	1	port/slice_gate59.txt
arm9	0x02039348	_ZN16MeshColliderBase22UpdatePosWithTransformERS_P5ActorR10ClsnResultR7Vector3P10Vector3_16S8_	_ZN4dBgW22UpdatePosWithTransformERS_P8dActor_cR5dBgPiR7Vector3P10Vector3_16S8_	mangled	one main-only spelling of the same kind	-	-	_ZN16MeshColliderBase22UpdatePosWithTransformERS_P5ActorR10ClsnResultR7Vector3P10Vector3_16S8_	_ZN4dBgW22UpdatePosWithTransformERS_P8dActor_cR5dBgPiR7Vector3P10Vector3_16S8_	9	port/CMakeLists.txt;port/hal/actor_classes_bob_world.cpp;port/hal/actor_classes_ov060.cpp;port/hal/actor_classes_ov066.cpp;port/hal/actor_classes_updownlift.cpp;port/slice_gate59.txt;port/slice_ov066.txt;port/unmatched/Coffin_InitResources.cpp;port/unmatched/Jrb_Aliases.cpp
arm9	0x020393dc	_ZN16MeshColliderBase9IsEnabledEv	_ZN4dBgW9IsEnabledEv	mangled	one main-only spelling of the same kind	-	-	_ZN16MeshColliderBase9IsEnabledEv	_ZN4dBgW9IsEnabledEv	11	port/faces_adjudicated.txt;port/hal/actor_classes_ov022.cpp;port/hal/actor_classes_ov036.cpp;port/hal/actor_classes_ov045.cpp;port/hal/actor_classes_ov060.cpp;port/hal/actor_classes_ov063.cpp;port/hal/cxxname_bridge.cpp;port/hal/method_faces.cpp;port/slice_gate9.txt;port/tools/aritycheck_receiver_baseline.txt;port/unmatched/Eyerok_Behavior.cpp
arm9	0x0203940c	_ZN16MeshColliderBase11GetVelocityER7Vector3	_ZN4dBgW11GetVelocityER7Vector3	mangled	one main-only spelling of the same kind	-	-	_ZN16MeshColliderBase11GetVelocityER7Vector3	_ZN4dBgW11GetVelocityER7Vector3	2	port/hal/meshcolliderbase_vtable.cpp;port/slice_gate16.txt
arm9	0x02039428	_ZN16MeshColliderBase14GetAngularVelYEv	_ZN4dBgW14GetAngularVelYEv	mangled	one main-only spelling of the same kind	-	-	_ZN16MeshColliderBase14GetAngularVelYEv	_ZN4dBgW14GetAngularVelYEv	2	port/hal/meshcolliderbase_vtable.cpp;port/slice_gate16.txt
arm9	0x02039430	_ZN16MeshColliderBase12TransformPosERK7Vector3RS0_	_ZN4dBgW12TransformPosERK7Vector3RS0_	mangled	one main-only spelling of the same kind	-	-	_ZN16MeshColliderBase12TransformPosERK7Vector3RS0_	_ZN4dBgW12TransformPosERK7Vector3RS0_	2	port/hal/meshcolliderbase_vtable.cpp;port/slice_gate16.txt
arm9	0x02039438	_ZN16MeshColliderBase10BeforeClsnER10ClsnResultP5ActorR7Vector3P10Vector3_16S7_	_ZN4dBgW10BeforeClsnER5dBgPiP8dActor_cR7Vector3P10Vector3_16S7_	mangled	one main-only spelling of the same kind	-	-	_ZN16MeshColliderBase10BeforeClsnER10ClsnResultP5ActorR7Vector3P10Vector3_16S7_	_ZN4dBgW10BeforeClsnER5dBgPiP8dActor_cR7Vector3P10Vector3_16S7_	2	port/hal/meshcolliderbase_vtable.cpp;port/slice_gate16.txt
arm9	0x02039470	_ZN16MeshColliderBase10DetectClsnER10SphereClsn	_ZN4dBgW10DetectClsnER12dBgCh_SphCrr	mangled	one main-only spelling of the same kind	-	-	_ZN16MeshColliderBase10DetectClsnER10SphereClsn	_ZN4dBgW10DetectClsnER12dBgCh_SphCrr	2	port/hal/meshcolliderbase_vtable.cpp;port/slice_gate16.txt
arm9	0x02039478	_ZN16MeshColliderBase10DetectClsnER11RaycastLine	_ZN4dBgW10DetectClsnER9dBgCh_Lin	mangled	one main-only spelling of the same kind	-	-	_ZN16MeshColliderBase10DetectClsnER11RaycastLine	_ZN4dBgW10DetectClsnER9dBgCh_Lin	2	port/hal/meshcolliderbase_vtable.cpp;port/slice_gate16.txt
arm9	0x02039480	_ZN16MeshColliderBase10DetectClsnER13RaycastGround	_ZN4dBgW10DetectClsnER9dBgCh_Gnd	mangled	one main-only spelling of the same kind	-	-	_ZN16MeshColliderBase10DetectClsnER13RaycastGround	_ZN4dBgW10DetectClsnER9dBgCh_Gnd	2	port/hal/meshcolliderbase_vtable.cpp;port/slice_gate16.txt
arm9	0x02039488	_ZN4BgCh21ShouldPassThroughImplEPvRK4CLPSRKS_b	_ZN5dBgCh21ShouldPassThroughImplEPvRK4CLPSRKS_b	mangled	one main-only spelling of the same kind	-	-	_ZN4BgCh21ShouldPassThroughImplEPvRK4CLPSRKS_b	_ZN5dBgCh21ShouldPassThroughImplEPvRK4CLPSRKS_b	3	port/slice_gate8.txt;port/unmatched/MeshCollider_DetectClsn_RaycastLine.cpp;port/unmatched/MeshCollider_DetectClsn_Sphere.cpp
arm9	0x02039620	_ZN16MeshColliderBase9Virtual08Ev	_ZN4dBgW9Virtual08Ev	mangled	one main-only spelling of the same kind	-	-	_ZN16MeshColliderBase9Virtual08Ev	_ZN4dBgW9Virtual08Ev	2	port/hal/meshcolliderbase_vtable.cpp;port/slice_gate16.txt
arm9	0x02039658	func_02039658	_ZN4dBgWD2Ev	func	the one main-only spelling at the address	-	-	func_02039658	_ZN4dBgWD2Ev	2	port/hal/meshcollider_dtor_seat.cpp;port/slice_gate16.txt
arm9	0x02039668	_ZN16MeshColliderBaseD0Ev	_ZN4dBgWD0Ev	mangled	one main-only spelling of the same kind	-	-	_ZN16MeshColliderBaseD0Ev	_ZN4dBgWD0Ev	2	port/hal/meshcolliderbase_vtable.cpp;port/slice_gate16.txt
arm9	0x0203968c	_ZN16MeshColliderBaseD2Ev	_ZN4dBgWD1Ev	mangled	one main-only spelling of the same kind	-	-	_ZN16MeshColliderBaseD2Ev	_ZN4dBgWD1Ev	2	port/hal/meshcolliderbase_vtable.cpp;port/slice_gate16.txt
arm9	0x0203969c	_ZN16MeshColliderBaseC2Ev	_ZN4dBgWC2Ev	mangled	one main-only spelling of the same kind	-	-	_ZN16MeshColliderBaseC2Ev	_ZN4dBgWC2Ev	1	port/slice_gate8.txt
arm9	0x020396d8	_ZN12MeshCollider9Virtual08Ev	_ZN7dBgW_Kc9Virtual08Ev	mangled	one main-only spelling of the same kind	-	-	_ZN12MeshCollider9Virtual08Ev	_ZN7dBgW_Kc9Virtual08Ev	1	port/slice_gate8.txt
arm9	0x020396f0	_ZN12MeshCollider7SetFileEP8KCL_FileR10CLPS_Block	_ZN7dBgW_Kc7SetFileEP8KCL_FileR10CLPS_Block	mangled	one main-only spelling of the same kind	-	-	_ZN12MeshCollider7SetFileEP8KCL_FileR10CLPS_Block	_ZN7dBgW_Kc7SetFileEP8KCL_FileR10CLPS_Block	7	port/faces_adjudicated.txt;port/hal/cxx_aliases.cpp;port/hal/cxxname_bridge.cpp;port/slice_gate10.txt;port/slice_gate8.txt;port/tests/smoke_player.cpp;port/tests/walk_window.cpp
arm9	0x02039760	_ZN12MeshCollider17UpdateFileOffsetsER8KCL_File	_ZN7dBgW_Kc17UpdateFileOffsetsER8KCL_File	mangled	one main-only spelling of the same kind	-	-	_ZN12MeshCollider17UpdateFileOffsetsER8KCL_File	_ZN7dBgW_Kc17UpdateFileOffsetsER8KCL_File	3	port/faces_adjudicated.txt;port/hal/level_boot.cpp;port/slice_gate8.txt
arm9	0x020397fc	func_020397fc	_ZN7dBgW_KcD2Ev	func	the one main-only spelling at the address	-	-	func_020397fc	_ZN7dBgW_KcD2Ev	1	port/slice_gate16.txt
arm9	0x0203982c	_ZN12MeshColliderD0Ev	_ZN7dBgW_KcD0Ev	mangled	one main-only spelling of the same kind	-	-	_ZN12MeshColliderD0Ev	_ZN7dBgW_KcD0Ev	2	port/hal/meshcollider_dtor_seat.cpp;port/slice_gate16.txt
arm9	0x02039864	_ZN12MeshColliderD1Ev	_ZN7dBgW_KcD1Ev	mangled	one main-only spelling of the same kind	-	-	_ZN12MeshColliderD1Ev	_ZN7dBgW_KcD1Ev	2	port/hal/meshcollider_dtor_seat.cpp;port/slice_gate16.txt
arm9	0x02039894	_ZN12MeshColliderC1Ev	_ZN7dBgW_KcC1Ev	mangled	one main-only spelling of the same kind	-	-	_ZN12MeshColliderC1Ev	_ZN7dBgW_KcC1Ev	6	port/hal/cxx_aliases.cpp;port/slice_gate10.txt;port/slice_gate8.txt;port/tests/smoke_clsn.cpp;port/tests/smoke_player.cpp;port/tests/walk_window.cpp
arm9	0x020398c8	func_020398c8	_ZN7dBgW_KcC2Ev	func	the one main-only spelling at the address	-	-	func_020398c8	_ZN7dBgW_KcC2Ev	1	port/slice_gate9.txt
arm9	0x02039908	_ZN18MovingMeshCollider11GetVelocityER7Vector3	_ZN10dBgW_KcMbg11GetVelocityER7Vector3	mangled	one main-only spelling of the same kind	-	-	_ZN18MovingMeshCollider11GetVelocityER7Vector3	_ZN10dBgW_KcMbg11GetVelocityER7Vector3	1	port/slice_gate16.txt
arm9	0x02039924	_ZN18MovingMeshCollider14GetAngularVelYEv	_ZN10dBgW_KcMbg14GetAngularVelYEv	mangled	one main-only spelling of the same kind	-	-	_ZN18MovingMeshCollider14GetAngularVelYEv	_ZN10dBgW_KcMbg14GetAngularVelYEv	1	port/slice_gate16.txt
arm9	0x02039930	_ZN18MovingMeshCollider12TransformPosERK7Vector3RS0_	_ZN10dBgW_KcMbg12TransformPosERK7Vector3RS0_	mangled	one main-only spelling of the same kind	-	-	_ZN18MovingMeshCollider12TransformPosERK7Vector3RS0_	_ZN10dBgW_KcMbg12TransformPosERK7Vector3RS0_	1	port/slice_gate16.txt
arm9	0x02039970	_ZN18MovingMeshCollider10DetectClsnER11RaycastLine	_ZN10dBgW_KcMbg10DetectClsnER9dBgCh_Lin	mangled	one main-only spelling of the same kind	-	-	_ZN18MovingMeshCollider10DetectClsnER11RaycastLine	_ZN10dBgW_KcMbg10DetectClsnER9dBgCh_Lin	2	port/hal/mmc_vtable.cpp;port/slice_gate16.txt
arm9	0x02039a3c	_ZN18MovingMeshCollider10DetectClsnER10SphereClsn	_ZN10dBgW_KcMbg10DetectClsnER12dBgCh_SphCrr	mangled	one main-only spelling of the same kind	-	-	_ZN18MovingMeshCollider10DetectClsnER10SphereClsn	_ZN10dBgW_KcMbg10DetectClsnER12dBgCh_SphCrr	2	port/hal/mmc_vtable.cpp;port/slice_gate16.txt
arm9	0x02039cb8	_ZN18MovingMeshCollider10DetectClsnER13RaycastGround	_ZN10dBgW_KcMbg10DetectClsnER9dBgCh_Gnd	mangled	one main-only spelling of the same kind	-	-	_ZN18MovingMeshCollider10DetectClsnER13RaycastGround	_ZN10dBgW_KcMbg10DetectClsnER9dBgCh_Gnd	2	port/hal/mmc_vtable.cpp;port/slice_gate16.txt
arm9	0x02039e60	_ZN18MovingMeshCollider17GetTriangleOriginEsR7Vector3	_ZN10dBgW_KcMbg17GetTriangleOriginEsR7Vector3	mangled	one main-only spelling of the same kind	-	-	_ZN18MovingMeshCollider17GetTriangleOriginEsR7Vector3	_ZN10dBgW_KcMbg17GetTriangleOriginEsR7Vector3	1	port/slice_gate16.txt
arm9	0x02039ec0	_ZN18MovingMeshCollider9GetNormalEsR7Vector3	_ZN10dBgW_KcMbg9GetNormalEsR7Vector3	mangled	one main-only spelling of the same kind	-	-	_ZN18MovingMeshCollider9GetNormalEsR7Vector3	_ZN10dBgW_KcMbg9GetNormalEsR7Vector3	1	port/slice_gate16.txt
arm9	0x02039f20	_ZN18MovingMeshCollider9TransformERK9Matrix4x3s	_ZN10dBgW_KcMbg9TransformERK9Matrix4x3s	mangled	one main-only spelling of the same kind	-	-	_ZN18MovingMeshCollider9TransformERK9Matrix4x3s	_ZN10dBgW_KcMbg9TransformERK9Matrix4x3s	2	port/slice_gate9.txt;port/unmatched/Dorrie_Behavior.cpp
arm9	0x0203a1dc	_ZN18MovingMeshCollider9Virtual08Ev	_ZN10dBgW_KcMbg9Virtual08Ev	mangled	one main-only spelling of the same kind	-	-	_ZN18MovingMeshCollider9Virtual08Ev	_ZN10dBgW_KcMbg9Virtual08Ev	1	port/slice_gate16.txt
arm9	0x0203a1e0	_ZN18MovingMeshCollider7SetFileEP8KCL_FileRK9Matrix4x35Fix12IiEsR10CLPS_Block	_ZN10dBgW_KcMbg7SetFileEP8KCL_FileRK9Matrix4x35Fix12IiEsR10CLPS_Block	mangled	one main-only spelling of the same kind	-	-	_ZN18MovingMeshCollider7SetFileEP8KCL_FileRK9Matrix4x35Fix12IiEsR10CLPS_Block	_ZN10dBgW_KcMbg7SetFileEP8KCL_FileRK9Matrix4x35Fix12IiEsR10CLPS_Block	10	port/hal/actor_class_faces.cpp;port/hal/actor_classes_ov035.cpp;port/hal/actor_classes_ov060.cpp;port/hal/actor_classes_ov065.cpp;port/hal/actor_classes_ov066.cpp;port/hal/actor_faces_bob.cpp;port/slice_gate9.txt;port/unmatched/Bbh_MethodFaces.cpp;port/unmatched/FallBlockWf_InitVeneer.cpp;port/unmatched/MansionSteps_InitResources.c
arm9	0x0203a420	func_0203a420	_ZN10dBgW_KcMbgD2Ev	func	the one main-only spelling at the address	-	-	func_0203a420	_ZN10dBgW_KcMbgD2Ev	1	port/slice_w1l4.txt
arm9	0x0203a444	_ZN18MovingMeshColliderD0Ev	_ZN10dBgW_KcMbgD0Ev	mangled	one main-only spelling of the same kind	-	-	_ZN18MovingMeshColliderD0Ev	_ZN10dBgW_KcMbgD0Ev	3	port/hal/mmc_vtable.cpp;port/hal/w2_emc_seat.cpp;port/slice_gate16.txt
arm9	0x0203a470	_ZN18MovingMeshColliderD1Ev	_ZN10dBgW_KcMbgD1Ev	mangled	one main-only spelling of the same kind	-	-	_ZN18MovingMeshColliderD1Ev	_ZN10dBgW_KcMbgD1Ev	8	port/hal/actor_classes_ccm.cpp;port/hal/actor_classes_jrb.cpp;port/hal/actor_classes_ov012.cpp;port/hal/actor_classes_ov063.cpp;port/hal/actor_classes_ov064_gate178.cpp;port/hal/actor_classes_ov081.cpp;port/slice_gate16.txt;port/tools/aritycheck_receiver_baseline.txt
arm9	0x0203a494	_ZN18MovingMeshColliderC1Ev	_ZN10dBgW_KcMbgC1Ev	mangled	one main-only spelling of the same kind	-	-	_ZN18MovingMeshColliderC1Ev	_ZN10dBgW_KcMbgC1Ev	1	port/slice_gate9.txt
arm9	0x0203a4b8	func_0203a4b8	_ZN10dBgW_KcMbgC2Ev	func	the one main-only spelling at the address	-	-	func_0203a4b8	_ZN10dBgW_KcMbgC2Ev	1	port/slice_w1l4.txt
arm9	0x0203a4dc	_ZN21ExtendingMeshCollider9GetNormalEsR7Vector3	_ZN14dBgW_KcMbgSclY9GetNormalEsR7Vector3	mangled	one main-only spelling of the same kind	-	-	_ZN21ExtendingMeshCollider9GetNormalEsR7Vector3	_ZN14dBgW_KcMbgSclY9GetNormalEsR7Vector3	2	port/hal/w2_emc_seat.cpp;port/slice_w1l4.txt
arm9	0x0203a594	_ZN21ExtendingMeshCollider10DetectClsnER11RaycastLine	_ZN14dBgW_KcMbgSclY10DetectClsnER9dBgCh_Lin	mangled	one main-only spelling of the same kind	-	-	_ZN21ExtendingMeshCollider10DetectClsnER11RaycastLine	_ZN14dBgW_KcMbgSclY10DetectClsnER9dBgCh_Lin	2	port/hal/w2_emc_seat.cpp;port/slice_w1l4.txt
arm9	0x0203a660	_ZN21ExtendingMeshCollider10DetectClsnER10SphereClsn	_ZN14dBgW_KcMbgSclY10DetectClsnER12dBgCh_SphCrr	mangled	one main-only spelling of the same kind	-	-	_ZN21ExtendingMeshCollider10DetectClsnER10SphereClsn	_ZN14dBgW_KcMbgSclY10DetectClsnER12dBgCh_SphCrr	2	port/hal/w2_emc_seat.cpp;port/slice_w1l4.txt
arm9	0x0203a8fc	_ZN21ExtendingMeshCollider10DetectClsnER13RaycastGround	_ZN14dBgW_KcMbgSclY10DetectClsnER9dBgCh_Gnd	mangled	one main-only spelling of the same kind	-	-	_ZN21ExtendingMeshCollider10DetectClsnER13RaycastGround	_ZN14dBgW_KcMbgSclY10DetectClsnER9dBgCh_Gnd	2	port/hal/w2_emc_seat.cpp;port/slice_w1l4.txt
arm9	0x0203aa0c	_ZN21ExtendingMeshCollider9Virtual08Ev	_ZN14dBgW_KcMbgSclY9Virtual08Ev	mangled	one main-only spelling of the same kind	-	-	_ZN21ExtendingMeshCollider9Virtual08Ev	_ZN14dBgW_KcMbgSclY9Virtual08Ev	2	port/hal/w2_emc_seat.cpp;port/slice_w1l4.txt
arm9	0x0203aad8	_ZN21ExtendingMeshCollider9SetScaleYE5Fix12IiE	_ZN14dBgW_KcMbgSclY9SetScaleYE5Fix12IiE	mangled	one main-only spelling of the same kind	-	-	_ZN21ExtendingMeshCollider9SetScaleYE5Fix12IiE	_ZN14dBgW_KcMbgSclY9SetScaleYE5Fix12IiE	1	port/slice_w1l4.txt
arm9	0x0203ab04	_ZN21ExtendingMeshCollider7SetFileEP8KCL_FileRK9Matrix4x35Fix12IiEsR10CLPS_Block	_ZN14dBgW_KcMbgSclY7SetFileEP8KCL_FileRK9Matrix4x35Fix12IiEsR10CLPS_Block	mangled	one main-only spelling of the same kind	-	-	_ZN21ExtendingMeshCollider7SetFileEP8KCL_FileRK9Matrix4x35Fix12IiEsR10CLPS_Block	_ZN14dBgW_KcMbgSclY7SetFileEP8KCL_FileRK9Matrix4x35Fix12IiEsR10CLPS_Block	1	port/slice_w1l4.txt
arm9	0x0203ab3c	_ZN21ExtendingMeshColliderD0Ev	_ZN14dBgW_KcMbgSclYD0Ev	mangled	one main-only spelling of the same kind	-	-	_ZN21ExtendingMeshColliderD0Ev	_ZN14dBgW_KcMbgSclYD0Ev	2	port/hal/w2_emc_seat.cpp;port/slice_w1l4.txt
arm9	0x0203ab68	_ZN21ExtendingMeshColliderD1Ev	_ZN14dBgW_KcMbgSclYD1Ev	mangled	one main-only spelling of the same kind	-	-	_ZN21ExtendingMeshColliderD1Ev	_ZN14dBgW_KcMbgSclYD1Ev	4	port/hal/actor_classes_ov045.cpp;port/hal/dtor_faces_cpp.cpp;port/hal/w2_emc_seat.cpp;port/slice_w1l4.txt
