module	address	old_name	new_name	kind	basis	rom_rtti	danger_old_still_live_on_main	port_at_address	main_at_address	n_files	port_files
arm9	0x02005418	func_02005418	_ZN9BootScene8BehaviorEv	func	the one main-only spelling at the address	-	-	func_02005418	_ZN9BootScene8BehaviorEv	6	port/arm9_frontier.txt;port/hal/auto_bss.cpp;port/hal/scene_boot.cpp;port/hal/scene_link100_boot.cpp;port/slice_gate218.txt;port/tools/inferred_stub_adjudicated.txt
arm9	0x02005a58	func_02005a58	_ZN9BootScene13InitResourcesEv	func	the one main-only spelling at the address	-	-	func_02005a58	_ZN9BootScene13InitResourcesEv	8	port/arm9_frontier.txt;port/hal/scene_link100_boot.cpp;port/hal/star_flow.cpp;port/slice_gate218.txt;port/slice_gate225.txt;port/tools/inferred_stub_adjudicated.txt;port/tools/romdata.py;port/tools/scene_bootpair_proof.py
arm9	0x02005d94	_ZN8CapEnemy12Unk_02005d94Ev	_ZN11dCapEnemy_c12Unk_02005d94Ev	mangled	one main-only spelling of the same kind	-	-	_ZN8CapEnemy12Unk_02005d94Ev	_ZN11dCapEnemy_c12Unk_02005d94Ev	4	port/faces_adjudicated.txt;port/hal/bob_enemy_bridges.cpp;port/slice_gate32.txt;port/unmatched/Boo_Behavior.c
arm9	0x02005f0c	_ZN8CapEnemy21DestroyIfCapNotNeededEv	_ZN11dCapEnemy_c21DestroyIfCapNotNeededEv	mangled	one main-only spelling of the same kind	-	-	_ZN8CapEnemy21DestroyIfCapNotNeededEv	_ZN11dCapEnemy_c21DestroyIfCapNotNeededEv	5	port/faces_adjudicated.txt;port/hal/bob_enemy_bridges.cpp;port/slice_gate32.txt;port/tools/aritycheck_receiver_baseline.txt;port/unmatched/Boo_InitResources.c
arm9	0x02005fa0	_ZN8CapEnemy11GetCapStateEv	_ZN11dCapEnemy_c11GetCapStateEv	mangled	one main-only spelling of the same kind	-	-	_ZN8CapEnemy11GetCapStateEv	_ZN11dCapEnemy_c11GetCapStateEv	4	port/faces_adjudicated.txt;port/hal/bob_enemy_shadow_faces.cpp;port/slice_gate32.txt;port/unmatched/Boo_Behavior.c
arm9	0x02006054	_ZN8CapEnemy15RespawnIfHasCapEv	_ZN11dCapEnemy_c15RespawnIfHasCapEv	mangled	one main-only spelling of the same kind	-	-	_ZN8CapEnemy15RespawnIfHasCapEv	_ZN11dCapEnemy_c15RespawnIfHasCapEv	4	port/faces_adjudicated.txt;port/hal/bob_enemy_bridges.cpp;port/slice_gate32.txt;port/unmatched/Boo_Behavior.c
arm9	0x020060f4	_ZN8CapEnemy16GetCapEatenOffItERK7Vector3	_ZN11dCapEnemy_c16GetCapEatenOffItERK7Vector3	mangled	one main-only spelling of the same kind	-	-	_ZN8CapEnemy16GetCapEatenOffItERK7Vector3	_ZN11dCapEnemy_c16GetCapEatenOffItERK7Vector3	2	port/slice_gate32.txt;port/unmatched/Boo_Behavior.c
arm9	0x020061b0	_ZN8CapEnemy10ReleaseCapERK7Vector3	_ZN11dCapEnemy_c10ReleaseCapERK7Vector3	mangled	one main-only spelling of the same kind	-	-	_ZN8CapEnemy10ReleaseCapERK7Vector3	_ZN11dCapEnemy_c10ReleaseCapERK7Vector3	2	port/hal/actor_classes_ov063.cpp;port/slice_gate32.txt
arm9	0x02006280	_ZN8CapEnemy14RenderCapModelEPK7Vector3	_ZN11dCapEnemy_c14RenderCapModelEPK7Vector3	mangled	one main-only spelling of the same kind	-	-	_ZN8CapEnemy14RenderCapModelEPK7Vector3	_ZN11dCapEnemy_c14RenderCapModelEPK7Vector3	5	port/faces_adjudicated.txt;port/hal/bob_enemy_bridges.cpp;port/slice_gate32.txt;port/unmatched/BobEnemy_Renders.cpp;port/unmatched/ModelAnim_Renders.cpp
arm9	0x020062b8	_ZN8CapEnemy12UpdateCapPosERK7Vector3RK10Vector3_16	_ZN11dCapEnemy_c12UpdateCapPosERK7Vector3RK10Vector3_16	mangled	one main-only spelling of the same kind	-	-	_ZN8CapEnemy12UpdateCapPosERK7Vector3RK10Vector3_16	_ZN11dCapEnemy_c12UpdateCapPosERK7Vector3RK10Vector3_16	5	port/faces_adjudicated.txt;port/hal/actor_classes_ov063.cpp;port/slice_gate32.txt;port/slice_w5a.txt;port/unmatched/Boo_RenderUpdate.c
arm9	0x020063b0	_ZN8CapEnemy6AddCapEj	_ZN11dCapEnemy_c6AddCapEj	mangled	one main-only spelling of the same kind	-	-	_ZN8CapEnemy6AddCapEj	_ZN11dCapEnemy_c6AddCapEj	3	port/slice_gate32.txt;port/tools/aritycheck_receiver_baseline.txt;port/unmatched/Boo_InitResources.c
arm9	0x020064e0	_ZN8CapEnemy14UnloadCapModelEv	_ZN11dCapEnemy_c14UnloadCapModelEv	mangled	one main-only spelling of the same kind	-	-	_ZN8CapEnemy14UnloadCapModelEv	_ZN11dCapEnemy_c14UnloadCapModelEv	1	port/slice_gate32.txt
arm9	0x0200651c	_ZN8CapEnemyD2Ev	_ZN11dCapEnemy_cD1Ev	mangled	one main-only spelling of the same kind	-	-	_ZN8CapEnemyD2Ev	_ZN11dCapEnemy_cD1Ev	4	port/CMakeLists.txt;port/hal/actor_base_tables_ov002.cpp;port/slice_gate32.txt;port/slice_w1l1.txt
arm9	0x02006554	_ZN8CapEnemyC2Ev	_ZN11dCapEnemy_cC2Ev	mangled	one main-only spelling of the same kind	-	-	_ZN8CapEnemyC2Ev	_ZN11dCapEnemy_cC2Ev	1	port/slice_gate32.txt
arm9	0x020072c0	func_020072c0	_ZN7Vector3D1Ev	func	the one main-only spelling at the address	-	-	func_020072c0	_ZN7Vector3D1Ev	13	port/hal/actor_classes.cpp;port/hal/actor_classes_ov034.cpp;port/hal/actor_classes_ov073.cpp;port/hal/cxx_aliases.cpp;port/slice_gate10.txt;port/slice_gate142.txt;port/slice_gate21.txt;port/slice_w6f.txt;port/unmatched/ChainChomp_Spawn_hostcopy.cpp;port/unmatched/Ov002_ModelAnimD0_020f6778.cpp;port/unmatched/Player_CleanupResources.cpp;port/unmatched/Player_InitResources.cpp;port/unmatched/UnchainedChomp_Behavior.cpp
arm9	0x0200d184	_ZN6Camera10LookAtExitER5Actor	_ZN6Camera10LookAtExitER8dActor_c	mangled	one main-only spelling of the same kind	-	-	_ZN6Camera10LookAtExitER5Actor	_ZN6Camera10LookAtExitER8dActor_c	4	port/faces_adjudicated.txt;port/hal/cxx_aliases.cpp;port/hal/door_ring_faces.cpp;port/slice_gate20.txt
arm9	0x0200e444	_ZN6CameraC1Ev	dCamera_c_classInit	mangled	the one main-only spelling at the address	-	-	_ZN6CameraC1Ev	dCamera_c_classInit	3	port/hal/actor_registry.cpp;port/hal/camera_bridges.cpp;port/slice_gate13.txt
arm9	0x0200f658	_ZN5Actor17DetectRaycastClsnER7Vector3S1_b	_ZN8dActor_c17DetectRaycastClsnER7Vector3S1_b	mangled	one main-only spelling of the same kind	-	-	_ZN5Actor17DetectRaycastClsnER7Vector3S1_b	_ZN8dActor_c17DetectRaycastClsnER7Vector3S1_b	3	port/slice_gate176.txt;port/unmatched/BabyPenguin_LandTransition.cpp;port/unmatched/MrI_StateMains.cpp
arm9	0x0200f70c	_ZN5Actor22IsTooFarAwayFromPlayerE5Fix12IiE	_ZN8dActor_c22IsTooFarAwayFromPlayerE5Fix12IiE	mangled	one main-only spelling of the same kind	-	-	_ZN5Actor22IsTooFarAwayFromPlayerE5Fix12IiE	_ZN8dActor_c22IsTooFarAwayFromPlayerE5Fix12IiE	3	port/slice_gate32.txt;port/unmatched/Ov064Gate178_States.cpp;port/unmatched/Ukiki_Behavior.cpp
arm9	0x0200f7a8	_ZN5Actor19MakeVanishLuigiWorkER12CylinderClsn	_ZN8dActor_c19MakeVanishLuigiWorkER5dCc_c	mangled	one main-only spelling of the same kind	-	-	_ZN5Actor19MakeVanishLuigiWorkER12CylinderClsn	_ZN8dActor_c19MakeVanishLuigiWorkER5dCc_c	5	port/CMakeLists.txt;port/slice_gate208.txt;port/slice_gate32.txt;port/unmatched/MontyMole_StateDispatch.cpp;port/unmatched/PiranhaPlant_States.cpp
arm9	0x0200f874	_ZN5Sound20PlaySmallSecretSoundEP5ActorPt	_ZN5Sound20PlaySmallSecretSoundEP8dActor_cPt	mangled	one main-only spelling of the same kind	-	-	_ZN5Sound20PlaySmallSecretSoundEP5ActorPt	_ZN5Sound20PlaySmallSecretSoundEP8dActor_cPt	2	port/slice_gate41.txt;port/unmatched/SoundObject_Behavior.cpp
arm9	0x0200f8f8	_ZN5Sound15PlaySecretSoundEP5ActorPt	_ZN5Sound15PlaySecretSoundEP8dActor_cPt	mangled	one main-only spelling of the same kind	-	-	_ZN5Sound15PlaySecretSoundEP5ActorPt	_ZN5Sound15PlaySecretSoundEP8dActor_cPt	3	port/slice_gate32.txt;port/tools/aritycheck_receiver_baseline.txt;port/unmatched/SoundObject_Behavior.cpp
arm9	0x0200f97c	_ZN5Actor13SpawnSoundObjEj	_ZN8dActor_c13SpawnSoundObjEj	mangled	one main-only spelling of the same kind	-	-	_ZN5Actor13SpawnSoundObjEj	_ZN8dActor_c13SpawnSoundObjEj	6	port/CMakeLists.txt;port/faces_adjudicated.txt;port/hal/cxx_aliases.cpp;port/hal/method_faces.cpp;port/slice_gate10.txt;port/unmatched/Ov064_TreasureChest.cpp
arm9	0x0200f9b8	_ZN5Actor24KillAndTrackInDeathTableEv	_ZN8dActor_c24KillAndTrackInDeathTableEv	mangled	one main-only spelling of the same kind	-	-	_ZN5Actor24KillAndTrackInDeathTableEv	_ZN8dActor_c24KillAndTrackInDeathTableEv	10	port/CMakeLists.txt;port/faces_adjudicated.txt;port/hal/method_faces.cpp;port/slice_gate16.txt;port/tools/aritycheck_receiver_baseline.txt;port/unmatched/Boo_Behavior.c;port/unmatched/MrI_StateMains.cpp;port/unmatched/PowerStar_KingGuards.cpp;port/unmatched/Skeeter_HostSites.cpp;port/unmatched/StarMarker_SpawnDispatch.cpp
arm9	0x0200f9d4	_ZN5Actor19UntrackInDeathTableEv	_ZN8dActor_c19UntrackInDeathTableEv	mangled	one main-only spelling of the same kind	-	-	_ZN5Actor19UntrackInDeathTableEv	_ZN8dActor_c19UntrackInDeathTableEv	3	port/faces_adjudicated.txt;port/hal/bob_enemy_shadow_faces.cpp;port/slice_gate32.txt
arm9	0x0200f9e4	_ZN5Actor17TrackInDeathTableEv	_ZN8dActor_c17TrackInDeathTableEv	mangled	one main-only spelling of the same kind	-	-	_ZN5Actor17TrackInDeathTableEv	_ZN8dActor_c17TrackInDeathTableEv	5	port/faces_adjudicated.txt;port/hal/actor_class_faces.cpp;port/slice_gate16.txt;port/tools/facegen.py;port/tools/faces_adjudicate.py
arm9	0x0200f9f4	_ZN5Actor18GetBitInDeathTableEv	_ZN8dActor_c18GetBitInDeathTableEv	mangled	one main-only spelling of the same kind	-	-	_ZN5Actor18GetBitInDeathTableEv	_ZN8dActor_c18GetBitInDeathTableEv	4	port/faces_adjudicated.txt;port/hal/method_faces.cpp;port/slice_gate14.txt;port/unmatched/StarMarker_SpawnDispatch.cpp
arm9	0x0200fac4	_ZN5Actor13LandingDustAtER7Vector3b	_ZN8dActor_c13LandingDustAtER7Vector3b	mangled	one main-only spelling of the same kind	-	-	_ZN5Actor13LandingDustAtER7Vector3b	_ZN8dActor_c13LandingDustAtER7Vector3b	1	port/slice_gate32.txt
arm9	0x0200fb4c	_ZN5Actor15HugeLandingDustEb	_ZN8dActor_c15HugeLandingDustEb	mangled	one main-only spelling of the same kind	-	-	_ZN5Actor15HugeLandingDustEb	_ZN8dActor_c15HugeLandingDustEb	3	port/hal/bob_enemy_shadow_faces.cpp;port/slice_gate32.txt;port/unmatched/UnchainedChomp_Behavior.cpp
arm9	0x0200fb84	_ZN5Actor17HugeLandingDustAtER7Vector3b	_ZN8dActor_c17HugeLandingDustAtER7Vector3b	mangled	one main-only spelling of the same kind	-	-	_ZN5Actor17HugeLandingDustAtER7Vector3b	_ZN8dActor_c17HugeLandingDustAtER7Vector3b	2	port/slice_gate10.txt;port/unmatched/Ov073_State.cpp
arm9	0x0200fc0c	_ZN5Actor11LandingDustEb	_ZN8dActor_c11LandingDustEb	mangled	one main-only spelling of the same kind	-	-	_ZN5Actor11LandingDustEb	_ZN8dActor_c11LandingDustEb	4	port/hal/actor_classes_ov034.cpp;port/hal/bob_enemy_shadow_faces.cpp;port/slice_gate10.txt;port/slice_gate32.txt
arm9	0x0200fd04	_ZN5Actor19DisappearPoofDustAtERK7Vector3	_ZN8dActor_c19DisappearPoofDustAtERK7Vector3	mangled	one main-only spelling of the same kind	-	-	_ZN5Actor19DisappearPoofDustAtERK7Vector3	_ZN8dActor_c19DisappearPoofDustAtERK7Vector3	1	port/slice_gate16.txt
arm9	0x0200fd40	_ZN5Actor13SmallPoofDustEv	_ZN8dActor_c13SmallPoofDustEv	mangled	one main-only spelling of the same kind	-	-	_ZN5Actor13SmallPoofDustEv	_ZN8dActor_c13SmallPoofDustEv	4	port/hal/ov070_shadow_faces.cpp;port/slice_gate32.txt;port/slice_gate33.txt;port/unmatched/WaterfallMist_Behavior_HostSites.cpp
arm9	0x0200fd74	_ZN5Actor16TriplePoofDustAtERK7Vector3	_ZN8dActor_c16TriplePoofDustAtERK7Vector3	mangled	one main-only spelling of the same kind	-	-	_ZN5Actor16TriplePoofDustAtERK7Vector3	_ZN8dActor_c16TriplePoofDustAtERK7Vector3	1	port/slice_gate21.txt
arm9	0x0200fdc8	_ZN5Actor14TriplePoofDustEv	_ZN8dActor_c14TriplePoofDustEv	mangled	one main-only spelling of the same kind	-	-	_ZN5Actor14TriplePoofDustEv	_ZN8dActor_c14TriplePoofDustEv	1	port/slice_gate21.txt
arm9	0x0200fdfc	_ZN5Actor10PoofDustAtERK7Vector3	_ZN8dActor_c10PoofDustAtERK7Vector3	mangled	one main-only spelling of the same kind	-	-	_ZN5Actor10PoofDustAtERK7Vector3	_ZN8dActor_c10PoofDustAtERK7Vector3	5	port/hal/actor_classes_l7.cpp;port/hal/actor_classes_ov034.cpp;port/hal/bob_enemy_shadow_faces.cpp;port/slice_gate32.txt;port/unmatched/MontyMole_1Up.cpp
arm9	0x0200fe3c	_ZN5Actor8PoofDustEv	_ZN8dActor_c8PoofDustEv	mangled	one main-only spelling of the same kind	-	-	_ZN5Actor8PoofDustEv	_ZN8dActor_c8PoofDustEv	7	port/hal/bob_enemy_bridges.cpp;port/slice_gate32.txt;port/tools/aritycheck_receiver_baseline.txt;port/unmatched/Boo_Behavior.c;port/unmatched/MrI_StateMains.cpp;port/unmatched/Ov091_HostSites.cpp;port/unmatched/Skeeter_HostSites.cpp
arm9	0x0200fec8	_ZN5Actor17GetWaterHeightWDWEv	_ZN8dActor_c17GetWaterHeightWDWEv	mangled	one main-only spelling of the same kind	-	-	_ZN5Actor17GetWaterHeightWDWEv	_ZN8dActor_c17GetWaterHeightWDWEv	3	port/CMakeLists.txt;port/slice_ov029.txt;port/unmatched/Ov029_MethodFaces.cpp
arm9	0x0200ff14	_ZN5Actor19UntrackAndSpawnStarERajRK7Vector3j	_ZN8dActor_c19UntrackAndSpawnStarERajRK7Vector3h	mangled	one main-only spelling of the same kind	-	-	_ZN5Actor19UntrackAndSpawnStarERajRK7Vector3j	_ZN8dActor_c19UntrackAndSpawnStarERajRK7Vector3h	6	port/hal/actor_classes_ov034.cpp;port/hal/cxx_aliases.cpp;port/slice_gate32.txt;port/slice_w3c.txt;port/unmatched/MrI_StateMains.cpp;port/unmatched/Ov064_TreasureChest.cpp
arm9	0x0200ff60	_ZN5Actor11UntrackStarERa	_ZN8dActor_c11UntrackStarERa	mangled	one main-only spelling of the same kind	-	-	_ZN5Actor11UntrackStarERa	_ZN8dActor_c11UntrackStarERa	2	port/slice_gate10.txt;port/unmatched/PowerStar_KingGuards.cpp
arm9	0x0200ff94	_ZN5Actor9TrackStarEjj	_ZN8dActor_c9TrackStarEjj	mangled	one main-only spelling of the same kind	-	-	_ZN5Actor9TrackStarEjj	_ZN8dActor_c9TrackStarEjj	5	port/hal/actor_classes_ov066.cpp;port/slice_gate16.txt;port/slice_w5a.txt;port/unmatched/Bbh_MethodFaces.cpp;port/unmatched/RacingPenguin_ShadowFaces.cpp
arm9	0x02010044	_ZN5Actor11SpawnNumberERK7Vector3jbtPS_	_ZN8dActor_c11SpawnNumberERK7Vector3jbtPS_	mangled	one main-only spelling of the same kind	-	-	_ZN5Actor11SpawnNumberERK7Vector3jbtPS_	_ZN8dActor_c11SpawnNumberERK7Vector3jbtPS_	4	port/CMakeLists.txt;port/slice_gate10.txt;port/slice_vspopup.txt;port/unmatched/PowerStar_KingGuards.cpp
arm9	0x020100dc	_ZN5Actor25OnAimedAtWithEggReturnVecEv	_ZN8dActor_c25OnAimedAtWithEggReturnVecEv	mangled	one main-only spelling of the same kind	-	-	_ZN5Actor25OnAimedAtWithEggReturnVecEv	_ZN8dActor_c25OnAimedAtWithEggReturnVecEv	93	port/hal/actor_classes.cpp;port/hal/actor_classes_bbh.cpp;port/hal/actor_classes_bob_enemy.cpp;port/hal/actor_classes_bob_world.cpp;port/hal/actor_classes_bowserpuzzle.cpp;port/hal/actor_classes_ccm.cpp;port/hal/actor_classes_enemy_spawner.cpp;port/hal/actor_classes_flame.cpp;port/hal/actor_classes_flamethrower.cpp;port/hal/actor_classes_hmc.cpp;port/hal/actor_classes_intro.cpp;port/hal/actor_classes_jrb.cpp;port/hal/actor_classes_koopa_chuckya.cpp;port/hal/actor_classes_l7.cpp;port/hal/actor_classes_montymole.cpp;port/hal/actor_classes_montymolerock.cpp;port/hal/actor_classes_ov002_w15.cpp;port/hal/actor_classes_ov002_w17.cpp;port/hal/actor_classes_ov002g200.cpp;port/hal/actor_classes_ov012.cpp;port/hal/actor_classes_ov013.cpp;port/hal/actor_classes_ov017.cpp;port/hal/actor_classes_ov019_w3e.cpp;port/hal/actor_classes_ov022.cpp;port/hal/actor_classes_ov022_w16.cpp;port/hal/actor_classes_ov022_w3e.cpp;port/hal/actor_classes_ov023.cpp;port/hal/actor_classes_ov024.cpp;port/hal/actor_classes_ov025.cpp;port/hal/actor_classes_ov025_w3e.cpp;port/hal/actor_classes_ov026.cpp;port/hal/actor_classes_ov027.cpp;port/hal/actor_classes_ov029.cpp;port/hal/actor_classes_ov030.cpp;port/hal/actor_classes_ov031_w10.cpp;port/hal/actor_classes_ov032.cpp;port/hal/actor_classes_ov033.cpp;port/hal/actor_classes_ov034.cpp;port/hal/actor_classes_ov035.cpp;port/hal/actor_classes_ov036.cpp;port/hal/actor_classes_ov043.cpp;port/hal/actor_classes_ov044.cpp;port/hal/actor_classes_ov045.cpp;port/hal/actor_classes_ov047.cpp;port/hal/actor_classes_ov052.cpp;port/hal/actor_classes_ov055.cpp;port/hal/actor_classes_ov056.cpp;port/hal/actor_classes_ov058.cpp;port/hal/actor_classes_ov060.cpp;port/hal/actor_classes_ov063.cpp;port/hal/actor_classes_ov064.cpp;port/hal/actor_classes_ov064_gate178.cpp;port/hal/actor_classes_ov064_w12.cpp;port/hal/actor_classes_ov064_w3c.cpp;port/hal/actor_classes_ov064_w9.cpp;port/hal/actor_classes_ov065.cpp;port/hal/actor_classes_ov066.cpp;port/hal/actor_classes_ov070.cpp;port/hal/actor_classes_ov071.cpp;port/hal/actor_classes_ov072.cpp;port/hal/actor_classes_ov073.cpp;port/hal/actor_classes_ov074.cpp;port/hal/actor_classes_ov077.cpp;port/hal/actor_classes_ov081.cpp;port/hal/actor_classes_ov085.cpp;port/hal/actor_classes_ov089.cpp;port/hal/actor_classes_ov090.cpp;port/hal/actor_classes_ov091.cpp;port/hal/actor_classes_ov092.cpp;port/hal/actor_classes_ov094.cpp;port/hal/actor_classes_ov096.cpp;port/hal/actor_classes_ov100pl.cpp;port/hal/actor_classes_painting.cpp;port/hal/actor_classes_question_switch.cpp;port/hal/actor_classes_runtime_spawns.cpp;port/hal/actor_classes_scuttlebug.cpp;port/hal/actor_classes_star.cpp;port/hal/actor_classes_updownlift.cpp;port/hal/actor_classes_vspopup.cpp;port/hal/actor_classes_wf.cpp;port/hal/actor_classes_wf_enemy.cpp;port/hal/actor_slot30_seat.cpp;port/ov017_syms.txt;port/ov023_syms.txt;port/ov024_syms.txt;port/ov025_syms.txt;port/ov032_syms.txt;port/ov033_syms.txt;port/ov035_syms.txt;port/ov056_syms.txt;port/ov058_syms.txt;port/ov094_syms.txt;port/slice_gate50.txt
arm9	0x02010124	_ZN5Actor16OnAimedAtWithEggEv	_ZN8dActor_c16OnAimedAtWithEggEv	mangled	one main-only spelling of the same kind	-	-	_ZN5Actor16OnAimedAtWithEggEv	_ZN8dActor_c16OnAimedAtWithEggEv	91	port/hal/actor_base_tables_ov002.cpp;port/hal/actor_classes.cpp;port/hal/actor_classes_bbh.cpp;port/hal/actor_classes_bob_enemy.cpp;port/hal/actor_classes_bob_world.cpp;port/hal/actor_classes_bowserpuzzle.cpp;port/hal/actor_classes_ccm.cpp;port/hal/actor_classes_enemy_spawner.cpp;port/hal/actor_classes_flame.cpp;port/hal/actor_classes_flamethrower.cpp;port/hal/actor_classes_hmc.cpp;port/hal/actor_classes_intro.cpp;port/hal/actor_classes_jrb.cpp;port/hal/actor_classes_koopa_chuckya.cpp;port/hal/actor_classes_l7.cpp;port/hal/actor_classes_montymolerock.cpp;port/hal/actor_classes_ov002_w15.cpp;port/hal/actor_classes_ov002_w17.cpp;port/hal/actor_classes_ov002g200.cpp;port/hal/actor_classes_ov012.cpp;port/hal/actor_classes_ov013.cpp;port/hal/actor_classes_ov017.cpp;port/hal/actor_classes_ov019_w3e.cpp;port/hal/actor_classes_ov022.cpp;port/hal/actor_classes_ov022_w16.cpp;port/hal/actor_classes_ov022_w3e.cpp;port/hal/actor_classes_ov023.cpp;port/hal/actor_classes_ov024.cpp;port/hal/actor_classes_ov025.cpp;port/hal/actor_classes_ov025_w3e.cpp;port/hal/actor_classes_ov026.cpp;port/hal/actor_classes_ov027.cpp;port/hal/actor_classes_ov029.cpp;port/hal/actor_classes_ov030.cpp;port/hal/actor_classes_ov031_w10.cpp;port/hal/actor_classes_ov032.cpp;port/hal/actor_classes_ov033.cpp;port/hal/actor_classes_ov034.cpp;port/hal/actor_classes_ov035.cpp;port/hal/actor_classes_ov036.cpp;port/hal/actor_classes_ov043.cpp;port/hal/actor_classes_ov044.cpp;port/hal/actor_classes_ov045.cpp;port/hal/actor_classes_ov047.cpp;port/hal/actor_classes_ov052.cpp;port/hal/actor_classes_ov055.cpp;port/hal/actor_classes_ov056.cpp;port/hal/actor_classes_ov058.cpp;port/hal/actor_classes_ov060.cpp;port/hal/actor_classes_ov063.cpp;port/hal/actor_classes_ov064.cpp;port/hal/actor_classes_ov064_gate178.cpp;port/hal/actor_classes_ov064_w12.cpp;port/hal/actor_classes_ov064_w3c.cpp;port/hal/actor_classes_ov064_w9.cpp;port/hal/actor_classes_ov065.cpp;port/hal/actor_classes_ov070.cpp;port/hal/actor_classes_ov071.cpp;port/hal/actor_classes_ov072.cpp;port/hal/actor_classes_ov073.cpp;port/hal/actor_classes_ov074.cpp;port/hal/actor_classes_ov077.cpp;port/hal/actor_classes_ov081.cpp;port/hal/actor_classes_ov085.cpp;port/hal/actor_classes_ov089.cpp;port/hal/actor_classes_ov090.cpp;port/hal/actor_classes_ov091.cpp;port/hal/actor_classes_ov092.cpp;port/hal/actor_classes_ov094.cpp;port/hal/actor_classes_ov096.cpp;port/hal/actor_classes_ov100pl.cpp;port/hal/actor_classes_ov_link100.cpp;port/hal/actor_classes_painting.cpp;port/hal/actor_classes_question_switch.cpp;port/hal/actor_classes_runtime_spawns.cpp;port/hal/actor_classes_star.cpp;port/hal/actor_classes_updownlift.cpp;port/hal/actor_classes_vspopup.cpp;port/hal/actor_classes_wf.cpp;port/hal/actor_classes_wf_enemy.cpp;port/hal/level_boot.cpp;port/ov017_syms.txt;port/ov023_syms.txt;port/ov024_syms.txt;port/ov025_syms.txt;port/ov032_syms.txt;port/ov033_syms.txt;port/ov035_syms.txt;port/ov056_syms.txt;port/ov058_syms.txt;port/slice_gate50.txt
arm9	0x0201012c	_ZN5Actor19OnHitFromUnderneathERS_	_ZN8dActor_c19OnHitFromUnderneathERS_	mangled	one main-only spelling of the same kind	-	-	_ZN5Actor19OnHitFromUnderneathERS_	_ZN8dActor_c19OnHitFromUnderneathERS_	84	port/hal/actor_base_tables_ov002.cpp;port/hal/actor_classes.cpp;port/hal/actor_classes_bbh.cpp;port/hal/actor_classes_bob_enemy.cpp;port/hal/actor_classes_bob_world.cpp;port/hal/actor_classes_bowserpuzzle.cpp;port/hal/actor_classes_ccm.cpp;port/hal/actor_classes_enemy_spawner.cpp;port/hal/actor_classes_flame.cpp;port/hal/actor_classes_flamethrower.cpp;port/hal/actor_classes_intro.cpp;port/hal/actor_classes_jrb.cpp;port/hal/actor_classes_koopa_chuckya.cpp;port/hal/actor_classes_l7.cpp;port/hal/actor_classes_montymole.cpp;port/hal/actor_classes_montymolerock.cpp;port/hal/actor_classes_ov002_w15.cpp;port/hal/actor_classes_ov002_w17.cpp;port/hal/actor_classes_ov002g200.cpp;port/hal/actor_classes_ov012.cpp;port/hal/actor_classes_ov013.cpp;port/hal/actor_classes_ov017.cpp;port/hal/actor_classes_ov019_w3e.cpp;port/hal/actor_classes_ov022.cpp;port/hal/actor_classes_ov022_w16.cpp;port/hal/actor_classes_ov022_w3e.cpp;port/hal/actor_classes_ov023.cpp;port/hal/actor_classes_ov024.cpp;port/hal/actor_classes_ov025.cpp;port/hal/actor_classes_ov025_w3e.cpp;port/hal/actor_classes_ov026.cpp;port/hal/actor_classes_ov027.cpp;port/hal/actor_classes_ov029.cpp;port/hal/actor_classes_ov030.cpp;port/hal/actor_classes_ov031_w10.cpp;port/hal/actor_classes_ov032.cpp;port/hal/actor_classes_ov033.cpp;port/hal/actor_classes_ov034.cpp;port/hal/actor_classes_ov035.cpp;port/hal/actor_classes_ov036.cpp;port/hal/actor_classes_ov043.cpp;port/hal/actor_classes_ov044.cpp;port/hal/actor_classes_ov045.cpp;port/hal/actor_classes_ov047.cpp;port/hal/actor_classes_ov052.cpp;port/hal/actor_classes_ov055.cpp;port/hal/actor_classes_ov056.cpp;port/hal/actor_classes_ov058.cpp;port/hal/actor_classes_ov060.cpp;port/hal/actor_classes_ov063.cpp;port/hal/actor_classes_ov064.cpp;port/hal/actor_classes_ov064_gate178.cpp;port/hal/actor_classes_ov064_w12.cpp;port/hal/actor_classes_ov064_w3c.cpp;port/hal/actor_classes_ov064_w9.cpp;port/hal/actor_classes_ov065.cpp;port/hal/actor_classes_ov066.cpp;port/hal/actor_classes_ov070.cpp;port/hal/actor_classes_ov071.cpp;port/hal/actor_classes_ov072.cpp;port/hal/actor_classes_ov073.cpp;port/hal/actor_classes_ov074.cpp;port/hal/actor_classes_ov077.cpp;port/hal/actor_classes_ov081.cpp;port/hal/actor_classes_ov085.cpp;port/hal/actor_classes_ov089.cpp;port/hal/actor_classes_ov090.cpp;port/hal/actor_classes_ov091.cpp;port/hal/actor_classes_ov092.cpp;port/hal/actor_classes_ov094.cpp;port/hal/actor_classes_ov096.cpp;port/hal/actor_classes_ov100pl.cpp;port/hal/actor_classes_ov_link100.cpp;port/hal/actor_classes_painting.cpp;port/hal/actor_classes_question_switch.cpp;port/hal/actor_classes_runtime_spawns.cpp;port/hal/actor_classes_scuttlebug.cpp;port/hal/actor_classes_star.cpp;port/hal/actor_classes_updownlift.cpp;port/hal/actor_classes_vspopup.cpp;port/hal/actor_classes_wf.cpp;port/hal/actor_classes_wf_enemy.cpp;port/hal/level_boot.cpp;port/slice_gate32.txt
