path	tier	module	rtti_class	class_names	evidence	funcs_in_file	cpp_marker	has_header	extern_ZTV	blockers
src/ARMMathLoadState.c	PURE-C	arm9				1		None		-
src/ARMMathSaveState.c	PURE-C	arm9				1		None		-
src/ARMProcessorMode.c	PURE-C	arm9				1		None		-
src/ARMRestoreContext.c	PURE-C	arm9				1		None		-
src/ARMSaveContext.c	PURE-C	arm9				1		None		-
src/AddSpikeBomb.c	PURE-C	arm9				1		None		-
src/AddVec3.c	PURE-C	arm9				1		None		-
src/daSetSE_c_Spawn.c	WEAK-refs-only	ov002				1		None		-
src/daBrq_c_classInit.c	WEAK-refs-only	ov070				1		None		-
src/AngleDiff.c	PURE-C	arm9				1		None		-
src/ApproachAngle.c	PURE-C	arm9				1		None		-
src/daObjRc_Guruguru_c_classInit.c	WEAK-refs-only	ov036				1		None		-
src/daObjWc_Obj02_c_classInit.c	WEAK-refs-only	ov029				1		None		-
src/ArrowPathLift_Spawn.c	WEAK-refs-only	ov091				1		None		-
src/ArrowSignLeft_Spawn.c	WEAK-refs-only	ov098				1		None		-
src/ArrowSignRight_Spawn.c	WEAK-refs-only	ov098				1		None		-
src/AutoloadCallback.c	PURE-C	arm9				1		None		-
src/BabyPenguin_Spawn.c	WEAK-refs-only	ov072				1		None		-
src/daObjC0Water_c_classInit.c	WEAK-refs-only	ov012				1		None		-
src/BigBrickBlock_Spawn.c	WEAK-refs-only	ov002				1		None		-
src/BigBully_Spawn.c	S1-stores-rom-vptr	ov064			stores _ZTV8BigBully	1		None	_ZTV8BigBully	-
src/BigMovingIceBlock_Spawn.c	WEAK-refs-only	ov056				1		None		-
src/BigMrI_Spawn.c	WEAK-refs-only	ov071				1		None		-
src/daObjBkKillerdai_c_classInit.c	S1-stores-rom-vptr	ov079			stores _ZTV11BillBlaster	1		None	_ZTV11BillBlaster	-
src/Bird_Spawn.c	WEAK-refs-only	ov009				1		None		-
src/BitUnPack.c	PURE-C					0		None		not-in-delinks
src/BlackBrickBlock_Spawn.c	WEAK-refs-only	ov002				1		None		-
src/daObjBC_Switch_c_classInit.c	S1-stores-rom-vptr	ov002			stores _ZTV16daObjBC_Switch_c	1		None	_ZTV16daObjBC_Switch_c	-
src/BlueCoin_Spawn.c	WEAK-refs-only	ov002				1		None		-
src/BlueFlame_Spawn.c	WEAK-refs-only	ov002				1		None		-
src/BobOmbBuddy_Spawn.c	WEAK-refs-only	ov084				1		None		-
src/BobOmb_Spawn.c	WEAK-refs-only	ov102				1		None		-
src/daBookGen_c_classInit.c	WEAK-refs-only	ov020				1		None		-
src/BookShot_Spawn.c	WEAK-refs-only	ov020				1		None		-
src/BookSwitch_Spawn.c	PURE-C	ov016				1		None		-
src/Bookend_Spawn.c	WEAK-refs-only	ov020				1		None		-
src/BowserFireSeaArena_Spawn.c	WEAK-refs-only	ov060				1		None		-
src/BowserFire_Spawn.c	WEAK-refs-only	ov060				1		None		-
src/daObjFl_Coin_c_classInit.c	S1-stores-rom-vptr	ov064			stores _ZTV19BowserPuzzleManager	1		None	_ZTV19BowserPuzzleManager	-
src/daObjFl_Puzzle_c_classInit.c	WEAK-refs-only	ov064				1		None		-
src/BowserShockwaves_Spawn.c	WEAK-refs-only	ov060				1		None		-
src/daObjWlKoopaShutter_c_classInit.c	S1-stores-rom-vptr	ov026			stores _ZTV13BowserShutter	1		None	_ZTV13BowserShutter	-
src/BowserSkyPlatform_Spawn.c	S1-stores-rom-vptr	ov060			stores _ZTV17BowserSkyPlatform	1		None	_ZTV17BowserSkyPlatform	-
src/BowserTail_Spawn.c	WEAK-refs-only	ov060				1		None		-
src/Bowser_Spawn.c	WEAK-refs-only	ov060				1		None		-
src/BrickBlockSwitchActivated_Spawn.c	WEAK-refs-only	ov002				1		None		-
src/BrickBlock_Spawn.c	WEAK-refs-only	ov002				1		None		-
src/BulletBill_Spawn.c	WEAK-refs-only	ov079				1		None		-
src/Bullet_Spawn.c	WEAK-refs-only	ov002				1		None		-
src/Bully_Spawn.c	S1-stores-rom-vptr	ov064			stores _ZTV5Bully	1		None	_ZTV5Bully	-
src/Butterfly_Spawn.c	WEAK-refs-only	ov100				1		None		-
src/daObjWc_Obj05_c_classInit.c	S1-stores-rom-vptr	ov029			stores _ZTV15daObjWc_Obj05_c	1		None	_ZTV15daObjWc_Obj05_c	-
src/daCamTag_c_Spawn.c	WEAK-refs-only	ov002				1		None		-
src/Camera_UpdateMatrices.c	WEAK-refs-only	ov006				1		None		-
src/CannonHatch_Spawn.c	WEAK-refs-only	ov002				1		None		-
src/CapBlockLuigi_Spawn.c	WEAK-refs-only	ov102				1		None		-
src/CapBlockMario_Spawn.c	WEAK-refs-only	ov102				1		None		-
src/CapBlockWario_Spawn.c	WEAK-refs-only	ov102				1		None		-
src/Cap_Spawn.c	WEAK-refs-only	ov002				1		None		-
src/CastleWater_Spawn.c	WEAK-refs-only	ov009				1		None		-
src/CccArena_Spawn.c	WEAK-refs-only	ov073				1		None		-
src/CccBigIce_Spawn.c	WEAK-refs-only	ov073				1		None		-
src/CccSmallIce_Spawn.c	WEAK-refs-only	ov073				1		None		-
src/CgStairs_Spawn.c	WEAK-refs-only	ov102				1		None		-
src/daObjWanwanShutter_c_classInit.c	WEAK-refs-only	ov014				1		None		-
src/ChangeArea.c	PURE-C	arm9				1		None		-
src/CheepCheep_Spawn.c	WEAK-refs-only	ov090				1		None		-
src/daIDonketu_c_Spawn.c	WEAK-refs-only	ov027				1		None		-
src/Chuckya_Spawn.c	WEAK-refs-only	ov062				1		None		-
src/CleanCommonModelDataArr.c	WEAK-refs-only					0		None		not-in-delinks
src/ClearSpikeBomb.c	PURE-C	arm9				1		None		-
src/ClockPaintingHandLong_Spawn.c	WEAK-refs-only	ov013				1		None		-
src/daObjClockHuriko_c_Spawn.c	S1-stores-rom-vptr	ov013			stores _ZTV18daObjClockHuriko_c	1		None	_ZTV18daObjClockHuriko_c	-
src/Cloud_Spawn.c	WEAK-refs-only	ov039				1		None		-
src/daObjCasket_c_classInit.c	WEAK-refs-only	ov071				1		None		-
src/Coin_Spawn.c	WEAK-refs-only	ov002				1		None		-
src/CollectStar.c	PURE-C	arm9				1		None		-
src/CollectStarInCurLevel.c	PURE-C	arm9				1		None		-
src/CollectStarInLevel.c	PURE-C	arm9				1		None		-
src/Color_Interp.c	PURE-C	ov002				1		None		-
src/ContinueKuppaScriptIfNecessary.c	WEAK-refs-only	arm9				1		None		-
src/Copy32Bytes.c	PURE-C	arm9				1		None		-
src/Copy36Bytes.c	PURE-C	arm9				1		None		-
src/Copy48Bytes.c	PURE-C	arm9				1		None		-
src/Copy48BytesFixed.c	PURE-C	arm9				1		None		-
src/CopyTexPalFromLevelModel.c	WEAK-refs-only	arm9				1		None		-
src/CountStarsCollectedInLevelToDisplay.c	WEAK-refs-only	arm9				1		None		-
src/CpuCopy8.c	PURE-C					0		None		NONMATCHING-draft;not-in-delinks
src/CpuFastSet.c	PURE-C					0		None		not-in-delinks
src/CpuSet.c	PURE-C					0		None		not-in-delinks
src/Crash.c	WEAK-refs-only	arm9				1		None		-
src/CrazedCrate_Spawn.c	WEAK-refs-only	ov080				1		None		-
src/CrossVec3.c	PURE-C	arm9				1		None		-
src/CutsceneObject_Spawn.c	WEAK-refs-only	ov002				1		None		-
src/DMAStartTransfer.c	WEAK-refs-only					0		None		not-in-delinks
src/DMAStartTransferFB.c	WEAK-refs-only					0		None		not-in-delinks
src/DMASyncFillTransfer.c	PURE-C	arm9				1		None		-
src/DMASyncHalfTransfer.c	PURE-C	arm9				1		None		-
src/DMASyncWordTransfer.c	PURE-C	arm9				1		None		-
src/Deallocate.c	WEAK-refs-only	arm9				1		None		-
src/DeathTable_ClearBit.c	PURE-C	arm9				1		None		-
src/DeathTable_GetBit.c	PURE-C	arm9				1		None		-
src/DeathTable_SetBit.c	PURE-C	arm9				1		None		-
src/DecIfAbove0_Byte.c	PURE-C	arm9				1		None		-
src/DecIfAbove0_Short.c	PURE-C	arm9				1		None		-
src/DecompressLZ16.c	PURE-C	arm9				1		None		-
src/daObjKm1_Ukishima_c_classInit.c	S1-stores-rom-vptr	ov043			stores _ZTV11DiamondLift	1		None	_ZTV11DiamondLift	-
src/DisableSoundPlayersForCredits.c	WEAK-refs-only	arm9				1		None		-
src/DisableVramBanks.c	PURE-C	arm9				1		None		-
src/Div.c	PURE-C					0		None		not-in-delinks
src/daObjRc_Tikuwa_c_classInit.c	WEAK-refs-only	ov036				1		None		-
src/Door_Spawn.c	S1-stores-rom-vptr	ov100			stores _ZTV4Door	1		None	_ZTV4Door	-
src/DorrieCap_Spawn.c	WEAK-refs-only	ov065				1		None		-
src/DotVec3.c	PURE-C	arm9				1		None		-
src/Enable3dEngines.c	PURE-C	arm9				1		None		-
src/EnemySpawner_Spawn.c	WEAK-refs-only	ov002				1		None		-
src/EnemySwitchTag_Spawn.c	WEAK-refs-only	ov002				1		None		-
src/EnterBigBoosHaunt.c	PURE-C	arm9				1		None		-
src/Entry.c	WEAK-refs-only	arm9				1		None		-
src/ExclamationBlockVs_Spawn.c	WEAK-refs-only	ov102				1		None		-
src/ExclamationBlock_Spawn.c	WEAK-refs-only	ov102				1		None		-
src/ExclamationSwitch_Spawn.c	WEAK-refs-only	ov002				1		None		-
src/ExitLevel.c	PURE-C	arm9				1		None		-
src/ExitMinigameMenu.c	WEAK-refs-only	arm9				1		None		-
src/daChScene_c_Spawn.c	WEAK-refs-only	ov002				1		None		-
src/daObjKm2_Nobiru_c_classInit.c	WEAK-refs-only	ov045				1		None		-
src/FS_CloseFile.c	PURE-C	arm9				1		None		-
src/FS_InitFile.c	PURE-C	arm9				1		None		-
src/FS_LoadOverlay.c	PURE-C	arm9				1		None		-
src/FS_ReadFile.c	PURE-C	arm9				1		None		-
src/FUN_02029a68.c	PURE-C	arm9				1		None		-
src/FUN_02029ab0.c	WEAK-refs-only	arm9				1		None		-
src/FUN_0202a130.c	PURE-C	arm9				1		None		-
src/actors/d_a_obj_km2_fall_block.cpp	S1-stores-rom-vptr	ov045			stores _ZTV12FallBlockBfs	1		None	_ZTV12FallBlockBfs/_ZTV16daObjFallBlock_c	-
src/daObjFl_Fall_Block_c_classInit.c	S1-stores-rom-vptr	ov022			stores _ZTV16daObjFallBlock_c	1		None	_ZTV16daObjFallBlock_c/_ZTV20daObjFl_Fall_Block_c	-
src/daObjBk_Fall_Block_c_classInit.c	S1-stores-rom-vptr	ov015			stores _ZTV20daObjBk_Fall_Block_c	1		None	_ZTV20daObjBk_Fall_Block_c/_ZTV16daObjFallBlock_c	-
src/FirePiranhaPlantBig_Spawn.c	WEAK-refs-only	ov084				1		None		-
src/FirePiranhaPlantSmall_Spawn.c	WEAK-refs-only	ov084				1		None		-
src/FirePiranhaPlant_Spawn.c	WEAK-refs-only	ov084				1		None		-
src/daObjKm2_Agaru_c_classInit.c	S1-stores-rom-vptr	ov045			stores _ZTV15FireSeaElevator	1		None	_ZTV15FireSeaElevator	-
src/Fireball_Spawn.c	WEAK-refs-only	ov002				1		None		-
src/daMcFlag_c_Spawn.c	WEAK-refs-only	ov009				1		None		-
src/FlameChompFire_Spawn.c	WEAK-refs-only	ov070				1		None		-
src/FlameChomp_Spawn.c	WEAK-refs-only	ov070				1		None		-
src/daObjFl_Block_c_classInit.c	WEAK-refs-only	ov022				1		None		-
src/daObjKi_Ita_c_classInit.c	S1-stores-rom-vptr	ov016			stores _ZTV17daObjFloatBoard_c	1		None	_ZTV17daObjFloatBoard_c/_ZTV23FloatOnWaterPlatformJrb	-
src/actors/d_a_obj_wc_obj06.cpp	S1-stores-rom-vptr	ov029			stores _ZTV17daObjFloatBoard_c	1		None	_ZTV17daObjFloatBoard_c/_ZTV14daObjWcObj06_c	-
src/actors/d_a_obj_wc_obj01.cpp	S1-stores-rom-vptr	ov029			stores _ZTV17daObjFloatBoard_c	1		None	_ZTV17daObjFloatBoard_c/_ZTV14daObjWcObj01_c	-
src/FloatingFloorBfs_Spawn.c	S1-stores-rom-vptr	ov045			stores _ZTV14daObjUkiyuka_c	1		None	_ZTV14daObjUkiyuka_c/_ZTV16FloatingFloorBfs	-
src/FloatingFloorLllBig_Spawn.c	S1-stores-rom-vptr	ov022			stores _ZTV14daObjUkiyuka_c	1		None	_ZTV14daObjUkiyuka_c/_ZTV21FloatingFloorLllSmall	-
src/FloatingFloorLllSmall_Spawn.c	S1-stores-rom-vptr	ov022			stores _ZTV14daObjUkiyuka_c	1		None	_ZTV14daObjUkiyuka_c/_ZTV21FloatingFloorLllSmall	-
src/daPropeller_Heyho_c_classInit.c	WEAK-refs-only	ov070				1		None		-
src/FortressTowerWall_Spawn.c	WEAK-refs-only	ov002				1		None		-
src/FortressTower_Spawn.c	WEAK-refs-only	ov102				1		None		-
src/FortressWallBreakable_Spawn.c	WEAK-refs-only	ov079				1		None		-
src/FortressWall_Spawn.c	WEAK-refs-only	ov079				1		None		-
src/FreeGfxSlotsById.c	PURE-C	ov004				1		None		-
src/Fwoosh_Spawn.c	WEAK-refs-only	ov091				1		None		-
src/Geometry_MatrixMultiply3x3.c	PURE-C	arm9				1		None		-
src/GetAngleToCamera.c	PURE-C	arm9				1		None		-
src/GetCRC16.c	PURE-C					0		None		not-in-delinks
src/GetControllerMode.c	PURE-C	arm9				1		None		-
src/GetGameLanguage.c	PURE-C	ov004				1		None		-
src/GetLevelPart.c	PURE-C	arm9				1		None		-
src/GetMinimapID.c	PURE-C	arm9				1		None		-
src/GetMinimapScale.c	PURE-C	arm9				1		None		-
src/GetOwnerLanguage.c	PURE-C	arm9				1		None		-
src/GetPlayerFlagByte.c	PURE-C	arm9				1		None		-
src/GetSceneOverlayID.c	PURE-C	arm9				1		None		-
src/GetSoundGroupID.c	PURE-C	arm9				1		None		-
src/GetSoundMode.c	PURE-C	arm9				1		None		-
src/GetStarCameraSetting.c	PURE-C	arm9				1		None		-
src/GetTeleportDestObj.c	PURE-C	arm9				1		None		-
src/GetViewObj.c	PURE-C	arm9				1		None		-
src/GiveCoins.c	PURE-C	arm9				1		None		-
src/GiveHealth.c	PURE-C	arm9				1		None		-
src/GiveLives.c	PURE-C	arm9				1		None		-
src/GiveRedCoins.c	PURE-C	arm9				1		None		-
src/GiveVsStars.c	PURE-C	arm9				1		None		-
src/GoombaLarge_Spawn.c	WEAK-refs-only	ov084				1		None		-
src/GoombaSmall_Spawn.c	WEAK-refs-only	ov084				1		None		-
src/Goomba_Spawn.c	WEAK-refs-only	ov084				1		None		-
src/GreenShellBlockTag_Spawn.c	WEAK-refs-only	ov002				1		None		-
src/Grindel_Spawn.c	S1-stores-rom-vptr	ov025			stores _ZTV11daDsnBase_c	1		None	_ZTV11daDsnBase_c/_ZTV7daDkk_c	-
src/Halt.c	PURE-C					0		None		not-in-delinks
src/HauntedChair_Spawn.c	WEAK-refs-only	ov020				1		None		-
src/HealingHeart_Spawn.c	WEAK-refs-only	ov002				1		None		-
src/HeaveHo_Spawn.c	WEAK-refs-only	ov077				1		None		-
src/HideArea.c	PURE-C	arm9				1		None		-
src/HitDeathPlane.c	WEAK-refs-only	arm9				1		None		-
src/HootTheOwl_Spawn.c	WEAK-refs-only	ov094				1		None		-
src/HuffUnCompReadByCallback.c	PURE-C					0		None		not-in-delinks
src/daObjTdFuta_c_classInit.c	S1-stores-rom-vptr	ov032			stores _ZTV9HugeCover	1		None	_ZTV9HugeCover	-
src/daObjTdWater_c_classInit.c	WEAK-refs-only	ov032				1		None		-
src/IPCSend.c	WEAK-refs-only	arm9				1		None		-
src/daObjIceBlock_c_classInit.c	WEAK-refs-only	ov081				1		None		-
src/IceSheet_Spawn.c	WEAK-refs-only	ov018				1		None		-
src/IceSlideManager_Spawn.c	WEAK-refs-only	ov019				1		None		-
src/InitControllerMode.c	PURE-C	arm9				1		None		-
src/InitCrashScreen.c	WEAK-refs-only	arm9				1		None		-
src/InitialiseVramGlobals.c	PURE-C	arm9				1		None		-
src/IntrWait.c	PURE-C					0		None		not-in-delinks
src/InvMat4x3.c	WEAK-refs-only	arm9				1		None		-
src/IsAreaShowing.c	PURE-C	arm9				1		None		-
src/IsButtonInputValid.c	PURE-C	arm9				1		None		-
src/IsCannonOpen.c	PURE-C	arm9				1		None		-
src/IsCannonOpenInCurLevel.c	PURE-C	arm9				1		None		-
src/IsCannonOpenInLevel.c	PURE-C	arm9				1		None		-
src/IsDebugger.c	PURE-C					0		None		not-in-delinks
src/IsLevelInsideCastle.c	PURE-C	arm9				1		None		-
src/IsLevelTinyHugeIslandOutside.c	PURE-C	arm9				1		None		-
src/IsMinigameActorID.c	PURE-C	arm9				1		None		-
src/IsPlayerWarping.c	PURE-C	arm9				1		None		-
src/IsStarCollected.c	PURE-C	arm9				1		None		-
src/IsStarCollectedInCurLevel.c	PURE-C	arm9				1		None		-
src/IsStarCollectedInLevel.c	PURE-C	arm9				1		None		-
src/JetStream_Spawn.c	WEAK-refs-only	ov064				1		None		-
src/Key_Spawn.c	WEAK-refs-only	ov089				1		None		-
src/KillPlayer.c	WEAK-refs-only	arm9				1		None		-
src/KingBobOmb_Spawn.c	WEAK-refs-only	ov078				1		None		-
src/Klepto_Spawn.c	WEAK-refs-only	ov062				1		None		-
src/daObjBk_Botaosi_c_classInit.c	WEAK-refs-only	ov015				1		None		-
src/KoopaFlag_Spawn.c	WEAK-refs-only	ov062				1		None		-
src/KoopaShell_Spawn.c	WEAK-refs-only	ov102				1		None		-
src/KoopaSmall_Spawn.c	WEAK-refs-only	ov062				1		None		-
src/KoopaTheQuick_Spawn.c	WEAK-refs-only	ov062				1		None		-
src/Koopa_Spawn.c	WEAK-refs-only	ov062				1		None		-
src/LZ77UnCompReadByCallbackWrite16bit.c	PURE-C					0		None		not-in-delinks
src/LZ77UnCompReadNormalWrite8bit.c	PURE-C					0		None		not-in-delinks
src/LakituBro_Spawn.c	WEAK-refs-only	ov085				1		None		-
src/Lakitu_Spawn.c	WEAK-refs-only	ov077				1		None		-
src/LastStar_Spawn.c	WEAK-refs-only	ov089				1		None		-
src/daObjFl_London_c_classInit.c	S1-stores-rom-vptr	ov022			stores _ZTV10LavaBridge	1		None	_ZTV10LavaBridge	-
src/LavaBubble_Spawn.c	WEAK-refs-only	ov064				1		None		-
src/daObjFl_UkiKi_c_classInit.c	WEAK-refs-only	ov022				1		None		-
src/daObjFl_Seesaw_c_classInit.c	S1-stores-rom-vptr	ov022			stores _ZTV10LavaSeesaw	1		None	_ZTV10LavaSeesaw	-
src/LenVec3.c	PURE-C	arm9				1		None		-
src/daObjC1Hikari_c_classInit.c	WEAK-refs-only	ov010				1		None		-
src/LinkSilverStarAndStarMarker.c	PURE-C	ov002				1		None		-
src/LoadArchive.c	PURE-C	arm9				1		None		-
src/LoadBlueCoinModel.c	WEAK-refs-only	arm9				1		None		-
src/LoadCompressedFileAt.c	PURE-C	arm9				1		None		-
src/LoadControllerModeText.c	WEAK-refs-only	arm9				1		None		-
src/LoadDebugFont.c	WEAK-refs-only	arm9				1		None		-
src/LoadFile.c	PURE-C	arm9				1		None		-
src/LoadFileAt.c	PURE-C	arm9				1		None		-
src/LoadFont3D.c	WEAK-refs-only	arm9				1		None		-
src/LoadLevel.c	WEAK-refs-only	arm9				1		None		-
src/LoadLevelNoReturn.c	PURE-C	arm9				1		None		-
src/LoadOverlay.c	PURE-C	arm9				1		None		-
src/LoadSilverStarAndNumber.c	WEAK-refs-only	ov002				1		None		-
src/LoadTextNarcs.c	PURE-C	arm9				1		None		-
src/MantaRay_Spawn.c	WEAK-refs-only	ov090				1		None		-
src/Math_Function_0203b0fc.c	PURE-C	arm9				1		None		-
src/Math_Function_0203b14c.c	PURE-C	arm9				1		None		-
src/Matrix3x3_FromQuaternion.c	PURE-C	arm9				1		None		-
src/Matrix3x3_LoadIdentity.c	PURE-C	arm9				1		None		-
src/Matrix3x3_SetRotationZ.c	PURE-C					0		None		not-in-delinks
src/Matrix4x3_ApplyInPlaceToRotationX.c	PURE-C	arm9				1		None		-
src/Matrix4x3_ApplyInPlaceToRotationXYZExt.c	PURE-C	arm9				1		None		-
src/Matrix4x3_ApplyInPlaceToRotationY.c	PURE-C	arm9				1		None		-
src/Matrix4x3_ApplyInPlaceToRotationZ.c	PURE-C	arm9				1		None		-
src/Matrix4x3_ApplyInPlaceToRotationZXYExt.c	PURE-C	arm9				1		None		-
src/Matrix4x3_ApplyInPlaceToScale.c	PURE-C	arm9				1		None		-
src/Matrix4x3_ApplyInPlaceToTranslation.c	PURE-C	arm9				1		None		-
src/Matrix4x3_FromQuaternion.c	PURE-C	arm9				1		None		-
src/Matrix4x3_FromRotationX.c	PURE-C	arm9				1		None		-
src/Matrix4x3_FromRotationXYZExt.c	PURE-C	arm9				1		None		-
src/Matrix4x3_FromRotationY.c	PURE-C	arm9				1		None		-
src/Matrix4x3_FromRotationZ.c	PURE-C	arm9				1		None		-
src/Matrix4x3_FromRotationZXYExt.c	PURE-C	arm9				1		None		-
src/Matrix4x3_FromTranslation.c	PURE-C	arm9				1		None		-
src/Matrix4x3_LoadIdentity.c	PURE-C	arm9				1		None		-
src/MegaMushroomBlockTag_Spawn.c	WEAK-refs-only	ov002				1		None		-
src/MegaMushroomCreateTag_Spawn.c	WEAK-refs-only	ov002				1		None		-
src/MegaMushroom_Spawn.c	WEAK-refs-only	ov002				1		None		-
src/Message_DrawCenteredLine.c	WEAK-refs-only	arm9				1		None		-
src/daObjFl_Amilift_c_classInit.c	S1-stores-rom-vptr	ov064			stores _ZTV12MetalNetLift	1		None	_ZTV12MetalNetLift	-
src/MetalNet_Spawn.c	WEAK-refs-only	ov009				1		None		-
src/MgBobOmbSquad_Spawn.c	WEAK-refs-only	ov006				1		None		-
src/MgHideAndBooSeek_Spawn.c	WEAK-refs-only	ov006				1		None		-
src/MgLakituLaunch_Spawn.c	P2-vtable-only	ov006	dScMgPachinko_c	dScMgPachinko_c	vtable dScMgPachinko_c slot 38 @0x2104258	1		True		-
src/MgMemoryMaster_Spawn.c	S1-stores-rom-vptr	ov006			stores _ZTV14dScMgMemory2_c	1		None	_ZTV14dScMgMemory2_c/_ZTV19dScMgSingle3DBase_c	-
src/MgMemoryMatch_Spawn.c	S1-stores-rom-vptr	ov006			stores _ZTV13dScMgMemory_c	1		None	_ZTV13dScMgMemory_c/_ZTV19dScMgSingle3DBase_c	-
src/MgPuzzlePanelPuzzlePanic_Spawn.c	WEAK-refs-only	ov006				1		None		-
src/dScMgCurling_c_classInit.c	WEAK-refs-only	ov006				1		None		-
src/MgSortOrSplode_Spawn.c	WEAK-refs-only	ov006				1		None		-
src/MgWanted_Spawn.c	WEAK-refs-only	ov006				1		None		-
src/Mod.c	PURE-C					0		None		not-in-delinks
src/Moneybag_Spawn.c	WEAK-refs-only	ov081				1		None		-
src/MontyMoleRock_Spawn.c	WEAK-refs-only	ov080				1		None		-
src/MontyMole_Spawn.c	WEAK-refs-only	ov080				1		None		-
src/MotherPenguin_Spawn.c	WEAK-refs-only	ov018				1		None		-
src/MovingBarBig_Spawn.c	WEAK-refs-only	ov015				1		None		-
src/MovingBarSmall_Spawn.c	WEAK-refs-only	ov015				1		None		-
src/MrBlizzard_Spawn.c	WEAK-refs-only	ov081				1		None		-
src/MrI_Spawn.c	WEAK-refs-only	ov071				1		None		-
src/MugenBgm_Spawn.c	WEAK-refs-only	ov002				1		None		-
src/MulMat3x3Mat3x3.c	PURE-C	arm9				1		None		-
src/MulMat4x3Mat4x3.c	PURE-C	arm9				1		None		-
src/MulVec3Mat3x3.c	PURE-C	arm9				1		None		-
src/MulVec3Mat4x3.c	PURE-C	arm9				1		None		-
src/MultiCopy32Bytes.c	PURE-C	arm9				1		None		-
src/MultiCopyHalf.c	PURE-C	arm9				1		None		-
src/MultiCopy_Int.c	PURE-C	arm9				1		None		-
src/MultiStore16.c	PURE-C	arm9				1		None		-
src/MultiStore32Bytes.c	PURE-C	arm9				1		None		-
src/MultiStore_Int.c	PURE-C	arm9				1		None		-
src/NoOpDestructor.c	PURE-C	arm9				1		None		-
src/NormalizeVec3.c	PURE-C	arm9				1		None		-
src/NormalizeVec3IfNonZero.c	PURE-C	arm9				1		None		-
src/NullDestructor_0203d47c.c	PURE-C	arm9				1		None		-
src/NumCoins.c	PURE-C	arm9				1		None		-
src/NumRedCoins.c	PURE-C	arm9				1		None		-
src/NumStars.c	PURE-C	arm9				1		None		-
src/NumVsStarsObtained.c	PURE-C	arm9				1		None		-
src/Number_Spawn.c	WEAK-refs-only	ov002				1		None		-
src/OSReadROMArea.c	PURE-C					0		None		not-in-delinks
src/OS_GetInitArenaLo.c	PURE-C	arm9				1		None		-
src/OS_SleepThread.c	WEAK-refs-only	arm9				1		None		-
src/OS_WakeupThread.c	WEAK-refs-only	arm9				1		None		-
src/ObjectMessageIDToActualMessageID.c	PURE-C	arm9				1		None		-
src/OneUpLogo_Spawn.c	WEAK-refs-only	ov002				1		None		-
src/OneUpMushroomBlockTag_Spawn.c	WEAK-refs-only	ov002				1		None		-
src/OneUpMushroom_Spawn.c	WEAK-refs-only	ov002				1		None		-
src/OpenCannon.c	PURE-C	arm9				1		None		-
src/OpenCannonInCurLevel.c	PURE-C	arm9				1		None		-
src/OpenCannonInLevel.c	PURE-C	arm9				1		None		-
src/OrangeBallBillboard_Spawn.c	WEAK-refs-only	ov044				1		None		-
src/Ov004_Deallocate.c	PURE-C	ov004				1		None		-
src/Painting_Spawn.c	S1-stores-rom-vptr	ov080			stores _ZTV8Painting	1		None	_ZTV8Painting	-
src/daObjC1Peach_c_classInit.c	WEAK-refs-only	ov010				1		None		-
src/PiranhaPlant_Spawn.c	WEAK-refs-only	ov084				1		None		-
src/Player_DisableInteraction.c	PURE-C	ov002				1		None		-
src/Player_PlaySoundEffect.c	PURE-C	arm9				1		None		-
src/Player_ReleaseHeldActor.c	PURE-C	ov002				1		None		-
src/Player_ScaleByCharFactor.c	PURE-C					0		None		not-in-delinks
src/PokeySegment_Spawn.c	WEAK-refs-only	ov096				1		None		-
src/Pokey_Spawn.c	WEAK-refs-only	ov096				1		None		-
src/daObjBkBillboard_c_classInit.c	S1-stores-rom-vptr	ov015			stores _ZTV18daObjBkBillboard_c	1		None	_ZTV18daObjBkBillboard_c	-
src/daObjKm2_Ami_Bou_c_classInit.c	WEAK-refs-only	ov045				1		None		-
src/PoppingLavaBubbles_Spawn.c	S1-stores-rom-vptr	ov002			stores _ZTV18PoppingLavaBubbles	1		None	_ZTV18PoppingLavaBubbles	-
src/PowerFlower_Spawn.c	WEAK-refs-only	ov002				1		None		-
src/daSCre_c_Spawn.c	S1-stores-rom-vptr	ov018			stores _ZTV8daSCre_c	1		None	_ZTV8daSCre_c	-
src/PowerStar_Spawn.c	WEAK-refs-only	ov002				1		None		-
src/PrepareVsMode.c	WEAK-refs-only	arm9				1		None		-
src/PrincessPeach_Spawn.c	WEAK-refs-only	ov085				1		None		-
src/PushBlock_Spawn.c	S1-stores-rom-vptr	ov002			stores _ZTV16daObjPushblock_c	1		None	_ZTV16daObjPushblock_c	-
src/daObjDpBrock_c_classInit.c	WEAK-refs-only	ov025				1		None		-
src/daObjDlPyramidDummy_c_classInit.c	WEAK-refs-only	ov024				1		None		-
src/daObjDlPyramid_c_classInit.c	WEAK-refs-only	ov024				1		None		-
src/Quaternion_FromVector3.c	WEAK-refs-only	arm9				1		None		-
src/Quaternion_Normalize.c	PURE-C	arm9				1		None		-
src/Quaternion_SLerp.c	PURE-C	arm9				1		None		-
src/QuestionBlock_Spawn.c	WEAK-refs-only	ov102				1		None		-
src/RLUnCompReadByCallbackWrite16bit.c	PURE-C					0		None		not-in-delinks
src/RLUnCompReadNormalWrite8bit.c	PURE-C					0		None		not-in-delinks
src/daObj_Mip_Key_c_classInit.c	WEAK-refs-only	ov085				1		None		-
