actor_id	profile_id	profile_id_source	debug_string_address	candidate_ordinal	registry_candidate_count	overlay_ambiguous	overlay	profile_address	current_profile_name	proposed_profile_name	descriptor_layout	profile_index	profile_index_matches_actor_id	execute_order	draw_order	group_flags	group_flags_evidence	actor_flags	clip_offset_y	clip_radius	clip_distance	far_distance	factory_module	factory_address	current_factory_name	current_factory_file	proposed_factory_name	factory_shape	alloc_size	installed_vtable	class_name	class_name_source	proposed_factory_collision	class_filename_candidate	tu_start	tu_end	profile_rename_recommended	factory_rename_recommended	recommendation_evidence
0	BOOT	symbols/actor_debug_names.tsv (literal ROM string table)	0x0208f698	1	1	False	arm9	0x020914a8	data_020914a8	g_profile_BOOT	base_profile_0x08	0	True	0	2		unlocated: no separate group-flags field is read from this descriptor by the recovered fBase_c/dActor_c constructors						arm9	0x02023624	func_02023624	src/func_02023624.c	dScBoot_c_classInit	new_plus_inlined_ctor	0x00000058	0x02091528	dScBoot_c	SM64DS RTTI arm9:0x020914c8		d_sc_boot.cpp	0x20049f0	0x20707a4	yes	yes	eligible=unique_registry_context+rom_profile_id+unique_class_factory
1	DSMT	symbols/actor_debug_names.tsv (literal ROM string table)	0x0208f6a8	1	1	False	ov007	0x02103264	data_ov007_02103264	g_profile_DSMT	base_profile_0x08	1	True	1	3		unlocated: no separate group-flags field is read from this descriptor by the recovered fBase_c/dActor_c constructors						ov007	0x020ccad0	func_ov007_020ccad0	src/func_ov007_020ccad0.c	dScDSMT_c_classInit	new_plus_inlined_ctor	0x00000064	0x021032e8	dScDSMT_c	SM64DS RTTI ov007:0x02103278		d_sc_dsmt.cpp	0x20cc600	0x20ccb54	yes	yes	eligible=unique_registry_context+rom_profile_id+unique_class_factory
2	TITLE	symbols/actor_debug_names.tsv (literal ROM string table)	0x0208f718	1	1	False	ov003	0x020b1380	data_ov003_020b1380	g_profile_TITLE	base_profile_0x08	2	True	2	4		unlocated: no separate group-flags field is read from this descriptor by the recovered fBase_c/dActor_c constructors						ov003	0x020adc10	func_ov003_020adc10	src/func_ov003_020adc10.cpp	dScTitle_c_classInit	new_plus_inlined_ctor	0x00000054	0x020b1650	dScTitle_c	SM64DS RTTI ov003:0x020b1498		d_sc_title.cpp	0x20adc10	0x20addfc	yes	yes	eligible=unique_registry_context+rom_profile_id+unique_class_factory
3	STAGE	symbols/actor_debug_names.tsv (literal ROM string table)	0x0208f708	1	1	False	arm9	0x0209213c	_ZN5Stage9spawnDataE	g_profile_STAGE	base_profile_0x08	3	True	3	6		unlocated: no separate group-flags field is read from this descriptor by the recovered fBase_c/dActor_c constructors						arm9	0x0202e088	Stage_Spawn	src/Stage_Spawn.cpp	dScStage_c_classInit	new_plus_inlined_ctor	0x000009c8	0x020921c0	dScStage_c	SM64DS RTTI arm9:0x02092158		d_sc_stage.cpp	0x20049f0	0x20707a4	yes	yes	eligible=unique_registry_context+rom_profile_id+unique_class_factory
4	STAR_SELECT	symbols/actor_debug_names.tsv (literal ROM string table)	0x02090248	1	1	False	ov003	0x020b16b4	StarSelect_SpawnInfo	g_profile_STAR_SELECT	base_profile_0x08	4	True	4	7		unlocated: no separate group-flags field is read from this descriptor by the recovered fBase_c/dActor_c constructors						ov003	0x020b04f0	StarSelect_Spawn	src/StarSelect_Spawn.cpp	dScStarSel_c_classInit	new_plus_inlined_ctor	0x0000013c	0x020b1704	dScStarSel_c	SM64DS RTTI ov003:0x020b16bc		d_sc_star_sel.cpp	0x20addfc	0x20b0580	yes	yes	eligible=unique_registry_context+rom_profile_id+unique_class_factory
5	MINIGAME	symbols/actor_debug_names.tsv (literal ROM string table)	0x0208fabc	1	1	False	ov005	0x020c2440	data_ov005_020c2440	g_profile_MINIGAME	base_profile_0x08	5	True	5	8		unlocated: no separate group-flags field is read from this descriptor by the recovered fBase_c/dActor_c constructors						ov005	0x020c21ec	func_ov005_020c21ec	src/func_ov005_020c21ec.c	dScMiniGm_c_classInit	new_plus_inlined_ctor	0x000000b0	0x020c2490	dScMiniGm_c	SM64DS RTTI ov005:0x020c2448		d_sc_mini_gm.cpp	0x20c21ec	0x20c2250	yes	yes	eligible=unique_registry_context+rom_profile_id+unique_class_factory
6	ENTRY	symbols/actor_debug_names.tsv (literal ROM string table)	0x0208f768	1	1	False	ov075	0x0211c880	data_ov075_0211c880	g_profile_ENTRY	base_profile_0x08	6	True	6	9		unlocated: no separate group-flags field is read from this descriptor by the recovered fBase_c/dActor_c constructors						ov075	0x0211a854	func_ov075_0211a854	src/func_ov075_0211a854.cpp	dScEntry_c_classInit	new_plus_inlined_ctor	0x00000288	0x0211d304	dScEntry_c	SM64DS RTTI ov075:0x0211c8f8	ov075:0x0211a740;ov075:0x0211a854	d_sc_entry.cpp	0x211a854	0x211b524	yes	no	not_apply=global_classinit_name_collision
7	RESULT	symbols/actor_debug_names.tsv (literal ROM string table)	0x0208f828	1	1	False	ov075	0x0211c788	data_ov075_0211c788	g_profile_RESULT	base_profile_0x08	7	True	7	10		unlocated: no separate group-flags field is read from this descriptor by the recovered fBase_c/dActor_c constructors						ov075	0x0211a740	func_ov075_0211a740	src/func_ov075_0211a740.cpp	dScEntry_c_classInit	new_plus_inlined_ctor	0x00000288	0x0211d304	dScEntry_c	SM64DS RTTI ov075:0x0211c8f8	ov075:0x0211a740;ov075:0x0211a854	d_sc_entry.cpp	0x2115ab8	0x211a854	yes	no	not_apply=global_classinit_name_collision
8	GAME_OVER	symbols/actor_debug_names.tsv (literal ROM string table)	0x0208fd20	1	1	False	ov003	0x020b1750	data_ov003_020b1750	g_profile_GAME_OVER	base_profile_0x08	8	True	8	11		unlocated: no separate group-flags field is read from this descriptor by the recovered fBase_c/dActor_c constructors						ov003	0x020b1118	func_ov003_020b1118	src/func_ov003_020b1118.cpp	dScGameOver_c_classInit	new_plus_inlined_ctor	0x00000098	0x020b179c	dScGameOver_c	SM64DS RTTI ov003:0x020b1758		d_sc_game_over.cpp	0x20b1118	0x20b117c	yes	yes	eligible=unique_registry_context+rom_profile_id+unique_class_factory
9	YOSHI_EGG	symbols/actor_debug_names.tsv (literal ROM string table)	0x0208fd2c	1	1	False	ov002	0x0210ad90	YoshiEgg_SpawnInfo	g_profile_YOSHI_EGG	actor_profile_0x1c	9	True	9	157		unlocated: no separate group-flags field is read from this descriptor by the recovered fBase_c/dActor_c constructors	0x00000002	0x00032000	0x00046000	0x01000000	0x01000000	ov002	0x020ee3d8	YoshiEgg_Spawn	src/YoshiEgg_Spawn.c	daYegg_c_classInit	new_plus_inlined_ctor	0x0000042c	0x0210adb4	daYegg_c	SM64DS RTTI ov002:0x0210ad84		d_a_yegg.cpp	0x20ec56c	0x20ee42c	yes	yes	eligible=unique_registry_context+rom_profile_id+unique_class_factory
10	BC_SWITCH	symbols/actor_debug_names.tsv (literal ROM string table)	0x0208ff0c	1	1	False	ov002	0x0210b248	daObjBC_Switch_c_SpawnInfo	g_profile_BC_SWITCH	actor_profile_0x1c	10	True	10	331		unlocated: no separate group-flags field is read from this descriptor by the recovered fBase_c/dActor_c constructors	0x00000002	0x000c8000	0x000c8000	0x01000000	0x01000000	ov002	0x020f15cc	daObjBC_Switch_c_Spawn	src/daObjBC_Switch_c_Spawn.c	daObjBC_Switch_c_classInit	new_plus_inlined_ctor	0x00000330	0x0210b26c	daObjBC_Switch_c	SM64DS RTTI ov002:0x0210b228		d_a_obj_bc_switch.cpp	0x20f11b0	0x20f15fc	yes	yes	eligible=unique_registry_context+rom_profile_id+unique_class_factory
11	HANSWITCH	symbols/actor_debug_names.tsv (literal ROM string table)	0x0208fd38	1	1	False	ov002	0x02109900	ExclamationSwitch_SpawnInfo	g_profile_HANSWITCH	actor_profile_0x1c	11	True	11	135		unlocated: no separate group-flags field is read from this descriptor by the recovered fBase_c/dActor_c constructors	0x00000002	0x00000000	0x00100000	0x01000000	0x00000000	ov002	0x020baadc	ExclamationSwitch_Spawn	src/ExclamationSwitch_Spawn.c	daObjSwitch_c_classInit	new_plus_inlined_ctor	0x00000354	0x02109940	daObjSwitch_c	SM64DS RTTI ov002:0x021098cc	ov002:0x020baaac;ov002:0x020baadc	d_a_obj_switch.cpp	0x20b9e64	0x20bab0c	yes	no	not_apply=global_classinit_name_collision
12	STAR_SWITCH	symbols/actor_debug_names.tsv (literal ROM string table)	0x02090254	1	1	False	ov002	0x0210991c	StarSwitch_SpawnInfo	g_profile_STAR_SWITCH	actor_profile_0x1c	12	True	12	136		unlocated: no separate group-flags field is read from this descriptor by the recovered fBase_c/dActor_c constructors	0x00000002	0x00000000	0x00100000	0x01000000	0x00000000	ov002	0x020baaac	StarSwitch_Spawn	src/StarSwitch_Spawn.c	daObjSwitch_c_classInit	new_plus_inlined_ctor	0x00000354	0x02109940	daObjSwitch_c	SM64DS RTTI ov002:0x021098cc	ov002:0x020baaac;ov002:0x020baadc	d_a_obj_switch.cpp	0x20b9e64	0x20bab0c	yes	no	not_apply=global_classinit_name_collision
13	TREASURE_BOX	symbols/actor_debug_names.tsv (literal ROM string table)	0x02090418	1	1	False	ov064	0x0211c4e8	TreasureChest_SpawnInfo	g_profile_TREASURE_BOX	actor_profile_0x1c	13	True	13	160		unlocated: no separate group-flags field is read from this descriptor by the recovered fBase_c/dActor_c constructors	0x00000003	0x00064000	0x000c8000	0x01000000	0x00000000	ov064	0x0211a8f0	TreasureChest_Spawn	src/TreasureChest_Spawn.c	daObjTbox_c_classInit	new_plus_inlined_ctor	0x00000178	0x0211c50c	daObjTbox_c	SM64DS RTTI ov064:0x0211c4cc		d_a_obj_tbox.cpp	0x211a200	0x211a930	yes	yes	eligible=unique_registry_context+rom_profile_id+unique_class_factory
14	CANNON_SHUTTER	symbols/actor_debug_names.tsv (literal ROM string table)	0x02090678	1	1	False	ov002	0x02109d14	daObjCannonShutter_c_SpawnInfo	g_profile_CANNON_SHUTTER	actor_profile_0x1c	14	True	14	158		unlocated: no separate group-flags field is read from this descriptor by the recovered fBase_c/dActor_c constructors	0x00800002	0x00000000	0x00100000	0x01000000	0x00000000	ov002	0x020bcccc	daObjCannonShutter_c_Spawn	src/actors/daObjCannonShutter_c.cpp	daObjCannonShutter_c_classInit	new_plus_inlined_ctor	0x00000330	0x02109d38	daObjCannonShutter_c	SM64DS RTTI ov002:0x02109cf0		d_a_obj_cannon_shutter.cpp	0x20bc8f4	0x20bccfc	yes	yes	eligible=unique_registry_context+rom_profile_id+unique_class_factory
15	BLOCK_L	symbols/actor_debug_names.tsv (literal ROM string table)	0x0208f978	1	1	False	ov002	0x02108a24	BrickBlock_SpawnInfo	g_profile_BLOCK_L	actor_profile_0x1c	15	True	15	32		unlocated: no separate group-flags field is read from this descriptor by the recovered fBase_c/dActor_c constructors	0x00000002	0x00064000	0x000c8000	0x01800000	0x01800000	ov002	0x020b412c	BrickBlock_Spawn	src/BrickBlock_Spawn.c	daObjBlockL_c_classInit	new_plus_inlined_ctor	0x00000330	0x02108adc	daObjBlockL_c	SM64DS RTTI ov002:0x021089f8	ov002:0x020b406c;ov002:0x020b409c;ov002:0x020b40cc;ov002:0x020b40fc;ov002:0x020b412c	d_a_obj_block_l.cpp	0x20b35a0	0x20b415c	yes	no	not_apply=global_classinit_name_collision
16	DP_BLOCK_L	symbols/actor_debug_names.tsv (literal ROM string table)	0x0208ffcc	1	1	False	ov002	0x02108a40	BigBrickBlock_SpawnInfo	g_profile_DP_BLOCK_L	actor_profile_0x1c	16	True	16	33		unlocated: no separate group-flags field is read from this descriptor by the recovered fBase_c/dActor_c constructors	0x00000002	0x00096000	0x0012c000	0x04000000	0x04000000	ov002	0x020b40fc	BigBrickBlock_Spawn	src/BigBrickBlock_Spawn.c	daObjBlockL_c_classInit	new_plus_inlined_ctor	0x00000330	0x02108adc	daObjBlockL_c	SM64DS RTTI ov002:0x021089f8	ov002:0x020b406c;ov002:0x020b409c;ov002:0x020b40cc;ov002:0x020b40fc;ov002:0x020b412c	d_a_obj_block_l.cpp	0x20b35a0	0x20b415c	yes	no	not_apply=global_classinit_name_collision
17	BLOCK_LL	symbols/actor_debug_names.tsv (literal ROM string table)	0x0208fbe8	1	1	False	ov002	0x02108a78	BlackBrickBlock_SpawnInfo	g_profile_BLOCK_LL	actor_profile_0x1c	17	True	17	34		unlocated: no separate group-flags field is read from this descriptor by the recovered fBase_c/dActor_c constructors	0x00000002	0x00096000	0x0012c000	0x01800000	0x01800000	ov002	0x020b409c	BlackBrickBlock_Spawn	src/BlackBrickBlock_Spawn.c	daObjBlockL_c_classInit	new_plus_inlined_ctor	0x00000330	0x02108adc	daObjBlockL_c	SM64DS RTTI ov002:0x021089f8	ov002:0x020b406c;ov002:0x020b409c;ov002:0x020b40cc;ov002:0x020b40fc;ov002:0x020b412c	d_a_obj_block_l.cpp	0x20b35a0	0x20b415c	yes	no	not_apply=global_classinit_name_collision
18	ICE_BLOCK_LL	symbols/actor_debug_names.tsv (literal ROM string table)	0x02090438	1	1	False	ov081	0x02128ca0	IceBlock_SpawnInfo	g_profile_ICE_BLOCK_LL	actor_profile_0x1c	18	True	18	35		unlocated: no separate group-flags field is read from this descriptor by the recovered fBase_c/dActor_c constructors	0x00000003	0x00100000	0x00300000	0x01000000	0x01000000	ov081	0x021280a0	IceBlock_Spawn	src/IceBlock_Spawn.c	daObjIceBlock_c_classInit	new_plus_inlined_ctor	0x00000368	0x02128cc4	daObjIceBlock_c	SM64DS RTTI ov081:0x02128c80		d_a_obj_ice_block.cpp	0x2127b34	0x21280d8	yes	yes	eligible=unique_registry_context+rom_profile_id+unique_class_factory
19	SW_BLOCK_L	symbols/actor_debug_names.tsv (literal ROM string table)	0x020900bc	1	1	False	ov002	0x02108a5c	BrickBlockSwitchActivated_SpawnInfo	g_profile_SW_BLOCK_L	actor_profile_0x1c	19	True	19	36		unlocated: no separate group-flags field is read from this descriptor by the recovered fBase_c/dActor_c constructors	0x00000002	0x00064000	0x000c8000	0x01800000	0x01800000	ov002	0x020b40cc	BrickBlockSwitchActivated_Spawn	src/BrickBlockSwitchActivated_Spawn.c	daObjBlockL_c_classInit	new_plus_inlined_ctor	0x00000330	0x02108adc	daObjBlockL_c	SM64DS RTTI ov002:0x021089f8	ov002:0x020b406c;ov002:0x020b409c;ov002:0x020b40cc;ov002:0x020b40fc;ov002:0x020b412c	d_a_obj_block_l.cpp	0x20b35a0	0x20b415c	yes	no	not_apply=global_classinit_name_collision
20	HATENA_BLOCK	symbols/actor_debug_names.tsv (literal ROM string table)	0x02090448	1	1	False	ov102	0x0214e3e8	QuestionBlock_SpawnInfo	g_profile_HATENA_BLOCK	actor_profile_0x1c	20	True	20	38		unlocated: no separate group-flags field is read from this descriptor by the recovered fBase_c/dActor_c constructors	0x00000002	0x00060000	0x00100000	0x01000000	0x01000000	ov102	0x0214a8ec	QuestionBlock_Spawn	src/QuestionBlock_Spawn.c	daObjHatenaBlock_c_classInit	new_plus_inlined_ctor	0x000003f8	0x0214e47c	daObjHatenaBlock_c	SM64DS RTTI ov102:0x0214e3a8	ov102:0x0214a7ec;ov102:0x0214a82c;ov102:0x0214a86c;ov102:0x0214a8ac;ov102:0x0214a8ec;ov102:0x0214a92c	d_a_obj_hatena_block.cpp	0x2148fbc	0x214a96c	yes	no	not_apply=global_classinit_name_collision
21	ITEM_BLOCK	symbols/actor_debug_names.tsv (literal ROM string table)	0x0209017c	1	1	False	ov102	0x0214e404	ExclamationBlock_SpawnInfo	g_profile_ITEM_BLOCK	actor_profile_0x1c	21	True	21	39		unlocated: no separate group-flags field is read from this descriptor by the recovered fBase_c/dActor_c constructors	0x00000002	0x00060000	0x00100000	0x01000000	0x01000000	ov102	0x0214a8ac	ExclamationBlock_Spawn	src/ExclamationBlock_Spawn.c	daObjHatenaBlock_c_classInit	new_plus_inlined_ctor	0x000003f8	0x0214e47c	daObjHatenaBlock_c	SM64DS RTTI ov102:0x0214e3a8	ov102:0x0214a7ec;ov102:0x0214a82c;ov102:0x0214a86c;ov102:0x0214a8ac;ov102:0x0214a8ec;ov102:0x0214a92c	d_a_obj_hatena_block.cpp	0x2148fbc	0x214a96c	yes	no	not_apply=global_classinit_name_collision
22	VS_ITEM_BLOCK	symbols/actor_debug_names.tsv (literal ROM string table)	0x02090568	1	1	False	ov102	0x0214e3cc	ExclamationBlockVs_SpawnInfo	g_profile_VS_ITEM_BLOCK	actor_profile_0x1c	22	True	22	40		unlocated: no separate group-flags field is read from this descriptor by the recovered fBase_c/dActor_c constructors	0x00000002	0x00060000	0x00100000	0x01000000	0x01000000	ov102	0x0214a92c	ExclamationBlockVs_Spawn	src/ExclamationBlockVs_Spawn.c	daObjHatenaBlock_c_classInit	new_plus_inlined_ctor	0x000003f8	0x0214e47c	daObjHatenaBlock_c	SM64DS RTTI ov102:0x0214e3a8	ov102:0x0214a7ec;ov102:0x0214a82c;ov102:0x0214a86c;ov102:0x0214a8ac;ov102:0x0214a8ec;ov102:0x0214a92c	d_a_obj_hatena_block.cpp	0x2148fbc	0x214a96c	yes	no	not_apply=global_classinit_name_collision
23	CAP_BLOCK_M	symbols/actor_debug_names.tsv (literal ROM string table)	0x02090260	1	1	False	ov102	0x0214e420	CapBlockMario_SpawnInfo	g_profile_CAP_BLOCK_M	actor_profile_0x1c	23	True	23	41		unlocated: no separate group-flags field is read from this descriptor by the recovered fBase_c/dActor_c constructors	0x00000002	0x00060000	0x00100000	0x01000000	0x01000000	ov102	0x0214a86c	CapBlockMario_Spawn	src/CapBlockMario_Spawn.c	daObjHatenaBlock_c_classInit	new_plus_inlined_ctor	0x000003f8	0x0214e47c	daObjHatenaBlock_c	SM64DS RTTI ov102:0x0214e3a8	ov102:0x0214a7ec;ov102:0x0214a82c;ov102:0x0214a86c;ov102:0x0214a8ac;ov102:0x0214a8ec;ov102:0x0214a92c	d_a_obj_hatena_block.cpp	0x2148fbc	0x214a96c	yes	no	not_apply=global_classinit_name_collision
24	CAP_BLOCK_W	symbols/actor_debug_names.tsv (literal ROM string table)	0x02090278	1	1	False	ov102	0x0214e458	CapBlockWario_SpawnInfo	g_profile_CAP_BLOCK_W	actor_profile_0x1c	24	True	24	42		unlocated: no separate group-flags field is read from this descriptor by the recovered fBase_c/dActor_c constructors	0x00000002	0x00060000	0x00100000	0x01000000	0x01000000	ov102	0x0214a7ec	CapBlockWario_Spawn	src/CapBlockWario_Spawn.c	daObjHatenaBlock_c_classInit	new_plus_inlined_ctor	0x000003f8	0x0214e47c	daObjHatenaBlock_c	SM64DS RTTI ov102:0x0214e3a8	ov102:0x0214a7ec;ov102:0x0214a82c;ov102:0x0214a86c;ov102:0x0214a8ac;ov102:0x0214a8ec;ov102:0x0214a92c	d_a_obj_hatena_block.cpp	0x2148fbc	0x214a96c	yes	no	not_apply=global_classinit_name_collision
25	CAP_BLOCK_L	symbols/actor_debug_names.tsv (literal ROM string table)	0x0209026c	1	1	False	ov102	0x0214e43c	CapBlockLuigi_SpawnInfo	g_profile_CAP_BLOCK_L	actor_profile_0x1c	25	True	25	43		unlocated: no separate group-flags field is read from this descriptor by the recovered fBase_c/dActor_c constructors	0x00000002	0x00060000	0x00100000	0x01000000	0x01000000	ov102	0x0214a82c	CapBlockLuigi_Spawn	src/CapBlockLuigi_Spawn.c	daObjHatenaBlock_c_classInit	new_plus_inlined_ctor	0x000003f8	0x0214e47c	daObjHatenaBlock_c	SM64DS RTTI ov102:0x0214e3a8	ov102:0x0214a7ec;ov102:0x0214a82c;ov102:0x0214a86c;ov102:0x0214a8ac;ov102:0x0214a8ec;ov102:0x0214a92c	d_a_obj_hatena_block.cpp	0x2148fbc	0x214a96c	yes	no	not_apply=global_classinit_name_collision
26	HATENA_SWITCH	symbols/actor_debug_names.tsv (literal ROM string table)	0x02090588	1	1	False	ov002	0x02108e38	QuestionSwitch_SpawnInfo	g_profile_HATENA_SWITCH	actor_profile_0x1c	26	True	26	294		unlocated: no separate group-flags field is read from this descriptor by the recovered fBase_c/dActor_c constructors	0x00000002	0x00100000	0x00200000	0x01000000	0x00000000	ov002	0x020b56d8	QuestionSwitch_Spawn	src/QuestionSwitch_Spawn.c	daObjHatenaSwitch_c_classInit	new_plus_inlined_ctor	0x00000724	0x02108e5c	daObjHatenaSwitch_c	SM64DS RTTI ov002:0x02108e14		d_a_obj_hatena_switch.cpp	0x20b4ed8	0x20b5734	yes	yes	eligible=unique_registry_context+rom_profile_id+unique_class_factory
27	PILE	symbols/actor_debug_names.tsv (literal ROM string table)	0x0208f6b8	1	1	False	ov091	0x02135298	Stump_SpawnInfo	g_profile_PILE	actor_profile_0x1c	27	True	27	295		unlocated: no separate group-flags field is read from this descriptor by the recovered fBase_c/dActor_c constructors	0x08000002	0x00060000	0x000a0000	0x01000000	0x00000000	ov091	0x02133938	Stump_Spawn	src/Stump_Spawn.c	daObjPile_c_classInit	new_plus_inlined_ctor	0x00000330	0x021352bc	daObjPile_c	SM64DS RTTI ov091:0x0213527c		d_a_obj_pile.cpp	0x21333fc	0x2133968	yes	yes	eligible=unique_registry_context+rom_profile_id+unique_class_factory
28	SEESAW	symbols/actor_debug_names.tsv (literal ROM string table)	0x0208f868	1	1	False	ov095	0x021373dc	SeesawUtm_SpawnInfo	g_profile_SEESAW	actor_profile_0x1c	28	True	28	296		unlocated: no separate group-flags field is read from this descriptor by the recovered fBase_c/dActor_c constructors	0x00000002	0x00000000	0x00500000	0x01850000	0x00000000	ov095	0x02135fc4	SeesawUtm_Spawn	src/SeesawUtm_Spawn.c	daObjSeesaw_c_classInit	new_plus_inlined_ctor	0x00000328	0x021374fc	daObjSeesaw_c	SM64DS RTTI ov095:0x021373c0	ov095:0x02135ea4;ov095:0x02135ed4;ov095:0x02135f04;ov095:0x02135f34;ov095:0x02135f64;ov095:0x02135f94;ov095:0x02135fc4	d_a_obj_seesaw.cpp	0x2135700	0x2135ff4	yes	no	not_apply=global_classinit_name_collision
29	UPDOWN_LIFT	symbols/actor_debug_names.tsv (literal ROM string table)	0x02090290	1	1	False	ov091	0x02134bf8	RotatingUpDownPlatform_SpawnInfo	g_profile_UPDOWN_LIFT	actor_profile_0x1c	29	True	29	297		unlocated: no separate group-flags field is read from this descriptor by the recovered fBase_c/dActor_c constructors	0x01000002	0x00000000	0x00200000	0x01000000	0x01000000	ov091	0x02131bdc	RotatingUpDownPlatform_Spawn	src/RotatingUpDownPlatform_Spawn.c	daObjRotateUpdownLift_c_classInit	new_plus_inlined_ctor	0x000003a8	0x02134c5c	daObjRotateUpdownLift_c	SM64DS RTTI ov091:0x02134bc4	ov091:0x02131ba4;ov091:0x02131bdc	d_a_obj_rotate_updown_lift.cpp	0x2130f00	0x2131c14	yes	no	not_apply=global_classinit_name_collision
30	HS_UPDOWN_LIFT	symbols/actor_debug_names.tsv (literal ROM string table)	0x02090688	1	1	False	ov091	0x02134c14	RotatingUpDownPlatformUtm_SpawnInfo	g_profile_HS_UPDOWN_LIFT	actor_profile_0x1c	30	True	30	298		unlocated: no separate group-flags field is read from this descriptor by the recovered fBase_c/dActor_c constructors	0x00000002	0x00000000	0x00500000	0x01000000	0x00000000	ov091	0x02131ba4	RotatingUpDownPlatformUtm_Spawn	src/RotatingUpDownPlatformUtm_Spawn.c	daObjRotateUpdownLift_c_classInit	new_plus_inlined_ctor	0x000003a8	0x02134c5c	daObjRotateUpdownLift_c	SM64DS RTTI ov091:0x02134bc4	ov091:0x02131ba4;ov091:0x02131bdc	d_a_obj_rotate_updown_lift.cpp	0x2130f00	0x2131c14	yes	no	not_apply=global_classinit_name_collision
31	PATH_LIFT	symbols/actor_debug_names.tsv (literal ROM string table)	0x0208fd50	1	1	False	ov100	0x02148558	PathLift_SpawnInfo	g_profile_PATH_LIFT	actor_profile_0x1c	31	True	31	299		unlocated: no separate group-flags field is read from this descriptor by the recovered fBase_c/dActor_c constructors	0x00000002	0x00000000	0x00300000	0x01000000	0x01000000	ov100	0x02147328	PathLift_Spawn	src/PathLift_Spawn.cpp	daObjPathLift_c_classInit	new_plus_inlined_ctor	0x000004b4	0x0214857c	daObjPathLift_c	SM64DS RTTI ov100:0x02148538		d_a_obj_path_lift.cpp	0x2146d7c	0x21473a4	yes	yes	eligible=unique_registry_context+rom_profile_id+unique_class_factory
32	UDLIFT_TERESA	symbols/actor_debug_names.tsv (literal ROM string table)	0x02090598	1	1	False	ov095	0x021375cc	UpDownLiftBbh_SpawnInfo	g_profile_UDLIFT_TERESA	actor_profile_0x1c	32	True	32	300		unlocated: no separate group-flags field is read from this descriptor by the recovered fBase_c/dActor_c constructors	0x01000002	0x00000000	0x001f4000	0x00af0000	0x004b0000	ov095	0x021367fc	UpDownLiftBbh_Spawn	src/UpDownLiftBbh_Spawn.c	daUdlift_c_classInit	new_plus_inlined_ctor	0x0000034c	0x02137628	daUdlift_c	SM64DS RTTI ov095:0x021375b0	ov095:0x0213679c;ov095:0x021367cc;ov095:0x021367fc	d_a_udlift.cpp	0x2135ff4	0x213682c	yes	no	not_apply=global_classinit_name_collision
33	UDLIFT	symbols/actor_debug_names.tsv (literal ROM string table)	0x0208f7c8	1	1	False	ov095	0x021375e8	UpDownLiftHmc_SpawnInfo	g_profile_UDLIFT	actor_profile_0x1c	33	True	33	301		unlocated: no separate group-flags field is read from this descriptor by the recovered fBase_c/dActor_c constructors	0x01000002	0x00000000	0x001f4000	0x00af0000	0x004b0000	ov095	0x021367cc	UpDownLiftHmc_Spawn	src/UpDownLiftHmc_Spawn.c	daUdlift_c_classInit	new_plus_inlined_ctor	0x0000034c	0x02137628	daUdlift_c	SM64DS RTTI ov095:0x021375b0	ov095:0x0213679c;ov095:0x021367cc;ov095:0x021367fc	d_a_udlift.cpp	0x2135ff4	0x213682c	yes	no	not_apply=global_classinit_name_collision
34	C0_SWITCH	symbols/actor_debug_names.tsv (literal ROM string table)	0x0208fd5c	1	1	False	ov012	0x02112320	SwitchPillar_SpawnInfo	g_profile_C0_SWITCH	actor_profile_0x1c	34	True	34	228		unlocated: no separate group-flags field is read from this descriptor by the recovered fBase_c/dActor_c constructors	0x00000002	0x00060000	0x00250000	0x01000000	0x00000000	ov012	0x02111420	SwitchPillar_Spawn	src/SwitchPillar_Spawn.c	daObjC0_Switch_c_classInit	new_plus_inlined_ctor	0x00000320	0x02112344	daObjC0_Switch_c	SM64DS RTTI ov012:0x02112300		d_a_obj_c0_switch.cpp	0x21111a0	0x2111450	yes	yes	eligible=unique_registry_context+rom_profile_id+unique_class_factory
35	C0_WATER	symbols/actor_debug_names.tsv (literal ROM string table)	0x0208fb1c	1	1	False	ov012	0x021123e4	BasementWater_SpawnInfo	g_profile_C0_WATER	actor_profile_0x1c	35	True	35	229		unlocated: no separate group-flags field is read from this descriptor by the recovered fBase_c/dActor_c constructors	0x00000000	0x00000000	0x01000000	0x00000000	0x00000000	ov012	0x02111730	BasementWater_Spawn	src/BasementWater_Spawn.c	daObjC0Water_c_classInit	new_plus_inlined_ctor	0x00000340	0x02112408	daObjC0Water_c	SM64DS RTTI ov012:0x021123c4		d_a_obj_c0_water.cpp	0x2111450	0x2111768	yes	yes	eligible=unique_registry_context+rom_profile_id+unique_class_factory
36	C1_TRAP	symbols/actor_debug_names.tsv (literal ROM string table)	0x0208f958	1	2	True	ov010	0x02112ac0	Trap_SpawnInfo	g_profile_C1_TRAP	actor_profile_0x1c	36	True	36	323		unlocated: no separate group-flags field is read from this descriptor by the recovered fBase_c/dActor_c constructors	0x00000000	0x00000000	0x001f4000	0x00000000	0x00000000	ov010	0x02111998	Trap_Spawn	src/actors/daObjC1_Trap_c.cpp	daObjC1_Trap_c_classInit	new_plus_inlined_ctor	0x000003b0	0x02112ae4	daObjC1_Trap_c	SM64DS RTTI ov010:0x02112aa0		d_a_obj_c1_trap.cpp	0x21111a0	0x21119d0	no	no	not_apply=overlay_multiplexed_registry_pointer
