actor_id	profile_id	profile_id_source	debug_string_address	candidate_ordinal	registry_candidate_count	overlay_ambiguous	overlay	profile_address	current_profile_name	proposed_profile_name	descriptor_layout	profile_index	profile_index_matches_actor_id	execute_order	draw_order	group_flags	group_flags_evidence	actor_flags	clip_offset_y	clip_radius	clip_distance	far_distance	factory_module	factory_address	current_factory_name	current_factory_file	proposed_factory_name	factory_shape	alloc_size	installed_vtable	class_name	class_name_source	proposed_factory_collision	class_filename_candidate	tu_start	tu_end	profile_rename_recommended	factory_rename_recommended	recommendation_evidence
79	FL_COIN	symbols/actor_debug_names.tsv (literal ROM string table)	0x0208f960	1	1	False	ov064	0x0211c17c	BowserPuzzleManager_SpawnInfo	g_profile_FL_COIN	actor_profile_0x1c	79	True	79	287		unlocated: no separate group-flags field is read from this descriptor by the recovered fBase_c/dActor_c constructors	0x00000000	0x00000000	0x00400000	0x02000000	0x02000000	ov064	0x021192d0	BowserPuzzleManager_Spawn	src/BowserPuzzleManager_Spawn.c	daObjFl_Coin_c_classInit	new_plus_inlined_ctor	0x000000d8	0x0211c1d8	daObjFl_Coin_c	SM64DS RTTI ov064:0x0211bf98		d_a_obj_fl_coin.cpp	0x2118b50	0x2119330	yes	yes	eligible=unique_registry_context+rom_profile_id+unique_class_factory
80	FL_KOMA_D	symbols/actor_debug_names.tsv (literal ROM string table)	0x0208fe34	1	1	False	ov022	0x02113dc4	RotatingPlatformLll_SpawnInfo	g_profile_FL_KOMA_D	actor_profile_0x1c	80	True	80	288		unlocated: no separate group-flags field is read from this descriptor by the recovered fBase_c/dActor_c constructors	0x00000002	0x00060000	0x00380000	0x02000000	0x00000000	ov022	0x02111688	RotatingPlatformLll_Spawn	src/RotatingPlatformLll_Spawn.c	daObjFl_Koma_D_c_classInit	new_plus_inlined_ctor	0x00000320	0x02113de8	daObjFl_Koma_D_c	SM64DS RTTI ov022:0x02113d98		d_a_obj_fl_koma_d.cpp	0x21115a8	0x21116c4	yes	yes	eligible=unique_registry_context+rom_profile_id+unique_class_factory
81	FL_KOMA_U	symbols/actor_debug_names.tsv (literal ROM string table)	0x0208fe40	1	1	False	ov064	0x0211bdec	RotatingFirebar_SpawnInfo	g_profile_FL_KOMA_U	actor_profile_0x1c	81	True	81	289		unlocated: no separate group-flags field is read from this descriptor by the recovered fBase_c/dActor_c constructors	0x00000002	0x00060000	0x00380000	0x02000000	0x00000000	ov064	0x02118564	RotatingFirebar_Spawn	src/RotatingFirebar_Spawn.cpp	daObjFl_KomaU_c_classInit	new_plus_inlined_ctor	0x00000540	0x0211be10	daObjFl_KomaU_c	SM64DS RTTI ov064:0x0211bdcc		d_a_obj_fl_koma_u.cpp	0x2118138	0x21185c0	yes	yes	eligible=unique_registry_context+rom_profile_id+unique_class_factory
82	FL_UKI_KI	symbols/actor_debug_names.tsv (literal ROM string table)	0x0208ff24	1	1	False	ov022	0x021141cc	LavaPlank_SpawnInfo	g_profile_FL_UKI_KI	actor_profile_0x1c	82	True	82	290		unlocated: no separate group-flags field is read from this descriptor by the recovered fBase_c/dActor_c constructors	0x00000006	0x00080000	0x00200000	0x02000000	0x00000000	ov022	0x02112350	LavaPlank_Spawn	src/LavaPlank_Spawn.c	daObjFl_UkiKi_c_classInit	new_plus_inlined_ctor	0x00000328	0x021141f0	daObjFl_UkiKi_c	SM64DS RTTI ov022:0x021141ac		d_a_obj_fl_uki_ki.cpp	0x2112130	0x2112380	yes	yes	eligible=unique_registry_context+rom_profile_id+unique_class_factory
83	FL_KUZURE	symbols/actor_debug_names.tsv (literal ROM string table)	0x0208fe4c	1	1	False	ov022	0x021142a0	FallBlockLll_SpawnInfo	g_profile_FL_KUZURE	actor_profile_0x1c	83	True	83	291		unlocated: no separate group-flags field is read from this descriptor by the recovered fBase_c/dActor_c constructors	0x00000002	0x00060000	0x00150000	0x01000000	0x00000000	ov022	0x0211245c	FallBlockLll_Spawn	src/FallBlockLll_Spawn.c	daObjFl_Fall_Block_c_classInit	new_plus_inlined_ctor	0x0000034c	0x021142c4	daObjFl_Fall_Block_c	SM64DS RTTI ov022:0x02114270		d_a_obj_fl_fall_block.cpp	0x2112380	0x2112498	yes	yes	eligible=unique_registry_context+rom_profile_id+unique_class_factory
84	FM_BATTAN	symbols/actor_debug_names.tsv (literal ROM string table)	0x0208fe58	1	1	False	ov023	0x02111fc0	Squasher_SpawnInfo	g_profile_FM_BATTAN	actor_profile_0x1c	84	True	84	292		unlocated: no separate group-flags field is read from this descriptor by the recovered fBase_c/dActor_c constructors	0x02000000	0x00000000	0x00500000	0x01000000	0x01000000	ov023	0x02111728	Squasher_Spawn	src/actors/daObjFm_Battan_c.cpp	daObjFm_Battan_c_classInit	new_plus_inlined_ctor	0x0000037c	0x02111fe4	daObjFm_Battan_c	SM64DS RTTI ov023:0x02111fa0		d_a_obj_fm_battan.cpp	0x21111a0	0x2111760	yes	yes	eligible=unique_registry_context+rom_profile_id+unique_class_factory
85	DL_PYRAMID	symbols/actor_debug_names.tsv (literal ROM string table)	0x02090074	1	1	False	ov024	0x02113804	PyramidTop_SpawnInfo	g_profile_DL_PYRAMID	actor_profile_0x1c	85	True	85	248		unlocated: no separate group-flags field is read from this descriptor by the recovered fBase_c/dActor_c constructors	0x00000000	0x00064000	0x000fa000	0x00c80000	0x00640000	ov024	0x02111874	PyramidTop_Spawn	src/PyramidTop_Spawn.c	daObjDlPyramid_c_classInit	new_plus_inlined_ctor	0x000003b8	0x021138c8	daObjDlPyramid_c	SM64DS RTTI ov024:0x021137cc		d_a_obj_dl_pyramid.cpp	0x21111a0	0x21118ac	yes	yes	eligible=unique_registry_context+rom_profile_id+unique_class_factory
86	DL_PYRAMID_DUMMY	symbols/actor_debug_names.tsv (literal ROM string table)	0x020907c0	1	1	False	ov024	0x02113820	PyramidTag_SpawnInfo	g_profile_DL_PYRAMID_DUMMY	actor_profile_0x1c	86	True	86	249		unlocated: no separate group-flags field is read from this descriptor by the recovered fBase_c/dActor_c constructors	0x00000001	0x00064000	0x000fa000	0x00c80000	0x00640000	ov024	0x0211183c	PyramidTag_Spawn	src/PyramidTag_Spawn.c	daObjDlPyramidDummy_c_classInit	new_plus_inlined_ctor	0x0000010c	0x02113844	daObjDlPyramidDummy_c	SM64DS RTTI ov024:0x021137c0		d_a_obj_dl_pyramid_dummy.cpp	0x21111a0	0x21118ac	yes	yes	eligible=unique_registry_context+rom_profile_id+unique_class_factory
87	DP_BROCK	symbols/actor_debug_names.tsv (literal ROM string table)	0x0208fb04	1	1	False	ov025	0x021138f0	PyramidStep_SpawnInfo	g_profile_DP_BROCK	actor_profile_0x1c	87	True	87	246		unlocated: no separate group-flags field is read from this descriptor by the recovered fBase_c/dActor_c constructors	0x00000002	0x000fa000	0x001f4000	0x01900000	0x00c80000	ov025	0x021120ac	PyramidStep_Spawn	src/PyramidStep_Spawn.c	daObjDpBrock_c_classInit	new_plus_inlined_ctor	0x000003a4	0x02113914	daObjDpBrock_c	SM64DS RTTI ov025:0x021138d0		d_a_obj_dp_brock.cpp	0x2111d40	0x21120e4	yes	yes	eligible=unique_registry_context+rom_profile_id+unique_class_factory
88	DP_LIFT	symbols/actor_debug_names.tsv (literal ROM string table)	0x0208f8b0	1	1	False	ov025	0x021139b0	PyramidLift_SpawnInfo	g_profile_DP_LIFT	actor_profile_0x1c	88	True	88	247		unlocated: no separate group-flags field is read from this descriptor by the recovered fBase_c/dActor_c constructors	0x00000000	0x00000000	0x002bc000	0x00af0000	0x004b0000	ov025	0x021125f0	PyramidLift_Spawn	src/PyramidLift_Spawn.cpp	daDpLift_c_classInit	new_plus_inlined_ctor	0x000003fc	0x021139d4	daDpLift_c	SM64DS RTTI ov025:0x02113994		d_a_dp_lift.cpp	0x21120e4	0x2112654	yes	yes	eligible=unique_registry_context+rom_profile_id+unique_class_factory
89	WL_POLELIFT	symbols/actor_debug_names.tsv (literal ROM string table)	0x02090308	1	2	True	ov009	0x02113abc	MetalNet_SpawnInfo	g_profile_WL_POLELIFT	actor_profile_0x1c	339	False	339	339		unlocated: no separate group-flags field is read from this descriptor by the recovered fBase_c/dActor_c constructors	0x00000002	0x00000000	0x00500000	0x01000000	0x00000000	ov009	0x02112048	MetalNet_Spawn	src/MetalNet_Spawn.c	daObjMc_Metalnet_c_classInit	new_plus_inlined_ctor	0x00000320	0x02113ae0	daObjMc_Metalnet_c	SM64DS RTTI ov009:0x02113a98		d_a_obj_mc_metalnet.cpp	0x2111dc4	0x2112078	no	no	not_apply=overlay_multiplexed_registry_pointer
89	WL_POLELIFT	symbols/actor_debug_names.tsv (literal ROM string table)	0x02090308	2	2	True	ov026	0x02113abc	data_ov026_02113abc	g_profile_WL_POLELIFT	actor_profile_0x1c	89	True	89	250		unlocated: no separate group-flags field is read from this descriptor by the recovered fBase_c/dActor_c constructors	0x00000000	0x00000000	0x00400000	0x01000000	0x01000000	ov026	0x02111678	func_ov026_02111678	src/func_ov026_02111678.cpp	daObjWlPolelift_c_classInit	new_plus_inlined_ctor	0x000001e4	0x02113ae0	daObjWlPolelift_c	SM64DS RTTI ov026:0x02113a90		d_a_obj_wl_polelift.cpp	0x2111678	0x21116c8	no	no	not_apply=overlay_multiplexed_registry_pointer
90	WL_SUBMARINE	symbols/actor_debug_names.tsv (literal ROM string table)	0x020904c8	1	1	False	ov026	0x02113c48	Submarine_SpawnInfo	g_profile_WL_SUBMARINE	actor_profile_0x1c	90	True	90	251		unlocated: no separate group-flags field is read from this descriptor by the recovered fBase_c/dActor_c constructors	0x00000000	0x00000000	0x01000000	0x00000000	0x00000000	ov026	0x02111a70	Submarine_Spawn	src/Submarine_Spawn.c	daObjWlSubmarine_c_classInit	new_plus_inlined_ctor	0x00000320	0x02113c6c	daObjWlSubmarine_c	SM64DS RTTI ov026:0x02113c24		d_a_obj_wl_submarine.cpp	0x21118b8	0x2111aa0	yes	yes	eligible=unique_registry_context+rom_profile_id+unique_class_factory
91	WL_KOOPA_SHUTTER	symbols/actor_debug_names.tsv (literal ROM string table)	0x020907d4	1	1	False	ov026	0x02113b80	BowserShutter_SpawnInfo	g_profile_WL_KOOPA_SHUTTER	actor_profile_0x1c	91	True	91	252		unlocated: no separate group-flags field is read from this descriptor by the recovered fBase_c/dActor_c constructors	0x00000000	0x00000000	0x00000000	0x00000000	0x00000000	ov026	0x02111888	BowserShutter_Spawn	src/BowserShutter_Spawn.c	daObjWlKoopaShutter_c_classInit	new_plus_inlined_ctor	0x00000320	0x02113ba4	daObjWlKoopaShutter_c	SM64DS RTTI ov026:0x02113b5c		d_a_obj_wl_koopa_shutter.cpp	0x21116c8	0x21118b8	yes	yes	eligible=unique_registry_context+rom_profile_id+unique_class_factory
92	SL_ICEBLOCK	symbols/actor_debug_names.tsv (literal ROM string table)	0x02090314	1	1	False	ov027	0x021137e4	SlidingIceSpawner_SpawnInfo	g_profile_SL_ICEBLOCK	actor_profile_0x1c	92	True	92	263		unlocated: no separate group-flags field is read from this descriptor by the recovered fBase_c/dActor_c constructors	0x00000002	0x00060000	0x00500000	0x01500000	0x00000000	ov027	0x02111594	SlidingIceSpawner_Spawn	src/SlidingIceSpawner_Spawn.c	daObjSlIceBlock_c_classInit	new_plus_inlined_ctor	0x0000032c	0x02113824	daObjSlIceBlock_c	SM64DS RTTI ov027:0x021137c4	ov027:0x02111564;ov027:0x02111594	d_a_obj_sl_ice_block.cpp	0x21111a0	0x21115c4	yes	no	not_apply=global_classinit_name_collision
93	SL_ICEBLOCK_SHOT	symbols/actor_debug_names.tsv (literal ROM string table)	0x020907e8	1	2	True	ov027	0x02113800	SlidingIce_SpawnInfo	g_profile_SL_ICEBLOCK_SHOT	actor_profile_0x1c	93	True	93	264		unlocated: no separate group-flags field is read from this descriptor by the recovered fBase_c/dActor_c constructors	0x00000002	0x00060000	0x00500000	0x01500000	0x00000000	ov027	0x02111564	SlidingIce_Spawn	src/SlidingIce_Spawn.c	daObjSlIceBlock_c_classInit	new_plus_inlined_ctor	0x0000032c	0x02113824	daObjSlIceBlock_c	SM64DS RTTI ov027:0x021137c4	ov027:0x02111564;ov027:0x02111594	d_a_obj_sl_ice_block.cpp	0x21111a0	0x21115c4	no	no	not_apply=overlay_multiplexed_registry_pointer+global_classinit_name_collision
93	SL_ICEBLOCK_SHOT	symbols/actor_debug_names.tsv (literal ROM string table)	0x020907e8	2	2	True	ov032	0x02113800	data_ov032_02113800	g_profile_SL_ICEBLOCK_SHOT	actor_profile_0x1c	228	False	228	82		unlocated: no separate group-flags field is read from this descriptor by the recovered fBase_c/dActor_c constructors	0x00000003	0x00000000	0x003e8000	0x01000000	0x01000000	ov032	0x0211244c	func_ov032_0211244c	src/func_ov032_0211244c.c	daBakubaku_c_classInit	new_plus_inlined_ctor	0x00000438	0x02113824	daBakubaku_c	SM64DS RTTI ov032:0x021137e4		d_a_bakubaku.cpp	0x211244c	0x21124a8	no	no	not_apply=overlay_multiplexed_registry_pointer
94	WC_UKISIMA	symbols/actor_debug_names.tsv (literal ROM string table)	0x02090098	1	1	False	ov029	0x02113ff4	daObjWc_Obj07_c_SpawnInfo	g_profile_WC_UKISIMA	actor_profile_0x1c	94	True	94	270		unlocated: no separate group-flags field is read from this descriptor by the recovered fBase_c/dActor_c constructors	0x00000002	0x00000000	0x00110000	0x01c20000	0x00640000	ov029	0x02112168	daObjWc_Obj07_c_Spawn	src/daObjWc_Obj07_c_Spawn.c	daObjWc_Obj07_c_classInit	new_plus_inlined_ctor	0x00000320	0x02114018	daObjWc_Obj07_c	SM64DS RTTI ov029:0x02113fc8		d_a_obj_wc_obj07.cpp	0x2112080	0x21121a4	yes	yes	eligible=unique_registry_context+rom_profile_id+unique_class_factory
95	WC_OBJ01	symbols/actor_debug_names.tsv (literal ROM string table)	0x0208fb28	1	1	False	ov029	0x02113c08	FloatOnWaterPlatformWdwSquare_SpawnInfo	g_profile_WC_OBJ01	actor_profile_0x1c	95	True	95	271		unlocated: no separate group-flags field is read from this descriptor by the recovered fBase_c/dActor_c constructors	0x00000002	0x00060000	0x00300000	0x02000000	0x00000000	ov029	0x02111340	FloatOnWaterPlatformWdwSquare_Spawn	src/FloatOnWaterPlatformWdwSquare_Spawn.c	daObjWcObj01_c_classInit	new_plus_inlined_ctor	0x00000348	0x02113c2c	daObjWcObj01_c	SM64DS RTTI ov029:0x02113bdc		d_a_obj_wc_obj01.cpp	0x21111a0	0x211137c	yes	yes	eligible=unique_registry_context+rom_profile_id+unique_class_factory
96	WC_OBJ02	symbols/actor_debug_names.tsv (literal ROM string table)	0x0208fa8c	1	1	False	ov029	0x02113ccc	ArrowLift_SpawnInfo	g_profile_WC_OBJ02	actor_profile_0x1c	96	True	96	272		unlocated: no separate group-flags field is read from this descriptor by the recovered fBase_c/dActor_c constructors	0x00000002	0x00000000	0x00100000	0x01000000	0x01000000	ov029	0x021116f8	ArrowLift_Spawn	src/ArrowLift_Spawn.c	daObjWc_Obj02_c_classInit	new_plus_inlined_ctor	0x00000328	0x02113cf0	daObjWc_Obj02_c	SM64DS RTTI ov029:0x02113cac		d_a_obj_wc_obj02.cpp	0x211137c	0x2111728	yes	yes	eligible=unique_registry_context+rom_profile_id+unique_class_factory
97	WC_OBJ03	symbols/actor_debug_names.tsv (literal ROM string table)	0x0208fb34	1	1	False	ov029	0x02113d90	daObjWc_Obj03_c_SpawnInfo	g_profile_WC_OBJ03	actor_profile_0x1c	97	True	97	273		unlocated: no separate group-flags field is read from this descriptor by the recovered fBase_c/dActor_c constructors	0x00000002	0x00000000	0x00040000	0x01000000	0x00000000	ov029	0x02111a84	daObjWc_Obj03_c_Spawn	src/daObjWc_Obj03_c_Spawn.c	daObjWc_Obj03_c_classInit	new_plus_inlined_ctor	0x00000160	0x02113db4	daObjWc_Obj03_c	SM64DS RTTI ov029:0x02113d70		d_a_obj_wc_obj03.cpp	0x2111728	0x2111ac4	yes	yes	eligible=unique_registry_context+rom_profile_id+unique_class_factory
98	WC_OBJ04	symbols/actor_debug_names.tsv (literal ROM string table)	0x0208fa98	1	1	False	ov029	0x0211417c	SwitchActivatedPlank_SpawnInfo	g_profile_WC_OBJ04	actor_profile_0x1c	98	True	98	274		unlocated: no separate group-flags field is read from this descriptor by the recovered fBase_c/dActor_c constructors	0x00000002	0x00060000	0x00100000	0x01000000	0x01000000	ov029	0x02112964	SwitchActivatedPlank_Spawn	src/SwitchActivatedPlank_Spawn.c	daObjWc_Obj04_c_classInit	new_plus_inlined_ctor	0x000003a8	0x021141a0	daObjWc_Obj04_c	SM64DS RTTI ov029:0x0211415c		d_a_obj_wc_obj04.cpp	0x2112630	0x211299c	yes	yes	eligible=unique_registry_context+rom_profile_id+unique_class_factory
99	WC_OBJ05	symbols/actor_debug_names.tsv (literal ROM string table)	0x0208fb88	1	1	False	ov029	0x02113e50	daObjWc_Obj05_c_SpawnInfo	g_profile_WC_OBJ05	actor_profile_0x1c	99	True	99	275		unlocated: no separate group-flags field is read from this descriptor by the recovered fBase_c/dActor_c constructors	0x00000002	0x00000000	0x00250000	0x02000000	0x02000000	ov029	0x02111e74	daObjWc_Obj05_c_Spawn	src/daObjWc_Obj05_c_Spawn.c	daObjWc_Obj05_c_classInit	new_plus_inlined_ctor	0x00000330	0x02113e74	daObjWc_Obj05_c	SM64DS RTTI ov029:0x02113e30		d_a_obj_wc_obj05.cpp	0x2111ac4	0x2111ea4	yes	yes	eligible=unique_registry_context+rom_profile_id+unique_class_factory
100	WC_OBJ06	symbols/actor_debug_names.tsv (literal ROM string table)	0x0208fb40	1	1	False	ov029	0x02113f20	FloatOnWaterPlatformWdwRectangle_SpawnInfo	g_profile_WC_OBJ06	actor_profile_0x1c	100	True	100	276		unlocated: no separate group-flags field is read from this descriptor by the recovered fBase_c/dActor_c constructors	0x00000002	0x00060000	0x00300000	0x02000000	0x00000000	ov029	0x02112044	FloatOnWaterPlatformWdwRectangle_Spawn	src/FloatOnWaterPlatformWdwRectangle_Spawn.c	daObjWcObj06_c_classInit	new_plus_inlined_ctor	0x00000348	0x02113f44	daObjWcObj06_c	SM64DS RTTI ov029:0x02113ef4		d_a_obj_wc_obj06.cpp	0x2111ea4	0x2112080	yes	yes	eligible=unique_registry_context+rom_profile_id+unique_class_factory
101	WC_MIZU	symbols/actor_debug_names.tsv (literal ROM string table)	0x0208f9a0	1	1	False	ov029	0x021140b8	WDW_Water_SpawnInfo	g_profile_WC_MIZU	actor_profile_0x1c	101	True	101	277		unlocated: no separate group-flags field is read from this descriptor by the recovered fBase_c/dActor_c constructors	0x00000000	0x00096000	0x00096000	0x00fa0000	0x00fa0000	ov029	0x021125f8	WDW_Water_Spawn	src/WDW_Water_Spawn.c	daObjWc_Mizu_c_classInit	new_plus_inlined_ctor	0x00000348	0x021140dc	daObjWc_Mizu_c	SM64DS RTTI ov029:0x02114098		d_a_obj_wc_mizu.cpp	0x21121a4	0x2112630	yes	yes	eligible=unique_registry_context+rom_profile_id+unique_class_factory
102	HM_MARUTA	symbols/actor_debug_names.tsv (literal ROM string table)	0x0208fe64	1	1	False	ov030	0x02115a24	RollingLogTtm_SpawnInfo	g_profile_HM_MARUTA	actor_profile_0x1c	102	True	102	265		unlocated: no separate group-flags field is read from this descriptor by the recovered fBase_c/dActor_c constructors	0x00000002	0x00000000	0x00500000	0x02000000	0x00000000	ov030	0x0211164c	RollingLogTtm_Spawn	src/RollingLogTtm_Spawn.c	daObjHmMaruta_c_classInit	new_plus_inlined_ctor	0x00000344	0x02115a48	daObjHmMaruta_c	SM64DS RTTI ov030:0x021159f8		d_a_obj_hm_maruta.cpp	0x211155c	0x2111688	yes	yes	eligible=unique_registry_context+rom_profile_id+unique_class_factory
103	HM_BASKET	symbols/actor_debug_names.tsv (literal ROM string table)	0x0208fe70	1	1	False	ov030	0x02115950	UkikiCage_SpawnInfo	g_profile_HM_BASKET	actor_profile_0x1c	103	True	103	128		unlocated: no separate group-flags field is read from this descriptor by the recovered fBase_c/dActor_c constructors	0x00000003	0x000be000	0x000be000	0x01000000	0x01000000	ov030	0x02111524	UkikiCage_Spawn	src/UkikiCage_Spawn.c	daObjHmBskt_c_classInit	new_plus_inlined_ctor	0x000004e0	0x02115974	daObjHmBskt_c	SM64DS RTTI ov030:0x02115934		d_a_obj_hm_bskt.cpp	0x21111a0	0x211155c	yes	yes	eligible=unique_registry_context+rom_profile_id+unique_class_factory
104	TT_FUTA	symbols/actor_debug_names.tsv (literal ROM string table)	0x0208f938	1	2	True	ov033	0x02112358	TinyCover_SpawnInfo	g_profile_TT_FUTA	actor_profile_0x1c	104	True	104	266		unlocated: no separate group-flags field is read from this descriptor by the recovered fBase_c/dActor_c constructors	0x00000002	0x00000000	0x00200000	0x01000000	0x00000000	ov033	0x021113a4	TinyCover_Spawn	src/TinyCover_Spawn.c	daObjTtFuta_c_classInit	new_plus_inlined_ctor	0x00000320	0x0211237c	daObjTtFuta_c	SM64DS RTTI ov033:0x0211233c		d_a_obj_tt_futa.cpp	0x21111a0	0x21113d4	no	no	not_apply=overlay_multiplexed_registry_pointer
104	TT_FUTA	symbols/actor_debug_names.tsv (literal ROM string table)	0x0208f938	2	2	True	ov047	0x02112358	data_ov047_02112358	g_profile_TT_FUTA	actor_profile_0x1c	156	False	156	227		unlocated: no separate group-flags field is read from this descriptor by the recovered fBase_c/dActor_c constructors	0x00000002	0x00000000	0x00380000	0x02000000	0x00000000	ov047	0x021113bc	func_ov047_021113bc	src/actors/daObjKm3_Kaitendai_c.cpp	daObjKm3_Kaitendai_c_classInit	new_plus_inlined_ctor	0x00000320	0x0211237c	daObjKm3_Kaitendai_c	SM64DS RTTI ov047:0x02112328		d_a_obj_km3_kaitendai.cpp	0x21113bc	0x21113f8	no	no	not_apply=overlay_multiplexed_registry_pointer
105	TT_WATER	symbols/actor_debug_names.tsv (literal ROM string table)	0x0208fb64	1	1	False	ov033	0x0211241c	TinyWater_SpawnInfo	g_profile_TT_WATER	actor_profile_0x1c	105	True	105	267		unlocated: no separate group-flags field is read from this descriptor by the recovered fBase_c/dActor_c constructors	0x00000000	0x00064000	0x000fa000	0x00c80000	0x00640000	ov033	0x02111690	TinyWater_Spawn	src/TinyWater_Spawn.c	daObjTtWater_c_classInit	new_plus_inlined_ctor	0x00000340	0x02112440	daObjTtWater_c	SM64DS RTTI ov033:0x021123fc		d_a_obj_tt_water.cpp	0x21113d4	0x21116c8	yes	yes	eligible=unique_registry_context+rom_profile_id+unique_class_factory
106	TD_FUTA	symbols/actor_debug_names.tsv (literal ROM string table)	0x0208f988	1	1	False	ov032	0x021138bc	HugeCover_SpawnInfo	g_profile_TD_FUTA	actor_profile_0x1c	106	True	106	268		unlocated: no separate group-flags field is read from this descriptor by the recovered fBase_c/dActor_c constructors	0x00000006	0x00064000	0x000fa000	0x00c80000	0x00640000	ov032	0x02112668	HugeCover_Spawn	src/HugeCover_Spawn.c	daObjTdFuta_c_classInit	new_plus_inlined_ctor	0x00000320	0x021138e0	daObjTdFuta_c	SM64DS RTTI ov032:0x021138a0		d_a_obj_td_futa.cpp	0x21124a8	0x2112698	yes	yes	eligible=unique_registry_context+rom_profile_id+unique_class_factory
107	TD_WATER	symbols/actor_debug_names.tsv (literal ROM string table)	0x0208fb7c	1	1	False	ov032	0x02113980	HugeWater_SpawnInfo	g_profile_TD_WATER	actor_profile_0x1c	107	True	107	269		unlocated: no separate group-flags field is read from this descriptor by the recovered fBase_c/dActor_c constructors	0x00000000	0x00064000	0x00258000	0x01f40000	0x00050000	ov032	0x021128b8	HugeWater_Spawn	src/HugeWater_Spawn.c	daObjTdWater_c_classInit	new_plus_inlined_ctor	0x00000334	0x021139a4	daObjTdWater_c	SM64DS RTTI ov032:0x02113960		d_a_obj_td_water.cpp	0x2112698	0x21128f0	yes	yes	eligible=unique_registry_context+rom_profile_id+unique_class_factory
108	CT_MECHA01	symbols/actor_debug_names.tsv (literal ROM string table)	0x020900c8	1	1	False	ov065	0x0211cfe8	TtcRotatingCube_SpawnInfo	g_profile_CT_MECHA01	actor_profile_0x1c	108	True	108	231		unlocated: no separate group-flags field is read from this descriptor by the recovered fBase_c/dActor_c constructors	0x00000000	0x00000000	0x001c0000	0x01000000	0x02000000	ov065	0x02119efc	TtcRotatingCube_Spawn	src/TtcRotatingCube_Spawn.c	daObjCtRotateBlock_c_classInit	new_plus_inlined_ctor	0x000003d8	0x0211d028	daObjCtRotateBlock_c	SM64DS RTTI ov065:0x0211cfac	ov065:0x02119ebc;ov065:0x02119efc	d_a_obj_ct_rotate_block.cpp	0x21196d8	0x2119f3c	yes	no	not_apply=global_classinit_name_collision
109	CT_MECHA02	symbols/actor_debug_names.tsv (literal ROM string table)	0x020900d4	1	1	False	ov065	0x0211d004	TtcRotatingPrism_SpawnInfo	g_profile_CT_MECHA02	actor_profile_0x1c	109	True	109	232		unlocated: no separate group-flags field is read from this descriptor by the recovered fBase_c/dActor_c constructors	0x00000000	0x00000000	0x00200000	0x01000000	0x02000000	ov065	0x02119ebc	TtcRotatingPrism_Spawn	src/TtcRotatingPrism_Spawn.c	daObjCtRotateBlock_c_classInit	new_plus_inlined_ctor	0x000003d8	0x0211d028	daObjCtRotateBlock_c	SM64DS RTTI ov065:0x0211cfac	ov065:0x02119ebc;ov065:0x02119efc	d_a_obj_ct_rotate_block.cpp	0x21196d8	0x2119f3c	yes	no	not_apply=global_classinit_name_collision
110	CT_MECHA03	symbols/actor_debug_names.tsv (literal ROM string table)	0x020900e0	1	1	False	ov065	0x0211d0c8	data_ov065_0211d0c8	g_profile_CT_MECHA03	actor_profile_0x1c	110	True	110	233		unlocated: no separate group-flags field is read from this descriptor by the recovered fBase_c/dActor_c constructors						ov065	0x0211a45c	func_ov065_0211a45c	src/func_ov065_0211a45c.c	daObjCtMecha03_c_classInit	new_plus_inlined_ctor	0x00000388	0x0211d0ec	daObjCtMecha03_c	SM64DS RTTI ov065:0x0211d0a8		d_a_obj_ct_mecha03.cpp	0x211a45c	0x211a494	yes	yes	eligible=unique_registry_context+rom_profile_id+unique_class_factory
111	CT_MECHA04L	symbols/actor_debug_names.tsv (literal ROM string table)	0x02090320	1	1	False	ov065	0x0211d1c8	TtcConveyorBeltLarge_SpawnInfo	g_profile_CT_MECHA04L	actor_profile_0x1c	111	True	111	234		unlocated: no separate group-flags field is read from this descriptor by the recovered fBase_c/dActor_c constructors	0x00000002	0x00060000	0x00600000	0x01000000	0x01000000	ov065	0x0211aae0	TtcConveyorBeltLarge_Spawn	src/TtcConveyorBeltLarge_Spawn.cpp	daObjCtMecha04_c_classInit	new_plus_inlined_ctor	0x000003a0	0x0211d1ec	daObjCtMecha04_c	SM64DS RTTI ov065:0x0211d174	ov065:0x0211aae0;ov065:0x0211ab20	d_a_obj_ct_mecha04.cpp	0x211a494	0x211ab60	yes	no	not_apply=global_classinit_name_collision
112	CT_MECHA04S	symbols/actor_debug_names.tsv (literal ROM string table)	0x02090338	1	1	False	ov065	0x0211d1ac	TtcConveyorBeltSmall_SpawnInfo	g_profile_CT_MECHA04S	actor_profile_0x1c	112	True	112	235		unlocated: no separate group-flags field is read from this descriptor by the recovered fBase_c/dActor_c constructors	0x00000002	0x00060000	0x00400000	0x01000000	0x01000000	ov065	0x0211ab20	TtcConveyorBeltSmall_Spawn	src/TtcConveyorBeltSmall_Spawn.cpp	daObjCtMecha04_c_classInit	new_plus_inlined_ctor	0x000003a0	0x0211d1ec	daObjCtMecha04_c	SM64DS RTTI ov065:0x0211d174	ov065:0x0211aae0;ov065:0x0211ab20	d_a_obj_ct_mecha04.cpp	0x211a494	0x211ab60	yes	no	not_apply=global_classinit_name_collision
