module	addr	old	new	why
ov002	0x020b412c	func_ov002_020b412c	BrickBlock_Spawn	spawnfunc
ov002	0x020b415c	func_ov002_020b415c	_ZN10BrickBlockD1Ev	vtable slot 16
ov002	0x020b4180	func_ov002_020b4180	_ZN10BrickBlockD0Ev	vtable slot 17
ov002	0x020b4394	func_ov002_020b4394	_ZN10BrickBlock16CleanupResourcesEv	vtable slot 3
ov002	0x020b440c	func_ov002_020b440c	_ZN10BrickBlock8BehaviorEv	vtable slot 6
ov002	0x020b451c	func_ov002_020b451c	_ZN10BrickBlock13InitResourcesEv	vtable slot 0
ov002	0x020b45e0	func_ov002_020b45e0	SilverStarBlockTag_Spawn	spawnfunc
ov002	0x020b4610	func_ov002_020b4610	GreenShellBlockTag_Spawn	spawnfunc
ov002	0x020b4640	func_ov002_020b4640	MegaMushroomBlockTag_Spawn	spawnfunc
ov002	0x020b4670	func_ov002_020b4670	OneUpMushroomBlockTag_Spawn	spawnfunc
ov002	0x020b46a0	func_ov002_020b46a0	_ZN21MegaMushroomCreateTagD1Ev	vtable slot 16
ov002	0x020b46d0	func_ov002_020b46d0	_ZN21MegaMushroomCreateTagD0Ev	vtable slot 17
ov002	0x020b482c	func_ov002_020b482c	_ZN21MegaMushroomCreateTag16CleanupResourcesEv	vtable slot 3
ov002	0x020b4850	func_ov002_020b4850	_ZN21MegaMushroomCreateTag8BehaviorEv	vtable slot 6
ov002	0x020b49a8	func_ov002_020b49a8	_ZN21MegaMushroomCreateTag13InitResourcesEv	vtable slot 0
ov002	0x020b4a00	func_ov002_020b4a00	MegaMushroomCreateTag_Spawn	spawnfunc
ov002	0x020b4a38	func_ov002_020b4a38	MegaMushroomTag_Spawn	spawnfunc
ov002	0x020b4ed8	func_ov002_020b4ed8	_ZN14QuestionSwitchD1Ev	vtable slot 16
ov002	0x020b4f44	func_ov002_020b4f44	_ZN14QuestionSwitchD0Ev	vtable slot 17
ov002	0x020b512c	func_ov002_020b512c	_ZN14QuestionSwitch16CleanupResourcesEv	vtable slot 3
ov002	0x020b51ac	func_ov002_020b51ac	_ZN14QuestionSwitch6RenderEv	vtable slot 9
ov002	0x020b51dc	func_ov002_020b51dc	_ZN14QuestionSwitch8BehaviorEv	vtable slot 6
ov002	0x020b5500	func_ov002_020b5500	_ZN14QuestionSwitch13InitResourcesEv	vtable slot 0
ov002	0x020b56d8	func_ov002_020b56d8	QuestionSwitch_Spawn	spawnfunc
ov002	0x020b5734	func_ov002_020b5734	_ZN9BlueFlameD1Ev	vtable slot 16
ov002	0x020b5764	func_ov002_020b5764	_ZN9BlueFlameD0Ev	vtable slot 17
ov002	0x020b57a8	func_ov002_020b57a8	_ZN9BlueFlame8BehaviorEv	vtable slot 6
ov002	0x020b5940	func_ov002_020b5940	_ZN9BlueFlame13InitResourcesEv	vtable slot 0
ov002	0x020b59a8	func_ov002_020b59a8	BlueFlame_Spawn	spawnfunc
ov002	0x020b59e0	func_ov002_020b59e0	RedFlame_Spawn	spawnfunc
ov002	0x020b6dd8	func_ov002_020b6dd8	PoppingLavaBubbles_Spawn	spawnfunc
ov002	0x020b6e08	func_ov002_020b6e08	_ZN18PoppingLavaBubblesD1Ev	vtable slot 16
ov002	0x020b6e2c	func_ov002_020b6e2c	_ZN18PoppingLavaBubblesD0Ev	vtable slot 17
ov002	0x020b6e64	func_ov002_020b6e64	_ZN18PoppingLavaBubbles8BehaviorEv	vtable slot 6
ov002	0x020b6eac	func_ov002_020b6eac	_ZN18PoppingLavaBubbles13InitResourcesEv	vtable slot 0
ov002	0x020b6ee8	func_ov002_020b6ee8	WaterfallMist_Spawn	spawnfunc
ov002	0x020b6f18	func_ov002_020b6f18	_ZN13WaterfallMistD1Ev	vtable slot 16
ov002	0x020b6f68	func_ov002_020b6f68	_ZN13WaterfallMistD0Ev	vtable slot 17
ov002	0x020b8284	func_ov002_020b8284	_ZN13WaterfallMist16CleanupResourcesEv	vtable slot 3
ov002	0x020b8394	func_ov002_020b8394	_ZN13WaterfallMist16OnPendingDestroyEv	vtable slot 12
ov002	0x020b83c4	func_ov002_020b83c4	_ZN13WaterfallMist6RenderEv	vtable slot 9
ov002	0x020b84a8	func_ov002_020b84a8	_ZN13WaterfallMist8BehaviorEv	vtable slot 6
ov002	0x020b86d0	func_ov002_020b86d0	_ZN13WaterfallMist13InitResourcesEv	vtable slot 0
ov002	0x020b8b98	func_ov002_020b8b98	Cap_Spawn	spawnfunc
ov002	0x020b910c	func_ov002_020b910c	PushBlock_Spawn	spawnfunc
ov002	0x020b9148	func_ov002_020b9148	_ZN9PushBlockD1Ev	vtable slot 16
ov002	0x020b9198	func_ov002_020b9198	_ZN9PushBlockD0Ev	vtable slot 17
ov002	0x020b9a7c	func_ov002_020b9a7c	_ZN9PushBlock16CleanupResourcesEv	vtable slot 3
ov002	0x020b9aac	func_ov002_020b9aac	_ZN9PushBlock6RenderEv	vtable slot 9
ov002	0x020b9b70	func_ov002_020b9b70	_ZN9PushBlock8BehaviorEv	vtable slot 6
ov002	0x020b9c00	func_ov002_020b9c00	_ZN9PushBlock13InitResourcesEv	vtable slot 0
ov002	0x020b9e0c	func_ov002_020b9e0c	PowerFlower_Spawn	spawnfunc
ov002	0x020b9e64	func_ov002_020b9e64	_ZN10StarSwitchD1Ev	vtable slot 16
ov002	0x020b9ea8	func_ov002_020b9ea8	_ZN10StarSwitchD0Ev	vtable slot 17
ov002	0x020ba568	func_ov002_020ba568	_ZN10StarSwitch16CleanupResourcesEv	vtable slot 3
ov002	0x020ba5f4	func_ov002_020ba5f4	_ZN10StarSwitch6RenderEv	vtable slot 9
ov002	0x020ba624	func_ov002_020ba624	_ZN10StarSwitch8BehaviorEv	vtable slot 6
ov002	0x020ba83c	func_ov002_020ba83c	_ZN10StarSwitch13InitResourcesEv	vtable slot 0
ov002	0x020baaac	func_ov002_020baaac	StarSwitch_Spawn	spawnfunc
ov002	0x020baadc	func_ov002_020baadc	ExclamationSwitch_Spawn	spawnfunc
ov002	0x020badd0	func_ov002_020badd0	_ZN8SignPostD1Ev	vtable slot 16
ov002	0x020bae2c	func_ov002_020bae2c	_ZN8SignPostD0Ev	vtable slot 17
ov002	0x020bbdec	func_ov002_020bbdec	_ZN8SignPost16CleanupResourcesEv	vtable slot 3
ov002	0x020bbe30	func_ov002_020bbe30	_ZN8SignPost6RenderEv	vtable slot 9
ov002	0x020bbea4	func_ov002_020bbea4	_ZN8SignPost8BehaviorEv	vtable slot 6
ov002	0x020bc240	func_ov002_020bc240	_ZN8SignPost13InitResourcesEv	vtable slot 0
ov002	0x020bc3c8	func_ov002_020bc3c8	SignPost_Spawn	spawnfunc
ov002	0x020bc5a8	func_ov002_020bc5a8	Seaweed_Spawn	spawnfunc
ov002	0x020bc5e0	func_ov002_020bc5e0	_ZN7SeaweedD1Ev	vtable slot 16
ov002	0x020bc618	func_ov002_020bc618	_ZN7SeaweedD0Ev	vtable slot 17
ov002	0x020bc6a4	func_ov002_020bc6a4	_ZN7Seaweed16CleanupResourcesEv	vtable slot 3
ov002	0x020bc6d4	func_ov002_020bc6d4	_ZN7Seaweed6RenderEv	vtable slot 9
ov002	0x020bc6fc	func_ov002_020bc6fc	_ZN7Seaweed8BehaviorEv	vtable slot 6
ov002	0x020bc81c	func_ov002_020bc81c	_ZN7Seaweed13InitResourcesEv	vtable slot 0
ov002	0x020bc8b4	func_ov002_020bc8b4	HealingHeart_Spawn	spawnfunc
ov002	0x020bc8f4	func_ov002_020bc8f4	_ZN11CannonHatchD1Ev	vtable slot 16
ov002	0x020bc938	func_ov002_020bc938	_ZN11CannonHatchD0Ev	vtable slot 17
ov002	0x020bc9b0	func_ov002_020bc9b0	_ZN11CannonHatch16CleanupResourcesEv	vtable slot 3
ov002	0x020bc9f4	func_ov002_020bc9f4	_ZN11CannonHatch6RenderEv	vtable slot 9
ov002	0x020bca78	func_ov002_020bca78	_ZN11CannonHatch8BehaviorEv	vtable slot 6
ov002	0x020bcc20	func_ov002_020bcc20	_ZN11CannonHatch13InitResourcesEv	vtable slot 0
ov002	0x020bcccc	func_ov002_020bcccc	CannonHatch_Spawn	spawnfunc
ov002	0x020e6c40	func_ov002_020e6c40	_ZN9PowerStarD1Ev	vtable slot 16
ov002	0x020e6c90	func_ov002_020e6c90	_ZN9PowerStarD0Ev	vtable slot 17
ov002	0x020e6cf4	func_ov002_020e6cf4	_ZN10StarMarkerD1Ev	vtable slot 16
ov002	0x020e6d34	func_ov002_020e6d34	_ZN10StarMarkerD0Ev	vtable slot 17
ov002	0x020eab8c	func_ov002_020eab8c	_ZN10StarMarker16OnPendingDestroyEv	vtable slot 12
ov002	0x020eabcc	func_ov002_020eabcc	_ZN10StarMarker16CleanupResourcesEv	vtable slot 3
ov002	0x020eac18	func_ov002_020eac18	_ZN9PowerStar16CleanupResourcesEv	vtable slot 3
ov002	0x020eacb8	func_ov002_020eacb8	_ZN10StarMarker6RenderEv	vtable slot 9
ov002	0x020eacf4	func_ov002_020eacf4	_ZN9PowerStar6RenderEv	vtable slot 9
ov002	0x020ead90	func_ov002_020ead90	_ZN10StarMarker8BehaviorEv	vtable slot 6
ov002	0x020eb05c	func_ov002_020eb05c	_ZN9PowerStar8BehaviorEv	vtable slot 6
ov002	0x020eb204	func_ov002_020eb204	_ZN10StarMarker13InitResourcesEv	vtable slot 0
ov002	0x020eb63c	func_ov002_020eb63c	_ZN9PowerStar13InitResourcesEv	vtable slot 0
ov002	0x020ebe5c	func_ov002_020ebe5c	StarCamera_Spawn	spawnfunc
ov002	0x020ebe8c	func_ov002_020ebe8c	StarMarker_Spawn	spawnfunc
ov002	0x020ebed4	func_ov002_020ebed4	SilverStar_Spawn	spawnfunc
ov002	0x020ebf30	func_ov002_020ebf30	PowerStar_Spawn	spawnfunc
ov002	0x020ebf8c	func_ov002_020ebf8c	_ZN4TreeD1Ev	vtable slot 16
ov002	0x020ebfcc	func_ov002_020ebfcc	_ZN4TreeD0Ev	vtable slot 17
ov002	0x020ec020	func_ov002_020ec020	_ZN4Tree16CleanupResourcesEv	vtable slot 3
ov002	0x020ec0a0	func_ov002_020ec0a0	_ZN4Tree16OnPendingDestroyEv	vtable slot 12
ov002	0x020ec0a4	func_ov002_020ec0a4	_ZN4Tree6RenderEv	vtable slot 9
ov002	0x020ec1d8	func_ov002_020ec1d8	_ZN4Tree8BehaviorEv	vtable slot 6
ov002	0x020ec22c	func_ov002_020ec22c	_ZN4Tree13InitResourcesEv	vtable slot 0
ov002	0x020ec32c	func_ov002_020ec32c	Tree_Spawn	spawnfunc
ov002	0x020ec534	func_ov002_020ec534	Warp_Spawn	spawnfunc
ov002	0x020ec56c	func_ov002_020ec56c	_ZN8YoshiEggD1Ev	vtable slot 16
ov002	0x020ec5b4	func_ov002_020ec5b4	_ZN8YoshiEggD0Ev	vtable slot 17
ov002	0x020edf54	func_ov002_020edf54	_ZN8YoshiEgg16CleanupResourcesEv	vtable slot 3
ov002	0x020edf98	func_ov002_020edf98	_ZN8YoshiEgg6RenderEv	vtable slot 9
ov002	0x020ee010	func_ov002_020ee010	_ZN8YoshiEgg8BehaviorEv	vtable slot 6
ov002	0x020ee144	func_ov002_020ee144	_ZN8YoshiEgg13InitResourcesEv	vtable slot 0
ov002	0x020ee3d8	func_ov002_020ee3d8	YoshiEgg_Spawn	spawnfunc
ov002	0x020f085c	func_ov002_020f085c	InvisibleSecret_Spawn	spawnfunc
ov002	0x020f0894	func_ov002_020f0894	_ZN15InvisibleSecretD1Ev	vtable slot 16
ov002	0x020f08cc	func_ov002_020f08cc	_ZN15InvisibleSecretD0Ev	vtable slot 17
ov002	0x020f093c	func_ov002_020f093c	_ZN15InvisibleSecret16CleanupResourcesEv	vtable slot 3
ov002	0x020f0994	func_ov002_020f0994	_ZN15InvisibleSecret6RenderEv	vtable slot 9
ov002	0x020f0a60	func_ov002_020f0a60	_ZN15InvisibleSecret8BehaviorEv	vtable slot 6
ov002	0x020f0bd4	func_ov002_020f0bd4	_ZN15InvisibleSecret13InitResourcesEv	vtable slot 0
ov002	0x020f0d90	func_ov002_020f0d90	Number_Spawn	spawnfunc
ov002	0x020f0dd0	func_ov002_020f0dd0	_ZN9OneUpLogoD1Ev	vtable slot 16
ov002	0x020f0e08	func_ov002_020f0e08	_ZN9OneUpLogoD0Ev	vtable slot 17
ov002	0x020f0e78	func_ov002_020f0e78	_ZN9OneUpLogo16CleanupResourcesEv	vtable slot 3
ov002	0x020f0ea8	func_ov002_020f0ea8	_ZN9OneUpLogo6RenderEv	vtable slot 9
ov002	0x020f0f08	func_ov002_020f0f08	_ZN9OneUpLogo8BehaviorEv	vtable slot 6
ov002	0x020f107c	func_ov002_020f107c	_ZN9OneUpLogo13InitResourcesEv	vtable slot 0
ov002	0x020f1170	func_ov002_020f1170	OneUpLogo_Spawn	spawnfunc
ov002	0x020f15cc	func_ov002_020f15cc	BlueCoinSwitch_Spawn	spawnfunc
ov002	0x020f15fc	func_ov002_020f15fc	_ZN14BlueCoinSwitchD1Ev	vtable slot 16
ov002	0x020f162c	func_ov002_020f162c	_ZN14BlueCoinSwitchD0Ev	vtable slot 17
ov002	0x020f1670	func_ov002_020f1670	_ZN12EnemySpawnerD1Ev	vtable slot 16
ov002	0x020f1694	func_ov002_020f1694	_ZN12EnemySpawnerD0Ev	vtable slot 17
ov002	0x020f16cc	func_ov002_020f16cc	_ZN14BlueCoinSwitch16CleanupResourcesEv	vtable slot 3
ov002	0x020f16ec	func_ov002_020f16ec	_ZN12EnemySpawner8BehaviorEv	vtable slot 6
ov002	0x020f1760	func_ov002_020f1760	_ZN14BlueCoinSwitch8BehaviorEv	vtable slot 6
ov002	0x020f1814	func_ov002_020f1814	_ZN12EnemySpawner16CleanupResourcesEv	vtable slot 3
ov002	0x020f1838	func_ov002_020f1838	_ZN12EnemySpawner13InitResourcesEv	vtable slot 0
ov002	0x020f1878	func_ov002_020f1878	_ZN14BlueCoinSwitch13InitResourcesEv	vtable slot 0
ov002	0x020f1924	func_ov002_020f1924	EnemySpawner_Spawn	spawnfunc
ov002	0x020f1954	func_ov002_020f1954	EnemySwitchTag_Spawn	spawnfunc
ov002	0x020f198c	func_ov002_020f198c	_ZN14EnemySwitchTagD1Ev	vtable slot 16
ov002	0x020f19b0	func_ov002_020f19b0	_ZN14EnemySwitchTagD0Ev	vtable slot 17
ov002	0x020f19e8	func_ov002_020f19e8	_ZN14EnemySwitchTag16CleanupResourcesEv	vtable slot 3
ov002	0x020f19f0	func_ov002_020f19f0	_ZN14EnemySwitchTag16OnPendingDestroyEv	vtable slot 12
ov002	0x020f19f4	func_ov002_020f19f4	_ZN14EnemySwitchTag6RenderEv	vtable slot 9
ov002	0x020f19fc	func_ov002_020f19fc	_ZN14EnemySwitchTag8BehaviorEv	vtable slot 6
ov002	0x020f1ac4	func_ov002_020f1ac4	_ZN14EnemySwitchTag13InitResourcesEv	vtable slot 0
ov002	0x020f1b94	func_ov002_020f1b94	AmbientSoundEffects_Spawn	spawnfunc
ov002	0x020f1bc4	func_ov002_020f1bc4	_ZN19AmbientSoundEffectsD1Ev	vtable slot 16
ov002	0x020f1be8	func_ov002_020f1be8	_ZN19AmbientSoundEffectsD0Ev	vtable slot 17
ov002	0x020f1c50	func_ov002_020f1c50	_ZN19AmbientSoundEffects16CleanupResourcesEv	vtable slot 3
ov002	0x020f1c58	func_ov002_020f1c58	_ZN19AmbientSoundEffects16OnPendingDestroyEv	vtable slot 12
ov002	0x020f1c5c	func_ov002_020f1c5c	_ZN19AmbientSoundEffects6RenderEv	vtable slot 9
ov002	0x020f1c64	func_ov002_020f1c64	_ZN19AmbientSoundEffects8BehaviorEv	vtable slot 6
ov002	0x020f1eb4	func_ov002_020f1eb4	_ZN19AmbientSoundEffects13InitResourcesEv	vtable slot 0
ov002	0x020f1f40	func_ov002_020f1f40	MugenBgm_Spawn	spawnfunc
ov002	0x020f1f70	func_ov002_020f1f70	_ZN8MugenBgmD1Ev	vtable slot 16
ov002	0x020f1f94	func_ov002_020f1f94	_ZN8MugenBgmD0Ev	vtable slot 17
ov002	0x020f8028	func_ov002_020f8028	_ZN8MugenBgm16CleanupResourcesEv	vtable slot 3
ov002	0x020f80a8	func_ov002_020f80a8	_ZN8MugenBgm16OnPendingDestroyEv	vtable slot 12
ov002	0x020f80ac	func_ov002_020f80ac	_ZN8MugenBgm6RenderEv	vtable slot 9
ov002	0x020f81c4	func_ov002_020f81c4	_ZN8MugenBgm8BehaviorEv	vtable slot 6
ov002	0x020f83a4	func_ov002_020f83a4	_ZN8MugenBgm13InitResourcesEv	vtable slot 0
ov002	0x020f8808	func_ov002_020f8808	CutsceneObject_Spawn	spawnfunc
ov002	0x020f8858	func_ov002_020f8858	_ZN8FireballD1Ev	vtable slot 16
ov002	0x020f8898	func_ov002_020f8898	_ZN8FireballD0Ev	vtable slot 17
ov002	0x020f8c8c	func_ov002_020f8c8c	_ZN8Fireball6RenderEv	vtable slot 9
ov002	0x020f8c94	func_ov002_020f8c94	_ZN8Fireball8BehaviorEv	vtable slot 6
ov002	0x020f9204	func_ov002_020f9204	_ZN8Fireball13InitResourcesEv	vtable slot 0
ov002	0x020f9304	func_ov002_020f9304	Fireball_Spawn	spawnfunc
ov002	0x020f972c	func_ov002_020f972c	SoundObject_Spawn	spawnfunc
ov002	0x020feabc	func_ov002_020feabc	_ZN6BulletD1Ev	vtable slot 16
ov002	0x020feafc	func_ov002_020feafc	_ZN6BulletD0Ev	vtable slot 17
ov002	0x020fedf0	func_ov002_020fedf0	_ZN6Bullet16CleanupResourcesEv	vtable slot 3
ov002	0x020fee14	func_ov002_020fee14	_ZN6Bullet16OnPendingDestroyEv	vtable slot 12
ov002	0x020fee18	func_ov002_020fee18	_ZN6Bullet6RenderEv	vtable slot 9
ov002	0x020fee44	func_ov002_020fee44	_ZN6Bullet8BehaviorEv	vtable slot 6
ov002	0x020feef4	func_ov002_020feef4	_ZN6Bullet13InitResourcesEv	vtable slot 0
ov002	0x020fefcc	func_ov002_020fefcc	Bullet_Spawn	spawnfunc
ov002	0x02108388	data_ov002_02108388	OneUpMushroom_SpawnInfo	spawninfo
ov002	0x021083a4	data_ov002_021083a4	MegaMushroom_SpawnInfo	spawninfo
ov002	0x021083c8	data_ov002_021083c8	_ZTV13OneUpMushroom	vtable alloc=0x398
ov002	0x0210845c	data_ov002_0210845c	InvisiblePole_SpawnInfo	spawninfo
ov002	0x02108518	data_ov002_02108518	CameraTag_SpawnInfo	spawninfo
ov002	0x0210853c	data_ov002_0210853c	_ZTV13InvisiblePole	vtable alloc=0x108
ov002	0x021085d4	data_ov002_021085d4	VirtualDoor_SpawnInfo	spawninfo
ov002	0x021085f8	data_ov002_021085f8	_ZTV9CameraTag	vtable alloc=0xd4
ov002	0x02108690	data_ov002_02108690	Exit_SpawnInfo	spawninfo
ov002	0x021086b4	data_ov002_021086b4	_ZTV11VirtualDoor	vtable alloc=0xd4
ov002	0x02108790	data_ov002_02108790	Coin_SpawnInfo	spawninfo
ov002	0x021087ac	data_ov002_021087ac	RedCoin_SpawnInfo	spawninfo
ov002	0x021087c8	data_ov002_021087c8	BlueCoin_SpawnInfo	spawninfo
ov002	0x021087ec	data_ov002_021087ec	_ZTV4Coin	vtable alloc=0x3b4
ov002	0x02108884	data_ov002_02108884	WingFeather_SpawnInfo	spawninfo
ov002	0x021088a8	data_ov002_021088a8	_ZTV11WingFeather	vtable alloc=0x388
ov002	0x02108940	data_ov002_02108940	Bubble_SpawnInfo	spawninfo
ov002	0x02108a24	data_ov002_02108a24	BrickBlock_SpawnInfo	spawninfo
ov002	0x02108a40	data_ov002_02108a40	BigBrickBlock_SpawnInfo	spawninfo
ov002	0x02108a5c	data_ov002_02108a5c	BrickBlockSwitchActivated_SpawnInfo	spawninfo
ov002	0x02108a78	data_ov002_02108a78	BlackBrickBlock_SpawnInfo	spawninfo
ov002	0x02108a94	data_ov002_02108a94	FortressTowerWall_SpawnInfo	spawninfo
ov002	0x02108adc	data_ov002_02108adc	_ZTV13BigBrickBlock	vtable alloc=0x330
ov002	0x02108ba0	data_ov002_02108ba0	MegaMushroomBlockTag_SpawnInfo	spawninfo
ov002	0x02108bbc	data_ov002_02108bbc	GreenShellBlockTag_SpawnInfo	spawninfo
ov002	0x02108bd8	data_ov002_02108bd8	SilverStarBlockTag_SpawnInfo	spawninfo
ov002	0x02108bf4	data_ov002_02108bf4	OneUpMushroomBlockTag_SpawnInfo	spawninfo
ov002	0x02108c18	data_ov002_02108c18	_ZTV10BrickBlock	vtable alloc=0x330
ov002	0x02108cb4	data_ov002_02108cb4	MegaMushroomTag_SpawnInfo	spawninfo
ov002	0x02108cd0	data_ov002_02108cd0	MegaMushroomCreateTag_SpawnInfo	spawninfo
ov002	0x02108cf4	data_ov002_02108cf4	_ZTV21MegaMushroomCreateTag	vtable alloc=0x110
ov002	0x02108e38	data_ov002_02108e38	QuestionSwitch_SpawnInfo	spawninfo
ov002	0x02108e5c	data_ov002_02108e5c	_ZTV14QuestionSwitch	vtable alloc=?
ov002	0x02108ef8	data_ov002_02108ef8	RedFlame_SpawnInfo	spawninfo
ov002	0x02108f14	data_ov002_02108f14	BlueFlame_SpawnInfo	spawninfo
ov002	0x02108f38	data_ov002_02108f38	_ZTV9BlueFlame	vtable alloc=0x118
ov002	0x021093bc	data_ov002_021093bc	PoppingLavaBubbles_SpawnInfo	spawninfo
ov002	0x0210947c	data_ov002_0210947c	WaterfallMist_SpawnInfo	spawninfo
ov002	0x021094a0	data_ov002_021094a0	_ZTV18PoppingLavaBubbles	vtable alloc=0xd8
ov002	0x021095cc	data_ov002_021095cc	Cap_SpawnInfo	spawninfo
ov002	0x021095f0	data_ov002_021095f0	_ZTV13WaterfallMist	vtable alloc=0xdc
ov002	0x0210968c	data_ov002_0210968c	PushBlock_SpawnInfo	spawninfo
ov002	0x021097a0	data_ov002_021097a0	PowerFlower_SpawnInfo	spawninfo
ov002	0x02109800	data_ov002_02109800	_ZTV9PushBlock	vtable alloc=?
ov002	0x02109900	data_ov002_02109900	ExclamationSwitch_SpawnInfo	spawninfo
ov002	0x0210991c	data_ov002_0210991c	StarSwitch_SpawnInfo	spawninfo
ov002	0x02109940	data_ov002_02109940	_ZTV10StarSwitch	vtable alloc=0x354
ov002	0x02109ad4	data_ov002_02109ad4	SignPost_SpawnInfo	spawninfo
ov002	0x02109af8	data_ov002_02109af8	_ZTV8SignPost	vtable alloc=?
ov002	0x02109b94	data_ov002_02109b94	Seaweed_SpawnInfo	spawninfo
ov002	0x02109c50	data_ov002_02109c50	HealingHeart_SpawnInfo	spawninfo
ov002	0x02109c74	data_ov002_02109c74	_ZTV7Seaweed	vtable alloc=0x138
ov002	0x02109d14	data_ov002_02109d14	CannonHatch_SpawnInfo	spawninfo
ov002	0x02109d38	data_ov002_02109d38	_ZTV11CannonHatch	vtable alloc=0x1
ov002	0x0210a704	data_ov002_0210a704	Player_SpawnInfo	spawninfo
ov002	0x0210aa40	data_ov002_0210aa40	PowerStar_SpawnInfo	spawninfo
ov002	0x0210aa5c	data_ov002_0210aa5c	SilverStar_SpawnInfo	spawninfo
ov002	0x0210aa78	data_ov002_0210aa78	StarMarker_SpawnInfo	spawninfo
ov002	0x0210aa94	data_ov002_0210aa94	StarCamera_SpawnInfo	spawninfo
ov002	0x0210aab8	data_ov002_0210aab8	_ZTV10StarMarker	vtable alloc=0x1dc
ov002	0x0210ab3c	data_ov002_0210ab3c	_ZTV9PowerStar	vtable alloc=?
ov002	0x0210abdc	data_ov002_0210abdc	Tree_SpawnInfo	spawninfo
ov002	0x0210ac00	data_ov002_0210ac00	_ZTV4Tree	vtable alloc=0x264
ov002	0x0210ac98	data_ov002_0210ac98	Warp_SpawnInfo	spawninfo
ov002	0x0210ad90	data_ov002_0210ad90	YoshiEgg_SpawnInfo	spawninfo
ov002	0x0210adb4	data_ov002_0210adb4	_ZTV8YoshiEgg	vtable alloc=?
ov002	0x0210ae38	data_ov002_0210ae38	_ZTV17ExclamationSwitch	vtable alloc=0x354
ov002	0x0210b00c	data_ov002_0210b00c	InvisibleSecret_SpawnInfo	spawninfo
ov002	0x0210b0c8	data_ov002_0210b0c8	Number_SpawnInfo	spawninfo
ov002	0x0210b0ec	data_ov002_0210b0ec	_ZTV15InvisibleSecret	vtable alloc=0x114
ov002	0x0210b188	data_ov002_0210b188	OneUpLogo_SpawnInfo	spawninfo
ov002	0x0210b1ac	data_ov002_0210b1ac	_ZTV9OneUpLogo	vtable alloc=0x150
ov002	0x0210b248	data_ov002_0210b248	BlueCoinSwitch_SpawnInfo	spawninfo
ov002	0x0210b324	data_ov002_0210b324	EnemySwitchTag_SpawnInfo	spawninfo
ov002	0x0210b340	data_ov002_0210b340	EnemySpawner_SpawnInfo	spawninfo
ov002	0x0210b364	data_ov002_0210b364	_ZTV12EnemySpawner	vtable alloc=0x110
ov002	0x0210b3e8	data_ov002_0210b3e8	_ZTV14BlueCoinSwitch	vtable alloc=0x330
ov002	0x0210b47c	data_ov002_0210b47c	AmbientSoundEffects_SpawnInfo	spawninfo
ov002	0x0210b4c8	data_ov002_0210b4c8	_ZTV14EnemySwitchTag	vtable alloc=0x110
ov002	0x0210b560	data_ov002_0210b560	MugenBgm_SpawnInfo	spawninfo
ov002	0x0210b584	data_ov002_0210b584	_ZTV19AmbientSoundEffects	vtable alloc=0xd8
ov002	0x0210ba60	data_ov002_0210ba60	CutsceneObject_SpawnInfo	spawninfo
ov002	0x0210bd60	data_ov002_0210bd60	_ZTV8MugenBgm	vtable alloc=0xd4
ov002	0x0210bf70	data_ov002_0210bf70	Fireball_SpawnInfo	spawninfo
ov002	0x0210bf94	data_ov002_0210bf94	_ZTV8Fireball	vtable alloc=0x378
ov002	0x0210c064	data_ov002_0210c064	SoundObject_SpawnInfo	spawninfo
ov002	0x0210d630	data_ov002_0210d630	Bullet_SpawnInfo	spawninfo
ov002	0x0210d654	data_ov002_0210d654	_ZTV6Bullet	vtable alloc=0x35c
ov003	0x020b04f0	func_ov003_020b04f0	StarSelect_Spawn	spawnfunc
ov003	0x020b16b4	data_ov003_020b16b4	StarSelect_SpawnInfo	spawninfo
ov006	0x020d9574	func_ov006_020d9574	MgSortOrSplode_Spawn	spawnfunc
ov006	0x020dbd54	func_ov006_020dbd54	MgPicturePoker_Spawn	spawnfunc
ov006	0x020de940	func_ov006_020de940	MgCoincentration_Spawn	spawnfunc
ov006	0x020e3820	func_ov006_020e3820	MgShuffleShell_Spawn	spawnfunc
ov006	0x020e6c28	func_ov006_020e6c28	_ZN17MgBounceAndPounceD1Ev	vtable slot 16
ov006	0x020e6c60	func_ov006_020e6c60	_ZN17MgBounceAndPounceD0Ev	vtable slot 17
ov006	0x020e6f60	func_ov006_020e6f60	_ZN17MgBounceAndPounce21AfterCleanupResourcesEj	vtable slot 5
ov006	0x020e700c	func_ov006_020e700c	_ZN17MgBounceAndPounce11AfterRenderEj	vtable slot 11
ov006	0x020e7040	func_ov006_020e7040	_ZN17MgBounceAndPounce12BeforeRenderEv	vtable slot 10
ov006	0x020e7074	func_ov006_020e7074	_ZN17MgBounceAndPounce14BeforeBehaviorEv	vtable slot 7
ov006	0x020e70c0	func_ov006_020e70c0	_ZN17MgBounceAndPounce18AfterInitResourcesEj	vtable slot 2
ov006	0x020e70e4	func_ov006_020e70e4	_ZN17MgBounceAndPounce19BeforeInitResourcesEv	vtable slot 1
ov006	0x020ea1f0	func_ov006_020ea1f0	MgPsycheOut_Spawn	spawnfunc
ov006	0x020ede18	func_ov006_020ede18	MgWhichWiggler_Spawn	spawnfunc
ov006	0x020eeafc	func_ov006_020eeafc	MgBounceAndPounce_Spawn	spawnfunc
ov006	0x020f3800	func_ov006_020f3800	MgWanted_Spawn	spawnfunc
