module	addr	old	new	why
ov006	0x020f5504	func_ov006_020f5504	MgMemoryMatch_Spawn	spawnfunc
ov006	0x020f75d4	func_ov006_020f75d4	MgMemoryMaster_Spawn	spawnfunc
ov006	0x020fa6ac	func_ov006_020fa6ac	MgPairAGoneAndOn_Spawn	spawnfunc
ov006	0x020ff3ec	func_ov006_020ff3ec	MgBobOmbSquad_Spawn	spawnfunc
ov006	0x02104258	func_ov006_02104258	MgLakituLaunch_Spawn	spawnfunc
ov006	0x02107858	func_ov006_02107858	MgPuzzlePanelPuzzlePanic_Spawn	spawnfunc
ov006	0x0210a400	func_ov006_0210a400	MgMushroomRoulette_Spawn	spawnfunc
ov006	0x02119824	func_ov006_02119824	MgBingoBallSlotsShot_Spawn	spawnfunc
ov006	0x0211cb70	func_ov006_0211cb70	MgBoomBox_Spawn	spawnfunc
ov006	0x021207a8	func_ov006_021207a8	MgHideAndBooSeek_Spawn	spawnfunc
ov006	0x02122490	func_ov006_02122490	MgTrampolineTime_Spawn	spawnfunc
ov006	0x0212471c	func_ov006_0212471c	MgTrampolineTerror_Spawn	spawnfunc
ov006	0x021255f8	func_ov006_021255f8	MgLuckyStars_Spawn	spawnfunc
ov006	0x0212a520	func_ov006_0212a520	MgSnowballSlalom_Spawn	spawnfunc
ov006	0x0213badc	data_ov006_0213badc	MgSortOrSplode_SpawnInfo	spawninfo
ov006	0x0213bc50	data_ov006_0213bc50	MgPicturePoker_SpawnInfo	spawninfo
ov006	0x0213bedc	data_ov006_0213bedc	MgCoincentration_SpawnInfo	spawninfo
ov006	0x0213c214	data_ov006_0213c214	MgShuffleShell_SpawnInfo	spawninfo
ov006	0x0213c62c	data_ov006_0213c62c	_ZTV17MgBounceAndPounce	vtable alloc=?
ov006	0x0213c78c	data_ov006_0213c78c	MgPsycheOut_SpawnInfo	spawninfo
ov006	0x0213c98c	data_ov006_0213c98c	MgWhichWiggler_SpawnInfo	spawninfo
ov006	0x0213cb64	data_ov006_0213cb64	MgBounceAndPounce_SpawnInfo	spawninfo
ov006	0x0213cc7c	data_ov006_0213cc7c	MgBounceAndTrounce_SpawnInfo	spawninfo
ov006	0x0213ce0c	data_ov006_0213ce0c	MgWanted_SpawnInfo	spawninfo
ov006	0x0213cfd8	data_ov006_0213cfd8	MgMemoryMatch_SpawnInfo	spawninfo
ov006	0x0213d288	data_ov006_0213d288	MgMemoryMaster_SpawnInfo	spawninfo
ov006	0x0213d70c	data_ov006_0213d70c	MgPairAGoneAndOn_SpawnInfo	spawninfo
ov006	0x0213d910	data_ov006_0213d910	MgBobOmbSquad_SpawnInfo	spawninfo
ov006	0x0213da64	data_ov006_0213da64	MgLakituLaunch_SpawnInfo	spawninfo
ov006	0x0213dc64	data_ov006_0213dc64	MgPuzzlePanelPuzzlePanic_SpawnInfo	spawninfo
ov006	0x0213e2f0	data_ov006_0213e2f0	MgMushroomRoulette_SpawnInfo	spawninfo
ov006	0x0213ebd0	data_ov006_0213ebd0	MgBingoBallSlotsShot_SpawnInfo	spawninfo
ov006	0x0213f69c	data_ov006_0213f69c	MgBoomBox_SpawnInfo	spawninfo
ov006	0x0213f974	data_ov006_0213f974	MgHideAndBooSeek_SpawnInfo	spawninfo
ov006	0x0213fab8	data_ov006_0213fab8	MgTrampolineTime_SpawnInfo	spawninfo
ov006	0x0213fbc8	data_ov006_0213fbc8	MgTrampolineTerror_SpawnInfo	spawninfo
ov006	0x0213fd6c	data_ov006_0213fd6c	MgLuckyStars_SpawnInfo	spawninfo
ov006	0x0213ffb8	data_ov006_0213ffb8	MgSnowballSlalom_SpawnInfo	spawninfo
ov009	0x021111a0	func_ov009_021111a0	_ZN4BirdD1Ev	vtable slot 16
ov009	0x021111d8	func_ov009_021111d8	_ZN4BirdD0Ev	vtable slot 17
ov009	0x0211183c	func_ov009_0211183c	_ZN4Bird16CleanupResourcesEv	vtable slot 3
ov009	0x0211186c	func_ov009_0211186c	_ZN4Bird16OnPendingDestroyEv	vtable slot 12
ov009	0x02111870	func_ov009_02111870	_ZN4Bird6RenderEv	vtable slot 9
ov009	0x02111898	func_ov009_02111898	_ZN4Bird8BehaviorEv	vtable slot 6
ov009	0x0211197c	func_ov009_0211197c	_ZN4Bird13InitResourcesEv	vtable slot 0
ov009	0x02111a30	func_ov009_02111a30	Bird_Spawn	spawnfunc
ov009	0x02111d8c	func_ov009_02111d8c	CastleWater_Spawn	spawnfunc
ov009	0x02111dc4	func_ov009_02111dc4	_ZN11CastleWaterD1Ev	vtable slot 16
ov009	0x02111e08	func_ov009_02111e08	_ZN11CastleWaterD0Ev	vtable slot 17
ov009	0x02111e60	func_ov009_02111e60	_ZN11CastleWater16CleanupResourcesEv	vtable slot 3
ov009	0x02111ea4	func_ov009_02111ea4	_ZN11CastleWater16OnPendingDestroyEv	vtable slot 12
ov009	0x02111ea8	func_ov009_02111ea8	_ZN11CastleWater6RenderEv	vtable slot 9
ov009	0x02111ed0	func_ov009_02111ed0	_ZN11CastleWater8BehaviorEv	vtable slot 6
ov009	0x02111f40	func_ov009_02111f40	_ZN11CastleWater13InitResourcesEv	vtable slot 0
ov009	0x02112048	func_ov009_02112048	DockPole_Spawn	spawnfunc
ov009	0x02112078	func_ov009_02112078	_ZN8DockPoleD1Ev	vtable slot 16
ov009	0x021120a8	func_ov009_021120a8	_ZN8DockPoleD0Ev	vtable slot 17
ov009	0x021120ec	func_ov009_021120ec	_ZN8DockPole16CleanupResourcesEv	vtable slot 3
ov009	0x0211211c	func_ov009_0211211c	_ZN8DockPole6RenderEv	vtable slot 9
ov009	0x02112144	func_ov009_02112144	_ZN8DockPole8BehaviorEv	vtable slot 6
ov009	0x02112190	func_ov009_02112190	_ZN8DockPole13InitResourcesEv	vtable slot 0
ov009	0x021121f0	func_ov009_021121f0	Flag_Spawn	spawnfunc
ov009	0x02113934	data_ov009_02113934	Bird_SpawnInfo	spawninfo
ov009	0x02113958	data_ov009_02113958	_ZTV4Bird	vtable alloc=0x184
ov009	0x021139f4	data_ov009_021139f4	CastleWater_SpawnInfo	spawninfo
ov009	0x02113abc	data_ov009_02113abc	DockPole_SpawnInfo	spawninfo
ov009	0x02113ae0	data_ov009_02113ae0	_ZTV11CastleWater	vtable alloc=0x338
ov009	0x02113b7c	data_ov009_02113b7c	Flag_SpawnInfo	spawninfo
ov009	0x02113ba0	data_ov009_02113ba0	_ZTV8DockPole	vtable alloc=0x320
ov010	0x02111998	func_ov010_02111998	Trap_Spawn	spawnfunc
ov010	0x021119d0	func_ov010_021119d0	_ZN4TrapD1Ev	vtable slot 16
ov010	0x02111a08	func_ov010_02111a08	_ZN4TrapD0Ev	vtable slot 17
ov010	0x02111a94	func_ov010_02111a94	_ZN4Trap16CleanupResourcesEv	vtable slot 3
ov010	0x02111ab8	func_ov010_02111ab8	_ZN4Trap6RenderEv	vtable slot 9
ov010	0x02111ae0	func_ov010_02111ae0	_ZN4Trap8BehaviorEv	vtable slot 6
ov010	0x02111d20	func_ov010_02111d20	_ZN4Trap13InitResourcesEv	vtable slot 0
ov010	0x02111dd0	func_ov010_02111dd0	LightBeam_Spawn	spawnfunc
ov010	0x02111e10	func_ov010_02111e10	_ZN13PeachPaintingD1Ev	vtable slot 16
ov010	0x02111e40	func_ov010_02111e40	_ZN13PeachPaintingD0Ev	vtable slot 17
ov010	0x02111ec4	func_ov010_02111ec4	_ZN13PeachPainting16CleanupResourcesEv	vtable slot 3
ov010	0x02111ee8	func_ov010_02111ee8	_ZN13PeachPainting6RenderEv	vtable slot 9
ov010	0x02111f28	func_ov010_02111f28	_ZN13PeachPainting8BehaviorEv	vtable slot 6
ov010	0x02111fc0	func_ov010_02111fc0	_ZN13PeachPainting13InitResourcesEv	vtable slot 0
ov010	0x02112004	func_ov010_02112004	PeachPainting_Spawn	spawnfunc
ov010	0x02112ac0	data_ov010_02112ac0	Trap_SpawnInfo	spawninfo
ov010	0x02112b84	data_ov010_02112b84	LightBeam_SpawnInfo	spawninfo
ov010	0x02112ba8	data_ov010_02112ba8	_ZTV4Trap	vtable alloc=0x3b0
ov010	0x02112c44	data_ov010_02112c44	PeachPainting_SpawnInfo	spawninfo
ov010	0x02112c68	data_ov010_02112c68	_ZTV13PeachPainting	vtable alloc=0x128
ov012	0x02111420	func_ov012_02111420	SwitchPillar_Spawn	spawnfunc
ov012	0x02111450	func_ov012_02111450	_ZN12SwitchPillarD1Ev	vtable slot 16
ov012	0x0211149c	func_ov012_0211149c	_ZN12SwitchPillarD0Ev	vtable slot 17
ov012	0x021114fc	func_ov012_021114fc	_ZN12SwitchPillar16CleanupResourcesEv	vtable slot 3
ov012	0x02111540	func_ov012_02111540	_ZN12SwitchPillar6RenderEv	vtable slot 9
ov012	0x02111574	func_ov012_02111574	_ZN12SwitchPillar8BehaviorEv	vtable slot 6
ov012	0x0211164c	func_ov012_0211164c	_ZN12SwitchPillar13InitResourcesEv	vtable slot 0
ov012	0x02111730	func_ov012_02111730	BasementWater_Spawn	spawnfunc
ov012	0x02112320	data_ov012_02112320	SwitchPillar_SpawnInfo	spawninfo
ov012	0x021123e4	data_ov012_021123e4	BasementWater_SpawnInfo	spawninfo
ov012	0x02112408	data_ov012_02112408	_ZTV12SwitchPillar	vtable alloc=0x320
ov013	0x02111384	func_ov013_02111384	ClockPaintingPendulum_Spawn	spawnfunc
ov013	0x021113bc	func_ov013_021113bc	_ZN22ClockPaintingHandShortD1Ev	vtable slot 16
ov013	0x021113ec	func_ov013_021113ec	_ZN22ClockPaintingHandShortD0Ev	vtable slot 17
ov013	0x02111478	func_ov013_02111478	_ZN22ClockPaintingHandShort16CleanupResourcesEv	vtable slot 3
ov013	0x021114a4	func_ov013_021114a4	_ZN22ClockPaintingHandShort6RenderEv	vtable slot 9
ov013	0x021114cc	func_ov013_021114cc	_ZN22ClockPaintingHandShort8BehaviorEv	vtable slot 6
ov013	0x021115cc	func_ov013_021115cc	_ZN22ClockPaintingHandShort13InitResourcesEv	vtable slot 0
ov013	0x0211163c	func_ov013_0211163c	ClockPaintingHandShort_Spawn	spawnfunc
ov013	0x02111674	func_ov013_02111674	ClockPaintingHandLong_Spawn	spawnfunc
ov013	0x02112104	data_ov013_02112104	ClockPaintingPendulum_SpawnInfo	spawninfo
ov013	0x021121c0	data_ov013_021121c0	ClockPaintingHandLong_SpawnInfo	spawninfo
ov013	0x021121dc	data_ov013_021121dc	ClockPaintingHandShort_SpawnInfo	spawninfo
ov013	0x02112200	data_ov013_02112200	_ZTV22ClockPaintingHandShort	vtable alloc=0x128
ov014	0x021111a0	func_ov014_021111a0	_ZN10ShutterBobD1Ev	vtable slot 16
ov014	0x021111f0	func_ov014_021111f0	_ZN10ShutterBobD0Ev	vtable slot 17
ov014	0x02111254	func_ov014_02111254	_ZN10ShutterBob16CleanupResourcesEv	vtable slot 3
ov014	0x02111268	func_ov014_02111268	_ZN10ShutterBob8BehaviorEv	vtable slot 6
ov014	0x02111294	func_ov014_02111294	_ZN10ShutterBob13InitResourcesEv	vtable slot 0
ov014	0x021112cc	func_ov014_021112cc	ShutterBob_Spawn	spawnfunc
ov014	0x02111308	func_ov014_02111308	_ZN10ChainChompD1Ev	vtable slot 16
ov014	0x021113bc	func_ov014_021113bc	_ZN10ChainChompD0Ev	vtable slot 17
ov014	0x0211294c	func_ov014_0211294c	_ZN10ChainChomp16CleanupResourcesEv	vtable slot 3
ov014	0x02112994	func_ov014_02112994	_ZN10ChainChomp6RenderEv	vtable slot 9
ov014	0x021129ec	func_ov014_021129ec	_ZN10ChainChomp8BehaviorEv	vtable slot 6
ov014	0x02112b14	func_ov014_02112b14	_ZN10ChainChomp13InitResourcesEv	vtable slot 0
ov014	0x02112d1c	func_ov014_02112d1c	ChainChomp_Spawn	spawnfunc
ov014	0x02112e0c	func_ov014_02112e0c	_ZN15ChainChompFenceD1Ev	vtable slot 16
ov014	0x02112e50	func_ov014_02112e50	_ZN15ChainChompFenceD0Ev	vtable slot 17
ov014	0x02112f3c	func_ov014_02112f3c	_ZN15ChainChompFence16CleanupResourcesEv	vtable slot 3
ov014	0x02112f80	func_ov014_02112f80	_ZN15ChainChompFence6RenderEv	vtable slot 9
ov014	0x02112fc0	func_ov014_02112fc0	_ZN15ChainChompFence8BehaviorEv	vtable slot 6
ov014	0x02112ffc	func_ov014_02112ffc	_ZN15ChainChompFence13InitResourcesEv	vtable slot 0
ov014	0x0211307c	func_ov014_0211307c	ChainChompFence_Spawn	spawnfunc
ov014	0x021145e4	data_ov014_021145e4	ShutterBob_SpawnInfo	spawninfo
ov014	0x02114608	data_ov014_02114608	_ZTV10ShutterBob	vtable alloc=0x324
ov014	0x02114750	data_ov014_02114750	ChainChomp_SpawnInfo	spawninfo
ov014	0x021147ec	data_ov014_021147ec	_ZTV10ChainChomp	vtable alloc=0x620
ov014	0x0211488c	data_ov014_0211488c	ChainChompFence_SpawnInfo	spawninfo
ov014	0x021148b0	data_ov014_021148b0	_ZTV15ChainChompFence	vtable alloc=0x320
ov015	0x021112dc	func_ov015_021112dc	PoleBillboard_Spawn	spawnfunc
ov015	0x02111314	func_ov015_02111314	_ZN13PoleBillboardD1Ev	vtable slot 16
ov015	0x02111360	func_ov015_02111360	_ZN13PoleBillboardD0Ev	vtable slot 17
ov015	0x021116b4	func_ov015_021116b4	_ZN13PoleBillboard16CleanupResourcesEv	vtable slot 3
ov015	0x021116f8	func_ov015_021116f8	_ZN13PoleBillboard6RenderEv	vtable slot 9
ov015	0x02111720	func_ov015_02111720	_ZN13PoleBillboard8BehaviorEv	vtable slot 6
ov015	0x02111960	func_ov015_02111960	_ZN13PoleBillboard13InitResourcesEv	vtable slot 0
ov015	0x02111b68	func_ov015_02111b68	KnockDownPlank_Spawn	spawnfunc
ov015	0x02111ba0	func_ov015_02111ba0	_ZN14KnockDownPlankD1Ev	vtable slot 16
ov015	0x02111be4	func_ov015_02111be4	_ZN14KnockDownPlankD0Ev	vtable slot 17
ov015	0x02112004	func_ov015_02112004	_ZN14KnockDownPlank16CleanupResourcesEv	vtable slot 3
ov015	0x02112068	func_ov015_02112068	_ZN14KnockDownPlank6RenderEv	vtable slot 9
ov015	0x02112090	func_ov015_02112090	_ZN14KnockDownPlank8BehaviorEv	vtable slot 6
ov015	0x021120fc	func_ov015_021120fc	_ZN14KnockDownPlank13InitResourcesEv	vtable slot 0
ov015	0x02112230	func_ov015_02112230	MovingBarBig_Spawn	spawnfunc
ov015	0x02112260	func_ov015_02112260	MovingBarSmall_Spawn	spawnfunc
ov015	0x02112290	func_ov015_02112290	_ZN14MovingBarSmallD1Ev	vtable slot 16
ov015	0x021122dc	func_ov015_021122dc	_ZN14MovingBarSmallD0Ev	vtable slot 17
ov015	0x02112464	func_ov015_02112464	_ZN14MovingBarSmall16CleanupResourcesEv	vtable slot 3
ov015	0x021124a8	func_ov015_021124a8	_ZN14MovingBarSmall6RenderEv	vtable slot 9
ov015	0x021124d0	func_ov015_021124d0	_ZN14MovingBarSmall8BehaviorEv	vtable slot 6
ov015	0x0211269c	func_ov015_0211269c	_ZN14MovingBarSmall13InitResourcesEv	vtable slot 0
ov015	0x0211290c	func_ov015_0211290c	TowerStep_Spawn	spawnfunc
ov015	0x02112944	func_ov015_02112944	_ZN9TowerStepD1Ev	vtable slot 16
ov015	0x02112988	func_ov015_02112988	_ZN9TowerStepD0Ev	vtable slot 17
ov015	0x021129e0	func_ov015_021129e0	_ZN9TowerStep16CleanupResourcesEv	vtable slot 3
ov015	0x02112a24	func_ov015_02112a24	_ZN9TowerStep6RenderEv	vtable slot 9
ov015	0x02112a4c	func_ov015_02112a4c	_ZN9TowerStep8BehaviorEv	vtable slot 6
ov015	0x02112b04	func_ov015_02112b04	_ZN9TowerStep13InitResourcesEv	vtable slot 0
ov015	0x02112ba0	func_ov015_02112ba0	RotatingBridge_Spawn	spawnfunc
ov015	0x02112cb8	func_ov015_02112cb8	RotatingPlatformWf_Spawn	spawnfunc
ov015	0x02112cf4	func_ov015_02112cf4	_ZN11FallBlockWfD1Ev	vtable slot 16
ov015	0x02112d44	func_ov015_02112d44	_ZN11FallBlockWfD0Ev	vtable slot 17
ov015	0x02112da8	func_ov015_02112da8	_ZN11FallBlockWf16CleanupResourcesEv	vtable slot 3
ov015	0x02112dbc	func_ov015_02112dbc	_ZN11FallBlockWf13InitResourcesEv	vtable slot 0
ov015	0x02112dd0	func_ov015_02112dd0	FallBlockWf_Spawn	spawnfunc
ov015	0x0211433c	data_ov015_0211433c	PoleBillboard_SpawnInfo	spawninfo
ov015	0x021143fc	data_ov015_021143fc	KnockDownPlank_SpawnInfo	spawninfo
ov015	0x02114420	data_ov015_02114420	_ZTV13PoleBillboard	vtable alloc=0x124
ov015	0x0211454c	data_ov015_0211454c	MovingBarSmall_SpawnInfo	spawninfo
ov015	0x02114568	data_ov015_02114568	MovingBarBig_SpawnInfo	spawninfo
ov015	0x0211458c	data_ov015_0211458c	_ZTV14KnockDownPlank	vtable alloc=0x39c
ov015	0x0211462c	data_ov015_0211462c	TowerStep_SpawnInfo	spawninfo
ov015	0x02114650	data_ov015_02114650	_ZTV14MovingBarSmall	vtable alloc=0x338
ov015	0x021146f0	data_ov015_021146f0	RotatingBridge_SpawnInfo	spawninfo
ov015	0x02114714	data_ov015_02114714	_ZTV9TowerStep	vtable alloc=0x394
ov015	0x021147c4	data_ov015_021147c4	RotatingPlatformWf_SpawnInfo	spawninfo
ov015	0x021148b8	data_ov015_021148b8	FallBlockWf_SpawnInfo	spawninfo
ov015	0x021148dc	data_ov015_021148dc	_ZTV11FallBlockWf	vtable alloc=0x34c
ov016	0x021111a0	func_ov016_021111a0	_ZN5UnagiD1Ev	vtable slot 16
ov016	0x02111208	func_ov016_02111208	_ZN5UnagiD0Ev	vtable slot 17
ov016	0x021115a4	func_ov016_021115a4	BookSwitch_Spawn	spawnfunc
ov016	0x02111f38	func_ov016_02111f38	_ZN5Unagi16CleanupResourcesEv	vtable slot 3
ov016	0x02111f80	func_ov016_02111f80	_ZN5Unagi16OnPendingDestroyEv	vtable slot 12
ov016	0x02111f84	func_ov016_02111f84	_ZN5Unagi6RenderEv	vtable slot 9
ov016	0x02112010	func_ov016_02112010	_ZN5Unagi8BehaviorEv	vtable slot 6
ov016	0x021121c0	func_ov016_021121c0	_ZN5Unagi13InitResourcesEv	vtable slot 0
ov016	0x02112588	func_ov016_02112588	Unagi_Spawn	spawnfunc
ov016	0x0211260c	func_ov016_0211260c	_ZN6ShipUpD1Ev	vtable slot 16
ov016	0x02112650	func_ov016_02112650	_ZN6ShipUpD0Ev	vtable slot 17
ov016	0x021126f0	func_ov016_021126f0	_ZN6ShipUp16CleanupResourcesEv	vtable slot 3
ov016	0x02112744	func_ov016_02112744	_ZN6ShipUp6RenderEv	vtable slot 9
ov016	0x0211276c	func_ov016_0211276c	_ZN6ShipUp8BehaviorEv	vtable slot 6
ov016	0x0211283c	func_ov016_0211283c	_ZN6ShipUp13InitResourcesEv	vtable slot 0
ov016	0x021129a0	func_ov016_021129a0	ShipUp_Spawn	spawnfunc
ov016	0x021129d0	func_ov016_021129d0	ShipDown_Spawn	spawnfunc
ov016	0x02112ec4	func_ov016_02112ec4	RockPillar_Spawn	spawnfunc
ov016	0x02112fbc	func_ov016_02112fbc	FloatOnWaterPlatformJrb_Spawn	spawnfunc
ov016	0x02112ff8	func_ov016_02112ff8	_ZN23FloatOnWaterPlatformJrbD1Ev	vtable slot 16
ov016	0x02113044	func_ov016_02113044	_ZN23FloatOnWaterPlatformJrbD0Ev	vtable slot 17
ov016	0x021130ec	func_ov016_021130ec	_ZN23FloatOnWaterPlatformJrb16CleanupResourcesEv	vtable slot 3
ov016	0x02113130	func_ov016_02113130	_ZN23FloatOnWaterPlatformJrb6RenderEv	vtable slot 9
ov016	0x02113158	func_ov016_02113158	_ZN23FloatOnWaterPlatformJrb8BehaviorEv	vtable slot 6
ov016	0x02113434	func_ov016_02113434	_ZN23FloatOnWaterPlatformJrb13InitResourcesEv	vtable slot 0
ov016	0x02113510	func_ov016_02113510	SlidingBox_Spawn	spawnfunc
ov016	0x02114898	data_ov016_02114898	BookSwitch_SpawnInfo	spawninfo
ov016	0x021148e0	data_ov016_021148e0	Unagi_SpawnInfo	spawninfo
ov016	0x02114958	data_ov016_02114958	_ZTV5Unagi	vtable alloc=0x4b0
ov016	0x021149fc	data_ov016_021149fc	ShipDown_SpawnInfo	spawninfo
ov016	0x02114a18	data_ov016_02114a18	ShipUp_SpawnInfo	spawninfo
ov016	0x02114a3c	data_ov016_02114a3c	_ZTV6ShipUp	vtable alloc=0x32c
ov016	0x02114adc	data_ov016_02114adc	RockPillar_SpawnInfo	spawninfo
ov016	0x02114ba8	data_ov016_02114ba8	FloatOnWaterPlatformJrb_SpawnInfo	spawninfo
ov016	0x02114c68	data_ov016_02114c68	SlidingBox_SpawnInfo	spawninfo
ov016	0x02114c8c	data_ov016_02114c8c	_ZTV23FloatOnWaterPlatformJrb	vtable alloc=0x348
ov017	0x021111a0	func_ov017_021111a0	_ZN9ShipWaterD1Ev	vtable slot 16
ov017	0x021111ec	func_ov017_021111ec	_ZN9ShipWaterD0Ev	vtable slot 17
ov017	0x0211124c	func_ov017_0211124c	_ZN9ShipWater16CleanupResourcesEv	vtable slot 3
ov017	0x02111290	func_ov017_02111290	_ZN9ShipWater6RenderEv	vtable slot 9
ov017	0x021112c4	func_ov017_021112c4	_ZN9ShipWater8BehaviorEv	vtable slot 6
ov017	0x021113c0	func_ov017_021113c0	_ZN9ShipWater13InitResourcesEv	vtable slot 0
ov017	0x02111480	func_ov017_02111480	ShipWater_Spawn	spawnfunc
ov017	0x02111bd4	data_ov017_02111bd4	ShipWater_SpawnInfo	spawninfo
ov017	0x02111bf8	data_ov017_02111bf8	_ZTV9ShipWater	vtable alloc=0x340
ov018	0x02111818	func_ov018_02111818	SkiLift_Spawn	spawnfunc
ov018	0x02111848	func_ov018_02111848	_ZN7SkiLiftD1Ev	vtable slot 16
ov018	0x02111898	func_ov018_02111898	_ZN7SkiLiftD0Ev	vtable slot 17
ov018	0x021123ec	func_ov018_021123ec	_ZN7SkiLift16CleanupResourcesEv	vtable slot 3
ov018	0x02112450	func_ov018_02112450	_ZN7SkiLift16OnPendingDestroyEv	vtable slot 12
ov018	0x02112454	func_ov018_02112454	_ZN7SkiLift6RenderEv	vtable slot 9
ov018	0x02112480	func_ov018_02112480	_ZN7SkiLift8BehaviorEv	vtable slot 6
ov018	0x021124d0	func_ov018_021124d0	_ZN7SkiLift13InitResourcesEv	vtable slot 0
ov018	0x0211267c	func_ov018_0211267c	MotherPenguin_Spawn	spawnfunc
ov018	0x0211278c	func_ov018_0211278c	PowerStarCreate_Spawn	spawnfunc
ov018	0x021127bc	func_ov018_021127bc	_ZN8IceSheetD1Ev	vtable slot 16
ov018	0x02112800	func_ov018_02112800	_ZN8IceSheetD0Ev	vtable slot 17
ov018	0x02112924	func_ov018_02112924	_ZN8IceSheet16CleanupResourcesEv	vtable slot 3
ov018	0x02112968	func_ov018_02112968	_ZN8IceSheet6RenderEv	vtable slot 9
ov018	0x02112990	func_ov018_02112990	_ZN8IceSheet8BehaviorEv	vtable slot 6
ov018	0x021129c0	func_ov018_021129c0	_ZN8IceSheet13InitResourcesEv	vtable slot 0
ov018	0x02112a44	func_ov018_02112a44	IceSheet_Spawn	spawnfunc
ov018	0x021138a8	data_ov018_021138a8	SkiLift_SpawnInfo	spawninfo
ov018	0x02113998	data_ov018_02113998	MotherPenguin_SpawnInfo	spawninfo
ov018	0x021139bc	data_ov018_021139bc	_ZTV7SkiLift	vtable alloc=0x354
ov018	0x02113a00	data_ov018_02113a00	BridgePenguin_SpawnInfo	spawninfo
ov018	0x02113a50	data_ov018_02113a50	PowerStarCreate_SpawnInfo	spawninfo
ov018	0x02113b10	data_ov018_02113b10	IceSheet_SpawnInfo	spawninfo
ov018	0x02113b34	data_ov018_02113b34	_ZTV8IceSheet	vtable alloc=0x320
ov019	0x021111a0	func_ov019_021111a0	_ZN13RacingPenguinD1Ev	vtable slot 16
ov019	0x021111f0	func_ov019_021111f0	_ZN13RacingPenguinD0Ev	vtable slot 17
ov019	0x021122f8	func_ov019_021122f8	_ZN13RacingPenguin16CleanupResourcesEv	vtable slot 3
ov019	0x0211235c	func_ov019_0211235c	_ZN13RacingPenguin16OnPendingDestroyEv	vtable slot 12
ov019	0x02112360	func_ov019_02112360	_ZN13RacingPenguin6RenderEv	vtable slot 9
ov019	0x02112394	func_ov019_02112394	_ZN13RacingPenguin8BehaviorEv	vtable slot 6
ov019	0x021123d4	func_ov019_021123d4	_ZN13RacingPenguin13InitResourcesEv	vtable slot 0
ov019	0x021125bc	func_ov019_021125bc	RacingPenguin_Spawn	spawnfunc
ov019	0x0211261c	func_ov019_0211261c	_ZN15IceSlideManagerD1Ev	vtable slot 16
ov019	0x02112640	func_ov019_02112640	_ZN15IceSlideManagerD0Ev	vtable slot 17
ov019	0x02112678	func_ov019_02112678	_ZN15IceSlideManager8BehaviorEv	vtable slot 6
ov019	0x0211271c	func_ov019_0211271c	_ZN15IceSlideManager13InitResourcesEv	vtable slot 0
ov019	0x0211274c	func_ov019_0211274c	IceSlideManager_Spawn	spawnfunc
ov019	0x021132ec	data_ov019_021132ec	RacingPenguin_SpawnInfo	spawninfo
ov019	0x02113310	data_ov019_02113310	_ZTV13RacingPenguin	vtable alloc=0x398
ov019	0x021133a8	data_ov019_021133a8	IceSlideManager_SpawnInfo	spawninfo
ov019	0x021133cc	data_ov019_021133cc	_ZTV15IceSlideManager	vtable alloc=0xd8
ov020	0x021111a0	func_ov020_021111a0	_ZN8BookShotD1Ev	vtable slot 16
ov020	0x021111f0	func_ov020_021111f0	_ZN8BookShotD0Ev	vtable slot 17
ov020	0x02111254	func_ov020_02111254	_ZN15BookShotSpawnerD1Ev	vtable slot 16
ov020	0x02111278	func_ov020_02111278	_ZN15BookShotSpawnerD0Ev	vtable slot 17
ov020	0x02112244	func_ov020_02112244	_ZN8BookShot16CleanupResourcesEv	vtable slot 3
ov020	0x02112290	func_ov020_02112290	_ZN15BookShotSpawner16CleanupResourcesEv	vtable slot 3
ov020	0x021122c4	func_ov020_021122c4	_ZN8BookShot6RenderEv	vtable slot 9
ov020	0x0211233c	func_ov020_0211233c	_ZN8BookShot8BehaviorEv	vtable slot 6
ov020	0x02112418	func_ov020_02112418	_ZN15BookShotSpawner8BehaviorEv	vtable slot 6
ov020	0x021124e4	func_ov020_021124e4	_ZN8BookShot13InitResourcesEv	vtable slot 0
ov020	0x02112768	func_ov020_02112768	_ZN15BookShotSpawner13InitResourcesEv	vtable slot 0
ov020	0x02112850	func_ov020_02112850	BookShotSpawner_Spawn	spawnfunc
ov020	0x02112880	func_ov020_02112880	Bookend_Spawn	spawnfunc
ov020	0x021128dc	func_ov020_021128dc	BookShot_Spawn	spawnfunc
ov020	0x02112938	func_ov020_02112938	_ZN12HauntedChairD1Ev	vtable slot 16
ov020	0x02112980	func_ov020_02112980	_ZN12HauntedChairD0Ev	vtable slot 17
ov020	0x021132d8	func_ov020_021132d8	_ZN12HauntedChair16CleanupResourcesEv	vtable slot 3
ov020	0x021132fc	func_ov020_021132fc	_ZN12HauntedChair6RenderEv	vtable slot 9
ov020	0x02113324	func_ov020_02113324	_ZN12HauntedChair8BehaviorEv	vtable slot 6
ov020	0x021133b0	func_ov020_021133b0	_ZN12HauntedChair13InitResourcesEv	vtable slot 0
ov020	0x02113494	func_ov020_02113494	HauntedChair_Spawn	spawnfunc
ov020	0x02114860	data_ov020_02114860	Bookend_SpawnInfo	spawninfo
ov020	0x0211487c	data_ov020_0211487c	BookShotSpawner_SpawnInfo	spawninfo
ov020	0x021148b4	data_ov020_021148b4	BookShot_SpawnInfo	spawninfo
